zcyc

tradedate;tradetime;period_0.5
29.10.2024;18:39:57;20,75
30.10.2024;18:39:58;20,73
31.10.2024;18:39:58;21,81
01.11.2024;18:39:58;21,75
02.11.2024;18:39:57;21,71
05.11.2024;18:39:58;21,8
06.11.2024;18:39:58;22,08
07.11.2024;18:39:53;21,87
08.11.2024;18:39:58;21,85
11.11.2024;18:39:58;21,44
12.11.2024;18:39:58;21,42
13.11.2024;18:39:58;21,45
14.11.2024;18:39:58;21,57
15.11.2024;18:39:58;21,68
18.11.2024;18:39:57;21,34
19.11.2024;18:39:57;21,64
20.11.2024;18:39:57;21,49
21.11.2024;18:39:58;21,84
22.11.2024;18:39:58;21,87
25.11.2024;18:39:59;22,1
26.11.2024;18:39:53;22,27
27.11.2024;18:39:56;22,73
28.11.2024;18:39:57;22,74
29.11.2024;18:39:57;23,01
02.12.2024;18:39:55;23,24
03.12.2024;18:39:58;23,12
04.12.2024;18:39:59;23,04
05.12.2024;18:39:59;23,36
06.12.2024;18:39:58;23,3
09.12.2024;18:39:59;22,85
10.12.2024;18:39:56;22,52
11.12.2024;18:39:58;22,65
12.12.2024;18:39:54;22,95
13.12.2024;18:39:46;22,69
16.12.2024;18:39:58;22,78
17.12.2024;18:39:57;22,84
18.12.2024;18:39:59;22,55
19.12.2024;18:39:57;22,35
20.12.2024;18:39:59;20,25
23.12.2024;18:39:59;18,58
24.12.2024;18:39:57;18,35
25.12.2024;18:39:56;18,33
26.12.2024;18:39:54;17,99
27.12.2024;18:39:59;17,59
28.12.2024;18:39:58;18,58
30.12.2024;18:39:59;18,75
03.01.2025;18:39:58;18,62
06.01.2025;18:39:58;18,96
08.01.2025;18:39:58;19,26
09.01.2025;18:39:58;18,68
10.01.2025;18:39:56;18,93
13.01.2025;18:39:59;18,86
14.01.2025;18:39:56;18,91
15.01.2025;18:39:53;19,16
16.01.2025;18:39:58;19,23
17.01.2025;18:39:58;19,29
20.01.2025;18:39:57;19,08
21.01.2025;18:39:58;19,16
22.01.2025;18:39:57;19,74
23.01.2025;18:39:59;19,27
24.01.2025;18:39:58;19,25
27.01.2025;18:39:58;19,71
28.01.2025;18:39:55;19,79
29.01.2025;18:39:58;19,07
30.01.2025;18:39:58;18,62
31.01.2025;18:39:58;18,54
03.02.2025;18:39:55;18,84
04.02.2025;18:39:58;19,1
05.02.2025;18:39:58;19,33
06.02.2025;18:39:54;19,51
07.02.2025;18:39:58;19,48
10.02.2025;18:39:58;19,53
11.02.2025;18:39:54;19,56
12.02.2025;18:39:57;19,59
13.02.2025;18:39:58;19,67
14.02.2025;18:39:59;19,51
17.02.2025;18:39:57;19,64
18.02.2025;18:39:59;19,42
19.02.2025;18:39:57;19,44
20.02.2025;18:39:57;19,39
21.02.2025;18:39:59;19,39
24.02.2025;18:39:58;19,44
25.02.2025;18:39:57;19,45
26.02.2025;18:39:59;19,47
27.02.2025;18:39:57;19,4
28.02.2025;18:39:57;19,57
03.03.2025;18:39:54;19,41
04.03.2025;18:39:57;19,13
05.03.2025;18:39:58;19,58
06.03.2025;18:39:56;19,57
07.03.2025;18:39:59;19,75
10.03.2025;18:39:59;19,7
11.03.2025;18:39:58;19,8
12.03.2025;18:39:59;19,8
13.03.2025;18:39:58;20,01
14.03.2025;18:39:58;19,82
17.03.2025;18:39:57;19,67
18.03.2025;18:39:56;19,68
19.03.2025;18:39:58;19,8
20.03.2025;18:39:58;19,26
21.03.2025;18:39:55;19,38
24.03.2025;18:39:59;19,44
25.03.2025;18:39:57;19,65
26.03.2025;18:39:59;19,61
27.03.2025;18:39:59;19,74
28.03.2025;18:39:59;19,92
31.03.2025;18:39:57;20,04
01.04.2025;18:39:58;20,17
02.04.2025;18:39:58;20,17
03.04.2025;18:39:58;20,22
04.04.2025;18:39:58;20,28
07.04.2025;18:39:58;20,22
08.04.2025;18:39:58;20,04
09.04.2025;18:39:58;20,12
10.04.2025;18:39:59;20,07
11.04.2025;18:39:57;19,99
14.04.2025;18:39:58;19,95
15.04.2025;18:39:59;19,93
16.04.2025;18:39:58;19,92
17.04.2025;18:39:58;19,66
18.04.2025;18:39:57;19,77
21.04.2025;18:39:58;19,83
22.04.2025;18:39:54;19,78
23.04.2025;18:39:59;19,76
24.04.2025;18:39:58;19,77
25.04.2025;18:39:58;19,7
28.04.2025;18:39:54;19,44
29.04.2025;18:39:59;19,78
30.04.2025;18:39:58;19,4
02.05.2025;18:39:57;19,53
05.05.2025;18:39:58;19,9
06.05.2025;18:39:58;19,7
07.05.2025;18:39:57;19,64
08.05.2025;18:39:58;19,04
12.05.2025;18:39:57;19,42
13.05.2025;18:39:57;19,35
14.05.2025;18:39:58;19,6
15.05.2025;18:39:58;19,56
16.05.2025;18:39:56;19,32
19.05.2025;18:39:57;18,99
20.05.2025;18:39:59;19,36
21.05.2025;18:39:58;19,62
22.05.2025;18:39:58;19,45
23.05.2025;18:39:59;19,66
26.05.2025;18:39:59;19,35
27.05.2025;18:39:56;19,21
28.05.2025;18:39:58;18,4
29.05.2025;18:39:58;19,02
30.05.2025;18:39:58;18,84
02.06.2025;18:39:59;18,84
03.06.2025;18:39:59;18,64
04.06.2025;18:39:59;18,67
05.06.2025;18:39:57;18,19
06.06.2025;18:39:59;18,11
09.06.2025;18:39:59;18,38
10.06.2025;18:39:58;18,52
11.06.2025;18:39:57;18,27
13.06.2025;18:39:58;17,99
16.06.2025;18:39:58;17,87
17.06.2025;18:39:57;18,34
18.06.2025;18:39:57;18,04
19.06.2025;18:39:57;17,95
20.06.2025;18:39:58;18,13
23.06.2025;18:39:55;17,24
24.06.2025;18:39:58;17,01
25.06.2025;18:39:59;16,94
26.06.2025;18:39:59;16,84
27.06.2025;18:39:56;16,6
30.06.2025;18:39:59;16,45
01.07.2025;18:39:58;16,4
02.07.2025;18:39:58;15,99
03.07.2025;18:39:59;15,88
04.07.2025;18:49:58;15,99
07.07.2025;18:49:43;15,73
08.07.2025;18:49:57;15,72
09.07.2025;18:49:57;15,69
10.07.2025;18:49:56;15,44
11.07.2025;18:49:43;15,62
14.07.2025;18:49:57;15,37
15.07.2025;18:49:57;15,21
16.07.2025;18:49:55;14,41
17.07.2025;18:49:53;14,1
18.07.2025;18:49:55;13,91
21.07.2025;18:49:58;13,95
22.07.2025;18:49:58;14,39
23.07.2025;18:49:58;14,44
24.07.2025;18:49:57;14,5
25.07.2025;18:49:58;14,58
28.07.2025;18:49:59;14,33
29.07.2025;18:49:58;14,25
30.07.2025;18:49:58;14,26
31.07.2025;18:49:58;14,27
01.08.2025;18:49:58;14,3
04.08.2025;18:49:57;13,96
05.08.2025;18:49:58;13,92
06.08.2025;18:49:56;14,12
07.08.2025;18:49:59;13,87
08.08.2025;18:49:51;13,94
11.08.2025;18:49:58;13,79
12.08.2025;18:49:57;13,8
13.08.2025;18:49:58;13,97
14.08.2025;18:12:48;14,15
