zcyc

tradedate;tradetime;period_0.5
14.07.2021;18:38:00;6,29
15.07.2021;18:39:54;6,3
16.07.2021;18:39:58;6,32
19.07.2021;18:39:53;6,33
20.07.2021;18:39:58;6,36
21.07.2021;18:39:53;6,36
22.07.2021;18:39:57;6,33
23.07.2021;18:39:58;6,44
26.07.2021;18:39:56;6,43
27.07.2021;18:39:56;6,51
28.07.2021;18:39:50;6,45
29.07.2021;18:39:58;6,48
30.07.2021;18:39:59;6,52
02.08.2021;18:39:59;6,53
03.08.2021;18:39:59;6,53
04.08.2021;18:39:59;6,54
05.08.2021;18:39:58;6,54
06.08.2021;18:39:55;6,54
09.08.2021;18:39:48;6,54
10.08.2021;18:39:57;6,55
11.08.2021;18:39:59;6,56
12.08.2021;18:39:51;6,54
13.08.2021;18:39:54;6,53
16.08.2021;18:39:59;6,57
17.08.2021;18:39:59;6,58
18.08.2021;18:39:58;6,52
19.08.2021;18:39:56;6,49
20.08.2021;18:39:47;6,49
23.08.2021;18:39:51;6,46
24.08.2021;18:39:57;6,47
25.08.2021;18:39:57;6,44
26.08.2021;18:39:59;6,5
27.08.2021;18:39:59;6,49
30.08.2021;18:39:48;6,45
31.08.2021;18:39:46;6,49
01.09.2021;18:39:57;6,51
02.09.2021;18:39:56;6,62
03.09.2021;18:39:47;6,63
06.09.2021;18:39:57;6,64
07.09.2021;18:39:55;6,73
08.09.2021;18:39:59;6,79
09.09.2021;18:39:58;6,85
10.09.2021;18:39:54;6,77
13.09.2021;18:39:59;6,82
14.09.2021;18:39:58;6,81
15.09.2021;18:39:19;6,84
16.09.2021;18:39:50;6,9
17.09.2021;18:39:57;6,89
20.09.2021;18:39:58;6,97
21.09.2021;18:39:57;6,99
22.09.2021;18:39:51;6,96
23.09.2021;18:39:56;7,07
24.09.2021;18:39:59;7,1
27.09.2021;18:39:41;7,1
28.09.2021;18:39:56;7,08
29.09.2021;18:39:57;7,1
30.09.2021;18:39:58;7,13
01.10.2021;18:39:58;7,12
04.10.2021;18:39:59;7,2
05.10.2021;18:39:59;7,26
06.10.2021;18:39:57;7,2
07.10.2021;18:39:58;7,19
08.10.2021;18:39:47;7,15
11.10.2021;18:39:57;7,22
12.10.2021;18:39:59;7,21
13.10.2021;18:39:59;7,18
14.10.2021;18:39:41;7,17
15.10.2021;18:39:59;7,16
18.10.2021;18:39:58;7,21
19.10.2021;18:39:56;7,19
20.10.2021;18:39:58;7,24
21.10.2021;18:39:58;7,23
22.10.2021;18:39:54;7,33
25.10.2021;18:39:56;7,49
26.10.2021;18:39:57;7,66
27.10.2021;18:39:55;7,6
28.10.2021;18:39:58;7,76
29.10.2021;18:39:57;7,79
01.11.2021;18:39:59;7,95
02.11.2021;18:39:58;7,9
03.11.2021;18:39:38;7,85
05.11.2021;18:39:57;7,86
08.11.2021;18:39:59;7,9
09.11.2021;18:39:44;7,92
10.11.2021;18:39:44;7,96
11.11.2021;18:39:56;7,94
12.11.2021;18:39:59;7,9
15.11.2021;18:39:54;7,98
16.11.2021;18:39:56;8,07
17.11.2021;18:39:24;8,07
18.11.2021;18:39:52;8,2
19.11.2021;18:39:56;8,23
22.11.2021;18:39:53;8,41
23.11.2021;18:39:55;8,6
24.11.2021;18:39:51;8,45
25.11.2021;18:39:57;8,25
26.11.2021;18:39:57;8,28
29.11.2021;18:39:53;8,08
30.11.2021;18:39:59;8,12
01.12.2021;18:39:56;8,06
02.12.2021;18:39:56;8,25
03.12.2021;18:39:54;8,19
06.12.2021;18:39:54;8,36
07.12.2021;18:39:59;8,41
08.12.2021;18:39:57;8,33
09.12.2021;18:39:56;8,21
10.12.2021;18:39:58;8,22
13.12.2021;18:39:58;8,12
14.12.2021;18:39:56;8,25
15.12.2021;18:39:59;8,1
16.12.2021;18:39:51;8,06
17.12.2021;18:39:58;7,88
20.12.2021;18:39:52;7,82
21.12.2021;18:39:58;7,81
22.12.2021;18:39:47;7,68
23.12.2021;18:39:53;7,66
24.12.2021;18:39:55;7,69
27.12.2021;18:39:59;7,75
28.12.2021;18:39:57;7,8
29.12.2021;18:39:58;7,87
30.12.2021;18:39:59;7,81
03.01.2022;18:39:54;7,75
04.01.2022;18:39:52;7,81
05.01.2022;18:39:48;7,79
06.01.2022;18:39:59;7,99
10.01.2022;18:39:55;8,39
11.01.2022;18:39:57;8,5
12.01.2022;18:39:56;8,58
13.01.2022;18:39:58;9,01
14.01.2022;18:39:58;9,3
17.01.2022;18:39:58;9,49
18.01.2022;18:39:58;9,62
19.01.2022;18:39:51;9,57
20.01.2022;18:39:59;9,65
21.01.2022;18:39:47;9,78
24.01.2022;18:39:42;9,98
25.01.2022;18:39:53;9,99
26.01.2022;18:39:57;9,91
27.01.2022;18:39:51;9,79
28.01.2022;18:39:51;9,74
31.01.2022;18:39:53;9,72
01.02.2022;18:39:55;9,72
02.02.2022;18:39:57;9,64
03.02.2022;18:39:55;9,65
04.02.2022;18:39:57;9,66
07.02.2022;18:39:52;9,68
08.02.2022;18:39:52;9,71
09.02.2022;18:39:56;9,74
10.02.2022;18:39:54;9,76
11.02.2022;18:39:56;10,13
14.02.2022;18:39:55;10,31
15.02.2022;18:39:54;10,12
16.02.2022;18:39:50;10,06
17.02.2022;18:39:58;10,17
18.02.2022;18:39:56;10,22
21.02.2022;18:39:58;11,16
22.02.2022;18:39:59;11,46
24.02.2022;18:39:58;16,7
25.02.2022;18:39:50;13,69
21.03.2022;16:49:59;17,01
22.03.2022;18:39:58;17,02
23.03.2022;18:39:58;17,29
24.03.2022;18:39:59;17,29
25.03.2022;18:39:58;17,01
28.03.2022;18:39:51;17,08
29.03.2022;18:39:59;16,57
30.03.2022;18:39:58;14,92
31.03.2022;18:39:52;14,57
01.04.2022;18:39:56;14,52
04.04.2022;18:39:59;14,83
05.04.2022;18:39:59;14,67
06.04.2022;18:39:57;14,64
07.04.2022;18:39:53;14,45
08.04.2022;18:39:58;13,22
11.04.2022;18:39:56;13,67
12.04.2022;18:39:50;14,01
13.04.2022;18:39:55;13,45
14.04.2022;18:39:57;13,35
15.04.2022;18:39:59;13,16
18.04.2022;18:39:59;13,08
19.04.2022;18:39:58;12,25
20.04.2022;18:39:57;12,51
21.04.2022;18:39:54;12,61
22.04.2022;18:39:58;12,47
25.04.2022;18:39:58;12,51
26.04.2022;18:39:56;12,55
27.04.2022;18:39:59;12,08
28.04.2022;18:39:59;11,48
29.04.2022;18:39:56;11,62
04.05.2022;18:39:59;12,18
05.05.2022;18:39:59;12,24
06.05.2022;18:39:59;11,68
11.05.2022;18:39:58;11,33
12.05.2022;18:39:59;11,17
13.05.2022;18:39:58;11,47
16.05.2022;18:39:59;11,07
17.05.2022;18:39:57;12,03
18.05.2022;18:39:58;11,89
19.05.2022;18:39:55;11,99
20.05.2022;18:39:58;11,99
23.05.2022;18:39:57;12,02
24.05.2022;18:39:58;11,93
25.05.2022;18:39:56;11,11
26.05.2022;18:39:57;10,6
27.05.2022;18:39:57;10,37
30.05.2022;18:39:55;10,33
31.05.2022;18:39:56;10,46
01.06.2022;18:39:58;10,03
02.06.2022;18:39:58;9,68
03.06.2022;18:39:58;9,7
06.06.2022;18:39:56;9,49
07.06.2022;18:39:56;9,36
08.06.2022;18:39:56;9,19
09.06.2022;18:39:55;9,06
10.06.2022;18:39:53;9,11
14.06.2022;18:39:55;9,26
15.06.2022;18:39:57;9,09
16.06.2022;18:39:50;9,12
17.06.2022;18:39:59;9,02
20.06.2022;18:39:59;9,07
21.06.2022;18:39:58;8,98
22.06.2022;18:39:53;8,95
23.06.2022;18:39:59;8,9
24.06.2022;18:39:57;8,77
27.06.2022;18:39:57;8,55
28.06.2022;18:39:57;8,63
29.06.2022;18:39:59;8,78
30.06.2022;18:39:57;8,73
01.07.2022;18:39:49;8,64
04.07.2022;18:39:58;8,4
05.07.2022;18:39:56;8,37
06.07.2022;18:39:57;8,29
07.07.2022;18:39:59;8,16
08.07.2022;18:39:59;8,16
11.07.2022;18:39:58;7,97
12.07.2022;18:39:58;7,98
13.07.2022;18:39:55;7,9
14.07.2022;18:39:56;8,09
15.07.2022;18:39:56;8,16
18.07.2022;18:39:58;8,14
19.07.2022;18:39:58;8,2
20.07.2022;18:39:59;8,12
21.07.2022;18:39:59;7,82
22.07.2022;18:39:54;7,34
25.07.2022;18:39:59;7,02
26.07.2022;18:39:56;6,97
27.07.2022;18:39:59;7,04
28.07.2022;18:39:58;7,1
29.07.2022;18:39:50;7,12
01.08.2022;18:39:57;7,25
02.08.2022;18:39:55;7,41
03.08.2022;18:39:58;7,48
04.08.2022;18:39:57;7,37
05.08.2022;18:39:57;7,36
08.08.2022;18:39:56;7,37
09.08.2022;18:39:56;7,37
10.08.2022;18:39:54;7,38
11.08.2022;18:39:58;7,36
12.08.2022;18:39:53;7,38
15.08.2022;18:39:58;7,36
16.08.2022;18:39:57;7,36
17.08.2022;18:39:58;7,34
18.08.2022;18:39:56;7,39
19.08.2022;18:39:56;7,38
22.08.2022;18:39:54;7,62
23.08.2022;18:39:59;7,48
24.08.2022;18:39:56;7,59
25.08.2022;18:39:56;7,55
26.08.2022;18:39:56;7,61
29.08.2022;18:39:57;7,65
30.08.2022;18:39:57;7,62
31.08.2022;18:39:52;7,68
01.09.2022;18:39:58;7,66
02.09.2022;18:39:58;7,62
05.09.2022;18:39:56;7,52
06.09.2022;18:39:50;7,51
07.09.2022;18:39:50;7,62
08.09.2022;18:39:58;7,5
09.09.2022;18:39:57;7,59
12.09.2022;18:39:48;7,52
13.09.2022;18:39:54;7,47
14.09.2022;18:39:57;7,44
15.09.2022;18:39:56;7,37
16.09.2022;18:39:54;7,4
19.09.2022;18:39:59;7,46
20.09.2022;18:39:55;7,63
21.09.2022;18:39:58;7,66
22.09.2022;18:39:57;7,55
23.09.2022;18:39:58;7,71
26.09.2022;18:39:58;8,32
27.09.2022;18:39:57;8,17
28.09.2022;18:39:57;8,19
29.09.2022;18:39:56;8,49
30.09.2022;18:39:45;8,64
03.10.2022;18:39:58;8,33
04.10.2022;18:39:58;8,02
05.10.2022;18:39:58;7,91
06.10.2022;18:39:54;7,86
07.10.2022;18:39:56;7,81
10.10.2022;18:39:56;7,99
11.10.2022;18:39:59;7,78
12.10.2022;18:39:59;7,92
13.10.2022;18:39:57;7,83
14.10.2022;18:39:56;7,79
17.10.2022;18:39:53;7,82
18.10.2022;18:39:58;7,8
19.10.2022;18:39:53;7,74
20.10.2022;18:39:53;7,71
21.10.2022;18:39:58;7,63
24.10.2022;18:39:50;7,64
25.10.2022;18:39:57;7,59
26.10.2022;18:39:54;7,59
27.10.2022;18:39:57;7,53
28.10.2022;18:39:57;7,45
31.10.2022;18:39:55;7,51
01.11.2022;18:39:54;7,56
02.11.2022;18:39:50;7,52
03.11.2022;18:39:57;7,39
07.11.2022;18:39:58;7,33
08.11.2022;18:39:51;7,43
09.11.2022;18:39:59;7,53
10.11.2022;18:39:58;7,5
11.11.2022;18:39:59;7,46
14.11.2022;18:39:58;7,34
15.11.2022;18:39:57;7,33
16.11.2022;18:39:44;7,37
17.11.2022;18:39:58;7,27
18.11.2022;18:39:57;7,32
21.11.2022;18:39:56;7,41
22.11.2022;18:39:52;7,34
23.11.2022;18:39:54;7,35
24.11.2022;18:39:53;7,32
25.11.2022;18:39:54;7,35
28.11.2022;18:39:56;7,29
29.11.2022;18:39:50;7,18
30.11.2022;18:39:59;7,22
01.12.2022;18:39:56;7,09
02.12.2022;18:39:56;7,18
05.12.2022;18:39:59;7,23
06.12.2022;18:39:57;7,14
07.12.2022;18:39:51;7,22
08.12.2022;18:39:56;7,09
09.12.2022;18:39:53;6,95
12.12.2022;18:39:57;6,79
13.12.2022;18:39:58;6,54
14.12.2022;18:39:58;6,56
15.12.2022;18:39:55;6,64
16.12.2022;18:39:58;6,71
19.12.2022;18:39:57;7,15
20.12.2022;18:39:57;7,21
21.12.2022;18:39:52;7,28
22.12.2022;18:39:57;7,17
23.12.2022;18:39:54;7,29
26.12.2022;18:39:57;7,26
27.12.2022;18:39:45;7,32
28.12.2022;18:39:49;7,29
29.12.2022;18:39:57;7,1
30.12.2022;18:39:51;6,87
03.01.2023;18:39:57;6,71
04.01.2023;18:39:58;6,83
05.01.2023;18:39:58;6,95
06.01.2023;18:39:59;6,88
09.01.2023;18:39:58;7,14
10.01.2023;18:39:46;7,16
11.01.2023;18:39:54;7,11
12.01.2023;18:39:54;7,14
13.01.2023;18:39:56;7,14
16.01.2023;18:39:50;7,14
17.01.2023;18:39:53;7,13
18.01.2023;18:39:57;7,15
19.01.2023;18:39:49;7,18
20.01.2023;18:39:57;7,21
23.01.2023;18:39:58;7,22
24.01.2023;18:39:49;7,19
25.01.2023;18:39:55;7,17
26.01.2023;18:39:59;7,01
27.01.2023;18:39:58;7,04
30.01.2023;18:39:58;6,96
31.01.2023;18:39:54;7,01
01.02.2023;18:39:46;7,06
02.02.2023;18:39:58;7,05
03.02.2023;18:39:46;7,09
06.02.2023;18:39:53;7,06
07.02.2023;18:39:56;7,18
08.02.2023;18:39:58;7,3
09.02.2023;18:39:56;7,31
10.02.2023;18:39:54;7,32
13.02.2023;18:39:55;7,54
14.02.2023;18:39:58;7,54
15.02.2023;18:39:56;7,53
16.02.2023;18:39:57;7,58
17.02.2023;18:39:59;7,47
20.02.2023;18:39:55;7,5
21.02.2023;18:39:52;7,54
22.02.2023;18:39:58;7,47
24.02.2023;18:39:57;7,22
27.02.2023;18:39:53;7,45
28.02.2023;18:39:58;7,43
01.03.2023;18:39:58;7,32
02.03.2023;18:39:56;7,44
03.03.2023;18:39:58;7,28
06.03.2023;18:39:55;7,32
07.03.2023;18:39:55;7,36
09.03.2023;18:39:51;7,37
10.03.2023;18:39:57;7,46
13.03.2023;18:39:53;7,56
14.03.2023;18:39:44;7,63
15.03.2023;18:39:58;7,52
16.03.2023;18:39:56;7,57
17.03.2023;18:39:58;7,56
20.03.2023;18:39:59;7,75
21.03.2023;18:39:57;7,77
22.03.2023;18:39:58;7,81
23.03.2023;18:39:54;7,8
24.03.2023;18:39:56;7,81
27.03.2023;18:39:58;7,79
28.03.2023;18:39:57;7,78
29.03.2023;18:39:58;7,75
30.03.2023;18:39:50;7,72
31.03.2023;18:39:58;7,75
03.04.2023;18:39:57;7,63
04.04.2023;18:39:59;7,65
05.04.2023;18:39:56;7,5
06.04.2023;18:39:53;7,47
07.04.2023;18:39:55;7,47
10.04.2023;18:39:48;7,42
11.04.2023;18:39:58;7,25
12.04.2023;18:39:55;7,26
13.04.2023;18:39:55;7,24
14.04.2023;18:39:51;7,28
17.04.2023;18:39:55;7,23
18.04.2023;18:39:47;7,22
19.04.2023;18:39:58;7,24
20.04.2023;18:39:48;7,19
21.04.2023;18:39:55;7,23
24.04.2023;18:39:51;7,25
25.04.2023;18:39:57;7,2
26.04.2023;18:39:51;7,31
27.04.2023;18:39:54;7,19
28.04.2023;18:39:52;7,26
02.05.2023;18:39:56;7,33
03.05.2023;18:39:55;7,39
04.05.2023;18:39:54;7,39
05.05.2023;18:39:56;7,26
08.05.2023;18:39:59;7,46
10.05.2023;18:39:58;7,54
11.05.2023;18:39:47;7,45
12.05.2023;18:39:54;7,52
15.05.2023;18:39:36;7,58
16.05.2023;18:39:53;7,59
17.05.2023;18:39:57;7,64
18.05.2023;18:39:58;7,61
19.05.2023;18:39:53;7,57
22.05.2023;18:39:57;7,49
23.05.2023;18:39:57;7,59
24.05.2023;18:39:58;7,65
25.05.2023;18:39:57;7,54
26.05.2023;18:39:58;7,54
29.05.2023;18:39:54;7,69
30.05.2023;18:39:57;7,63
31.05.2023;18:39:57;7,63
01.06.2023;18:39:58;7,67
02.06.2023;18:39:57;7,69
05.06.2023;18:39:57;7,69
06.06.2023;18:39:59;7,65
07.06.2023;18:39:57;7,63
08.06.2023;18:39:57;7,66
09.06.2023;18:39:57;7,56
13.06.2023;18:39:58;7,61
14.06.2023;18:39:53;7,53
15.06.2023;18:39:58;7,45
16.06.2023;18:39:57;7,44
19.06.2023;18:39:58;7,54
20.06.2023;18:39:56;7,57
21.06.2023;18:39:57;7,64
22.06.2023;18:39:57;7,59
23.06.2023;18:39:58;7,63
26.06.2023;18:39:58;7,67
27.06.2023;18:39:58;7,48
28.06.2023;18:39:58;7,63
29.06.2023;18:39:58;7,67
30.06.2023;18:39:55;7,67
03.07.2023;18:39:56;7,72
04.07.2023;18:39:57;7,6
05.07.2023;18:39:56;7,57
06.07.2023;18:39:58;7,58
07.07.2023;18:39:54;7,55
10.07.2023;18:39:57;7,64
11.07.2023;18:39:58;7,64
12.07.2023;18:39:56;7,72
13.07.2023;18:39:57;7,63
14.07.2023;18:39:57;7,65
17.07.2023;18:39:58;7,63
18.07.2023;18:39:59;7,61
19.07.2023;18:39:50;7,6
20.07.2023;18:39:56;7,6
21.07.2023;18:39:58;7,8
24.07.2023;18:39:57;7,89
25.07.2023;18:39:59;7,93
26.07.2023;18:39:55;7,9
27.07.2023;18:39:53;7,99
28.07.2023;18:39:47;8,09
31.07.2023;18:39:57;8,2
01.08.2023;18:39:46;8,22
02.08.2023;18:39:59;8,07
03.08.2023;18:39:55;8,23
04.08.2023;18:39:50;8,29
07.08.2023;18:39:57;8,29
08.08.2023;18:39:59;8,35
09.08.2023;18:39:57;8,41
10.08.2023;18:39:58;8,44
11.08.2023;18:39:57;8,54
14.08.2023;18:39:59;9,18
15.08.2023;18:39:59;10,72
16.08.2023;18:39:56;10,56
17.08.2023;18:39:58;10,21
18.08.2023;18:39:57;10,53
21.08.2023;18:39:58;10,3
22.08.2023;18:39:59;10,37
23.08.2023;18:39:57;10,36
24.08.2023;18:39:58;10,43
25.08.2023;18:39:58;10,45
28.08.2023;18:39:59;10,41
29.08.2023;18:39:59;10,36
30.08.2023;18:39:57;10,26
31.08.2023;18:39:58;10,38
01.09.2023;18:39:57;10,48
04.09.2023;18:39:56;10,63
05.09.2023;18:39:57;10,84
06.09.2023;18:39:57;11,37
07.09.2023;18:39:56;11,82
08.09.2023;18:39:57;11,96
11.09.2023;18:39:57;11,95
12.09.2023;18:39:59;11,81
13.09.2023;18:39:58;11,88
14.09.2023;18:39:59;12,02
15.09.2023;18:39:57;12,24
18.09.2023;18:39:56;12,17
19.09.2023;18:39:59;12,16
20.09.2023;18:39:56;12,12
21.09.2023;18:39:58;12,21
22.09.2023;18:39:56;12,35
25.09.2023;18:39:57;12,26
26.09.2023;18:39:59;12,5
27.09.2023;18:39:48;12,4
28.09.2023;18:39:58;12,5
29.09.2023;18:39:57;12,53
02.10.2023;18:39:56;12,49
03.10.2023;18:39:56;12,46
04.10.2023;18:39:55;12,62
05.10.2023;18:39:58;12,4
06.10.2023;18:39:57;12,29
09.10.2023;18:39:59;12,26
10.10.2023;18:39:58;12,16
11.10.2023;18:39:56;12,17
12.10.2023;18:39:56;12,28
13.10.2023;18:39:57;12,22
16.10.2023;18:39:58;12,02
17.10.2023;18:39:56;12,06
18.10.2023;18:39:57;11,91
19.10.2023;18:39:57;12,08
20.10.2023;18:39:56;12,02
23.10.2023;18:39:59;12,24
24.10.2023;18:39:57;12,37
25.10.2023;18:39:58;12,49
26.10.2023;18:39:58;12,44
27.10.2023;18:39:59;13,38
30.10.2023;18:39:58;13,37
31.10.2023;18:39:58;13,06
01.11.2023;18:39:56;12,99
02.11.2023;18:39:59;12,93
03.11.2023;18:39:58;12,85
06.11.2023;18:39:56;12,64
07.11.2023;18:39:58;12,77
08.11.2023;18:39:56;12,75
09.11.2023;18:39:56;12,52
10.11.2023;18:39:58;12,38
13.11.2023;18:39:57;12,36
14.11.2023;18:39:58;12,56
15.11.2023;18:39:58;12,41
16.11.2023;18:39:58;12,28
17.11.2023;18:39:58;12,27
20.11.2023;18:39:59;12,08
21.11.2023;18:39:57;12,02
22.11.2023;18:39:59;11,94
23.11.2023;18:39:58;11,94
24.11.2023;18:39:56;12,26
27.11.2023;18:39:57;12,15
28.11.2023;18:39:56;12,13
29.11.2023;18:39:58;12,05
30.11.2023;18:39:57;12,17
01.12.2023;18:39:59;13,06
04.12.2023;18:39:57;13,26
05.12.2023;18:39:58;13,31
06.12.2023;18:39:59;13,02
07.12.2023;18:39:57;13,11
08.12.2023;18:39:58;13,17
11.12.2023;18:39:59;13,07
12.12.2023;18:39:57;13,27
13.12.2023;18:39:58;13,32
14.12.2023;18:39:55;13,44
15.12.2023;18:39:58;13,33
18.12.2023;18:39:58;13,35
19.12.2023;18:39:58;13,52
20.12.2023;18:39:57;13,4
21.12.2023;18:39:58;13,37
22.12.2023;18:39:57;12,82
25.12.2023;18:39:59;13,0
26.12.2023;18:39:59;12,74
27.12.2023;18:39:57;12,6
28.12.2023;18:39:57;12,72
29.12.2023;18:39:59;12,35
03.01.2024;18:39:57;12,95
04.01.2024;18:39:58;13,06
05.01.2024;18:39:58;13,12
08.01.2024;18:39:58;13,3
09.01.2024;18:39:58;13,51
10.01.2024;18:39:57;13,67
11.01.2024;18:39:59;13,49
12.01.2024;18:39:55;13,68
15.01.2024;18:39:58;13,61
16.01.2024;18:39:58;13,56
17.01.2024;18:39:56;13,55
18.01.2024;18:39:59;13,23
19.01.2024;18:39:58;13,3
22.01.2024;18:39:55;13,22
23.01.2024;18:39:54;13,23
24.01.2024;18:39:58;13,36
25.01.2024;18:39:53;13,3
26.01.2024;18:39:58;13,24
29.01.2024;18:39:58;13,37
30.01.2024;18:39:57;13,44
31.01.2024;18:39:59;13,39
01.02.2024;18:39:56;13,38
02.02.2024;18:39:52;13,43
05.02.2024;18:39:58;13,49
06.02.2024;18:39:58;13,51
07.02.2024;18:39:54;13,59
08.02.2024;18:39:55;13,68
09.02.2024;18:39:58;13,77
12.02.2024;18:39:58;13,87
13.02.2024;18:39:59;13,79
14.02.2024;18:39:59;13,99
15.02.2024;18:39:58;14,15
16.02.2024;18:39:55;14,04
19.02.2024;18:39:55;14,03
20.02.2024;18:39:56;14,23
21.02.2024;18:39:55;14,08
22.02.2024;18:39:58;14,2
26.02.2024;18:39:54;14,08
27.02.2024;18:39:58;14,22
28.02.2024;18:39:57;14,14
29.02.2024;18:39:55;13,6
01.03.2024;18:39:48;13,96
04.03.2024;18:39:58;14,22
05.03.2024;18:39:58;14,29
06.03.2024;18:39:57;14,24
07.03.2024;18:39:57;14,34
11.03.2024;18:39:53;14,32
12.03.2024;18:39:57;14,25
13.03.2024;18:39:59;14,34
14.03.2024;18:39:57;14,48
15.03.2024;18:39:58;14,77
18.03.2024;18:39:59;14,87
19.03.2024;18:39:59;14,92
20.03.2024;18:39:56;15,08
21.03.2024;18:39:54;15,08
22.03.2024;18:39:56;15,1
25.03.2024;18:39:59;14,96
26.03.2024;18:39:55;14,84
27.03.2024;18:39:59;14,83
28.03.2024;18:39:58;14,77
29.03.2024;18:39:53;14,87
01.04.2024;18:39:57;14,86
02.04.2024;18:39:58;14,79
03.04.2024;18:39:58;14,74
04.04.2024;18:39:54;14,64
05.04.2024;18:39:57;14,66
08.04.2024;18:39:58;14,63
09.04.2024;18:39:57;14,71
10.04.2024;18:39:58;14,6
11.04.2024;18:39:58;14,79
12.04.2024;18:39:57;14,76
15.04.2024;18:39:57;14,81
16.04.2024;18:39:58;14,59
17.04.2024;18:39:58;14,63
18.04.2024;18:39:58;14,87
19.04.2024;18:39:58;14,9
22.04.2024;18:39:56;14,88
23.04.2024;18:39:50;14,89
24.04.2024;18:39:40;14,83
25.04.2024;18:39:57;14,87
26.04.2024;18:39:57;14,85
27.04.2024;18:39:59;14,75
29.04.2024;18:39:59;14,47
30.04.2024;18:39:58;14,61
02.05.2024;18:39:58;15,04
03.05.2024;18:39:56;15,06
06.05.2024;18:39:57;15,18
07.05.2024;18:39:58;15,05
08.05.2024;18:39:59;15,01
10.05.2024;18:39:58;15,2
13.05.2024;18:39:57;15,17
14.05.2024;18:39:58;15,02
15.05.2024;18:39:57;15,01
16.05.2024;18:39:57;14,88
17.05.2024;18:39:55;14,81
20.05.2024;18:39:58;14,85
21.05.2024;18:39:55;14,92
22.05.2024;18:39:57;15,06
23.05.2024;18:39:59;15,08
24.05.2024;18:39:57;15,1
27.05.2024;18:39:57;15,39
28.05.2024;18:39:59;15,34
29.05.2024;18:39:58;15,54
30.05.2024;18:39:59;15,36
31.05.2024;18:39:57;15,37
03.06.2024;18:39:57;15,38
04.06.2024;18:39:57;15,47
05.06.2024;18:39:59;15,37
06.06.2024;18:39:59;15,48
07.06.2024;18:39:58;15,36
10.06.2024;18:39:59;15,4
11.06.2024;18:39:58;15,17
13.06.2024;18:39:59;15,39
14.06.2024;18:39:59;15,53
17.06.2024;18:39:59;15,73
18.06.2024;18:39:55;15,9
19.06.2024;18:39:56;16,24
20.06.2024;18:39:59;16,15
21.06.2024;18:39:59;16,01
24.06.2024;18:39:59;15,99
25.06.2024;18:39:59;16,01
26.06.2024;18:39:58;15,76
27.06.2024;18:39:58;16,06
28.06.2024;18:39:55;16,37
01.07.2024;18:39:55;16,33
02.07.2024;18:39:56;16,37
03.07.2024;18:39:54;16,05
04.07.2024;18:39:58;16,05
05.07.2024;18:39:58;16,41
08.07.2024;18:39:58;16,21
09.07.2024;18:39:58;16,23
10.07.2024;18:39:59;16,04
11.07.2024;18:39:49;16,42
12.07.2024;18:39:52;16,65
15.07.2024;18:39:54;16,19
16.07.2024;18:39:51;16,07
17.07.2024;18:39:56;15,71
18.07.2024;18:39:58;15,88
19.07.2024;18:39:58;15,69
22.07.2024;18:39:57;15,77
23.07.2024;18:39:57;16,12
24.07.2024;18:39:59;16,41
25.07.2024;18:39:59;16,49
26.07.2024;18:39:57;16,89
29.07.2024;18:39:58;16,51
30.07.2024;18:39:59;16,26
31.07.2024;18:39:57;16,8
01.08.2024;18:39:56;16,53
02.08.2024;18:39:59;16,52
05.08.2024;18:39:57;16,58
06.08.2024;18:39:58;16,48
07.08.2024;18:39:58;16,72
08.08.2024;18:39:55;16,59
09.08.2024;18:39:58;16,76
12.08.2024;18:39:55;16,74
13.08.2024;18:39:58;16,84
14.08.2024;18:39:58;16,86
15.08.2024;18:39:57;17,23
16.08.2024;18:39:59;17,1
19.08.2024;18:39:59;17,02
20.08.2024;18:39:59;16,97
21.08.2024;18:39:57;17,23
22.08.2024;18:39:54;17,32
23.08.2024;18:39:58;17,41
26.08.2024;18:39:59;17,96
27.08.2024;18:39:59;17,9
28.08.2024;18:39:53;17,88
29.08.2024;18:39:58;17,7
30.08.2024;18:39:59;17,92
02.09.2024;18:39:56;18,05
03.09.2024;18:39:57;18,13
04.09.2024;18:39:59;18,07
05.09.2024;18:39:58;17,99
06.09.2024;18:39:58;17,74
09.09.2024;18:39:59;17,62
10.09.2024;18:39:57;17,84
11.09.2024;18:39:57;17,71
12.09.2024;18:39:54;17,95
13.09.2024;18:39:58;18,56
16.09.2024;18:39:58;18,49
17.09.2024;18:39:59;18,74
18.09.2024;18:39:59;18,8
19.09.2024;18:39:59;18,62
20.09.2024;18:39:59;18,54
23.09.2024;18:39:58;18,61
24.09.2024;18:39:53;18,72
25.09.2024;18:39:56;18,71
26.09.2024;18:39:58;18,94
27.09.2024;18:39:59;19,08
30.09.2024;18:39:58;19,5
01.10.2024;18:39:57;19,66
02.10.2024;18:39:57;19,52
03.10.2024;18:39:53;19,77
04.10.2024;18:39:57;19,82
07.10.2024;18:39:58;19,83
08.10.2024;18:39:58;19,48
09.10.2024;18:39:57;19,58
10.10.2024;18:39:52;19,44
11.10.2024;18:39:56;19,31
14.10.2024;18:39:57;19,31
15.10.2024;18:39:57;19,31
16.10.2024;18:39:57;19,14
17.10.2024;18:39:57;19,1
18.10.2024;18:39:59;19,24
21.10.2024;18:39:57;19,46
22.10.2024;18:39:59;19,94
23.10.2024;18:39:49;19,81
24.10.2024;18:39:55;19,98
25.10.2024;18:39:58;20,77
28.10.2024;18:39:59;20,8
