zcyc

tradedate;tradetime;period_1.0
12.04.2017;18:39:36;8,85
13.04.2017;18:39:44;8,79
14.04.2017;18:39:48;8,78
17.04.2017;18:39:53;8,71
18.04.2017;18:39:58;8,72
19.04.2017;18:39:55;8,64
20.04.2017;18:39:56;8,48
21.04.2017;18:39:57;8,35
24.04.2017;18:39:54;8,18
25.04.2017;18:39:57;8,28
26.04.2017;18:39:00;8,27
27.04.2017;18:39:41;8,28
28.04.2017;18:39:48;8,3
02.05.2017;18:39:54;8,33
03.05.2017;18:39:58;8,32
04.05.2017;18:39:43;8,35
05.05.2017;18:39:51;8,47
10.05.2017;18:39:52;8,37
11.05.2017;18:39:01;8,25
12.05.2017;18:39:53;8,24
15.05.2017;18:39:45;8,29
16.05.2017;18:39:57;8,29
17.05.2017;18:39:58;8,3
18.05.2017;18:39:55;8,29
19.05.2017;18:39:39;8,31
22.05.2017;18:39:54;8,26
23.05.2017;18:39:33;8,32
24.05.2017;18:39:42;8,31
25.05.2017;18:39:50;8,34
26.05.2017;18:39:52;8,36
29.05.2017;18:39:58;8,31
30.05.2017;18:39:38;8,34
31.05.2017;18:39:19;8,34
01.06.2017;18:39:55;8,29
02.06.2017;18:39:56;8,27
05.06.2017;18:39:54;8,23
06.06.2017;18:39:52;8,15
07.06.2017;18:39:54;8,07
08.06.2017;18:39:53;8,02
09.06.2017;18:39:24;8,03
13.06.2017;18:39:55;8,0
14.06.2017;18:39:38;7,96
15.06.2017;18:39:48;8,04
16.06.2017;18:39:58;8,06
19.06.2017;18:39:44;8,05
20.06.2017;18:39:39;8,03
21.06.2017;18:39:44;8,0
22.06.2017;18:39:54;7,96
23.06.2017;18:39:54;7,97
26.06.2017;18:39:54;7,88
27.06.2017;18:39:58;7,91
28.06.2017;18:39:59;7,89
29.06.2017;18:39:52;7,95
30.06.2017;18:39:55;8,06
03.07.2017;18:39:18;8,07
04.07.2017;18:39:46;8,07
05.07.2017;18:39:59;8,12
06.07.2017;18:39:47;8,15
07.07.2017;18:39:59;8,16
10.07.2017;18:39:59;8,1
11.07.2017;18:39:58;8,12
12.07.2017;18:39:58;8,1
13.07.2017;18:38:26;8,1
14.07.2017;18:38:56;8,08
17.07.2017;18:39:44;8,06
18.07.2017;18:39:48;8,05
19.07.2017;18:39:27;8,04
20.07.2017;18:39:59;8,07
21.07.2017;18:39:48;8,03
24.07.2017;18:39:58;8,05
25.07.2017;18:39:34;8,05
26.07.2017;18:39:44;8,02
27.07.2017;18:39:52;8,04
28.07.2017;18:39:36;8,04
31.07.2017;18:39:57;8,04
01.08.2017;18:39:24;8,02
02.08.2017;18:39:52;8,0
03.08.2017;18:39:54;8,02
04.08.2017;18:39:27;7,97
07.08.2017;18:39:51;7,94
08.08.2017;18:39:59;7,97
09.08.2017;18:39:59;7,95
10.08.2017;18:39:55;7,92
11.08.2017;18:39:59;7,88
14.08.2017;18:39:59;7,85
15.08.2017;18:39:58;7,83
16.08.2017;18:39:50;7,85
17.08.2017;18:39:59;7,84
18.08.2017;18:39:56;7,81
21.08.2017;18:39:52;7,83
22.08.2017;18:39:59;7,82
23.08.2017;18:39:53;7,83
24.08.2017;18:39:59;7,85
25.08.2017;18:39:51;7,81
28.08.2017;18:39:54;7,81
29.08.2017;18:39:48;7,84
30.08.2017;18:39:54;7,83
31.08.2017;18:39:50;7,82
01.09.2017;18:39:58;7,8
04.09.2017;18:39:59;7,8
05.09.2017;18:39:59;7,76
06.09.2017;18:39:30;7,71
07.09.2017;18:39:59;7,68
08.09.2017;18:39:50;7,68
11.09.2017;18:39:23;7,66
12.09.2017;18:39:17;7,66
13.09.2017;18:39:55;7,65
14.09.2017;18:39:55;7,65
15.09.2017;18:39:48;7,6
18.09.2017;18:39:47;7,61
19.09.2017;18:39:18;7,61
20.09.2017;18:39:49;7,6
21.09.2017;18:39:59;7,58
22.09.2017;18:39:48;7,53
25.09.2017;18:39:59;7,55
26.09.2017;18:39:57;7,61
27.09.2017;18:39:52;7,63
28.09.2017;18:39:56;7,63
29.09.2017;18:39:55;7,61
02.10.2017;18:39:59;7,58
03.10.2017;18:39:46;7,61
04.10.2017;18:39:59;7,57
05.10.2017;18:39:32;7,55
06.10.2017;18:39:54;7,56
09.10.2017;18:39:59;7,55
10.10.2017;18:39:48;7,53
11.10.2017;18:39:50;7,52
12.10.2017;18:39:34;7,56
13.10.2017;18:39:59;7,47
16.10.2017;18:39:57;7,45
17.10.2017;18:39:52;7,47
18.10.2017;18:39:56;7,45
19.10.2017;18:39:59;7,43
20.10.2017;18:39:58;7,44
23.10.2017;18:39:59;7,42
24.10.2017;18:39:56;7,47
25.10.2017;18:39:47;7,46
26.10.2017;18:39:53;7,47
27.10.2017;18:39:53;7,5
30.10.2017;18:39:37;7,48
31.10.2017;18:39:38;7,54
01.11.2017;18:39:59;7,48
02.11.2017;18:39:59;7,49
03.11.2017;18:39:59;7,45
07.11.2017;18:39:59;7,44
08.11.2017;18:39:59;7,51
09.11.2017;18:39:58;7,44
10.11.2017;18:39:58;7,47
13.11.2017;18:39:53;7,43
14.11.2017;18:39:55;7,43
15.11.2017;18:39:54;7,46
16.11.2017;18:39:53;7,39
17.11.2017;18:39:32;7,4
20.11.2017;18:39:59;7,37
21.11.2017;18:39:57;7,33
22.11.2017;18:39:47;7,33
23.11.2017;18:39:38;7,3
24.11.2017;18:38:16;7,3
27.11.2017;18:39:43;7,28
28.11.2017;18:39:44;7,23
29.11.2017;18:39:50;7,24
30.11.2017;18:39:59;7,24
01.12.2017;18:39:48;7,19
04.12.2017;18:39:37;7,18
05.12.2017;18:39:37;7,18
06.12.2017;18:37:10;7,16
07.12.2017;18:39:40;7,18
08.12.2017;18:39:59;7,15
11.12.2017;18:39:54;7,16
12.12.2017;18:39:56;7,14
13.12.2017;18:39:59;7,12
14.12.2017;18:39:59;7,13
15.12.2017;18:39:59;6,97
18.12.2017;18:39:52;6,98
19.12.2017;18:38:58;6,96
20.12.2017;18:39:58;6,94
21.12.2017;18:39:55;6,88
22.12.2017;18:39:39;6,83
25.12.2017;18:39:53;6,76
26.12.2017;18:39:56;6,78
27.12.2017;18:39:54;6,7
28.12.2017;18:39:53;6,53
29.12.2017;18:39:55;6,62
03.01.2018;18:39:57;6,49
04.01.2018;18:39:58;6,35
05.01.2018;18:39:56;6,52
09.01.2018;18:39:58;6,5
10.01.2018;18:39:59;6,58
11.01.2018;18:39:59;6,66
12.01.2018;18:39:59;6,67
15.01.2018;18:39:59;6,71
16.01.2018;18:39:59;6,7
17.01.2018;18:39:58;6,75
18.01.2018;18:39:51;6,68
19.01.2018;18:39:57;6,72
22.01.2018;18:39:59;6,72
23.01.2018;18:39:44;6,71
24.01.2018;18:39:59;6,72
25.01.2018;18:39:55;6,71
26.01.2018;18:39:53;6,74
29.01.2018;18:39:59;6,8
30.01.2018;18:39:55;6,74
31.01.2018;18:39:59;6,75
01.02.2018;18:39:51;6,72
02.02.2018;18:39:57;6,69
05.02.2018;18:39:43;6,72
06.02.2018;18:39:57;6,72
07.02.2018;18:39:54;6,69
08.02.2018;18:39:42;6,66
09.02.2018;18:39:58;6,64
12.02.2018;18:39:50;6,58
13.02.2018;18:39:55;6,51
14.02.2018;18:39:59;6,39
15.02.2018;18:39:55;6,37
16.02.2018;18:39:50;6,36
19.02.2018;18:39:57;6,38
20.02.2018;18:39:56;6,38
21.02.2018;18:39:49;6,33
22.02.2018;18:39:54;6,32
26.02.2018;18:39:52;6,24
27.02.2018;18:39:56;6,31
28.02.2018;18:39:59;6,26
01.03.2018;18:39:59;6,3
02.03.2018;18:39:58;6,28
05.03.2018;18:39:51;6,26
06.03.2018;18:39:31;6,27
07.03.2018;18:39:57;6,2
09.03.2018;18:39:56;6,15
12.03.2018;18:39:54;6,19
13.03.2018;18:39:58;6,16
14.03.2018;18:39:55;6,18
15.03.2018;18:39:46;6,19
16.03.2018;18:39:58;6,2
19.03.2018;18:39:57;6,19
20.03.2018;18:39:49;6,13
21.03.2018;18:39:55;6,11
22.03.2018;18:39:59;6,11
23.03.2018;18:39:58;6,14
26.03.2018;18:39:59;6,17
27.03.2018;18:39:49;6,22
28.03.2018;18:39:59;6,2
29.03.2018;18:39:58;6,15
30.03.2018;18:39:59;6,12
02.04.2018;18:39:59;6,13
03.04.2018;18:39:37;6,17
04.04.2018;18:39:56;6,19
05.04.2018;18:39:36;6,25
06.04.2018;18:39:58;6,25
09.04.2018;18:39:57;6,68
10.04.2018;18:39:52;6,98
11.04.2018;18:39:58;6,9
12.04.2018;18:39:52;6,75
13.04.2018;18:39:50;6,85
16.04.2018;18:39:58;6,78
17.04.2018;18:39:57;6,68
18.04.2018;18:39:52;6,7
19.04.2018;18:39:36;6,67
20.04.2018;18:39:59;6,64
23.04.2018;18:39:57;6,61
24.04.2018;18:39:39;6,51
25.04.2018;18:39:48;6,55
26.04.2018;18:39:57;6,55
27.04.2018;18:39:57;6,48
28.04.2018;18:39:30;6,43
30.04.2018;18:39:47;6,4
02.05.2018;18:39:56;6,49
03.05.2018;18:39:47;6,57
04.05.2018;18:39:59;6,5
07.05.2018;18:39:52;6,45
08.05.2018;18:39:59;6,5
10.05.2018;18:39:42;6,47
11.05.2018;18:39:29;6,47
14.05.2018;18:39:53;6,53
15.05.2018;18:39:57;6,69
16.05.2018;18:39:59;6,66
17.05.2018;18:39:52;6,68
18.05.2018;18:39:53;6,66
21.05.2018;18:39:42;6,67
22.05.2018;18:39:42;6,64
23.05.2018;18:39:55;6,65
24.05.2018;18:39:55;6,67
25.05.2018;18:39:56;6,65
28.05.2018;18:39:57;6,66
29.05.2018;18:39:44;6,65
30.05.2018;18:39:58;6,65
31.05.2018;18:39:59;6,67
01.06.2018;18:39:59;6,66
04.06.2018;18:39:51;6,67
05.06.2018;18:39:59;6,68
06.06.2018;18:39:58;6,68
07.06.2018;18:39:47;6,74
08.06.2018;18:39:59;6,72
09.06.2018;18:39:35;6,7
11.06.2018;18:39:59;6,76
13.06.2018;18:39:58;6,72
14.06.2018;18:39:42;6,72
15.06.2018;18:39:58;6,82
18.06.2018;18:39:57;6,93
19.06.2018;18:39:48;7,04
20.06.2018;18:39:56;6,94
21.06.2018;18:39:55;6,91
22.06.2018;18:39:59;6,95
25.06.2018;18:39:58;6,93
26.06.2018;18:39:55;6,95
27.06.2018;18:39:58;6,94
28.06.2018;18:39:54;6,89
29.06.2018;18:39:55;6,83
02.07.2018;18:39:52;6,83
03.07.2018;18:39:00;6,85
04.07.2018;18:39:45;6,79
05.07.2018;18:39:59;6,8
06.07.2018;18:39:42;6,8
09.07.2018;18:39:55;6,77
10.07.2018;18:39:52;6,81
11.07.2018;18:39:56;6,8
12.07.2018;18:39:59;6,8
13.07.2018;18:39:59;6,78
16.07.2018;18:39:59;6,8
17.07.2018;18:39:38;6,83
18.07.2018;18:39:53;6,93
19.07.2018;18:39:59;6,97
20.07.2018;18:39:43;6,97
23.07.2018;18:39:56;7,01
24.07.2018;18:39:57;6,94
25.07.2018;18:39:57;7,07
26.07.2018;18:39:53;7,08
27.07.2018;18:39:54;7,08
30.07.2018;18:39:59;7,04
31.07.2018;18:39:59;7,08
01.08.2018;18:39:59;7,08
02.08.2018;18:39:59;7,11
03.08.2018;18:39:58;7,12
06.08.2018;18:39:55;7,13
07.08.2018;18:39:59;7,08
08.08.2018;18:39:57;7,25
09.08.2018;18:39:59;7,37
10.08.2018;18:39:56;7,39
13.08.2018;18:39:59;7,52
14.08.2018;18:39:52;7,54
15.08.2018;18:39:56;7,6
16.08.2018;18:39:57;7,54
17.08.2018;18:39:56;7,58
20.08.2018;18:39:56;7,49
21.08.2018;18:39:56;7,41
22.08.2018;18:39:53;7,41
23.08.2018;18:39:24;7,47
24.08.2018;18:39:59;7,46
27.08.2018;18:39:56;7,44
28.08.2018;18:39:58;7,42
29.08.2018;18:39:51;7,47
30.08.2018;18:39:56;7,41
31.08.2018;18:39:57;7,37
03.09.2018;18:39:58;7,29
04.09.2018;18:39:54;7,43
05.09.2018;18:39:52;7,49
06.09.2018;18:39:51;7,74
07.09.2018;18:39:58;7,85
10.09.2018;18:39:38;7,89
11.09.2018;18:39:47;7,67
12.09.2018;18:39:57;7,69
13.09.2018;18:39:57;7,65
14.09.2018;18:39:47;7,69
17.09.2018;18:39:55;7,74
18.09.2018;18:39:57;7,67
19.09.2018;18:39:54;7,62
20.09.2018;18:39:57;7,56
21.09.2018;18:39:54;7,55
24.09.2018;18:39:58;7,52
25.09.2018;18:39:57;7,45
26.09.2018;18:39:59;7,41
27.09.2018;18:39:30;7,34
28.09.2018;18:39:59;7,27
01.10.2018;18:39:59;7,33
02.10.2018;18:39:59;7,37
03.10.2018;18:39:59;7,37
04.10.2018;18:39:50;7,5
05.10.2018;18:39:46;7,5
08.10.2018;18:39:58;7,57
09.10.2018;18:39:57;7,52
10.10.2018;18:39:59;7,5
11.10.2018;18:39:56;7,52
12.10.2018;18:39:55;7,5
15.10.2018;18:39:59;7,47
16.10.2018;18:39:50;7,5
17.10.2018;18:39:48;7,49
18.10.2018;18:39:51;7,52
19.10.2018;18:39:58;7,55
22.10.2018;18:39:57;7,6
23.10.2018;18:39:56;7,63
24.10.2018;18:39:48;7,66
25.10.2018;18:39:57;7,71
26.10.2018;18:39:35;7,72
29.10.2018;18:39:59;7,73
30.10.2018;18:39:59;7,72
31.10.2018;18:39:56;7,72
01.11.2018;18:39:56;7,71
02.11.2018;18:39:59;7,7
06.11.2018;18:39:59;7,73
07.11.2018;18:39:52;7,75
08.11.2018;18:39:56;7,78
09.11.2018;18:39:55;7,78
12.11.2018;18:39:48;7,77
13.11.2018;18:39:49;7,8
14.11.2018;18:39:52;7,68
15.11.2018;18:39:57;7,63
16.11.2018;18:39:58;7,63
19.11.2018;18:39:53;7,64
20.11.2018;18:39:49;7,64
21.11.2018;18:39:58;7,69
22.11.2018;18:39:56;7,7
23.11.2018;18:39:57;7,69
26.11.2018;18:39:50;7,73
27.11.2018;18:39:59;7,7
28.11.2018;18:39:58;7,71
29.11.2018;18:39:59;7,65
30.11.2018;18:39:57;7,77
03.12.2018;18:39:59;7,74
04.12.2018;18:39:59;7,78
05.12.2018;18:39:50;7,79
06.12.2018;18:39:47;7,75
07.12.2018;18:39:58;7,76
10.12.2018;18:39:54;7,8
11.12.2018;18:39:57;7,84
12.12.2018;18:39:57;7,78
13.12.2018;18:39:49;7,87
14.12.2018;18:39:29;7,9
17.12.2018;18:39:55;7,91
18.12.2018;18:39:57;7,91
19.12.2018;18:39:57;7,91
20.12.2018;18:39:57;7,92
21.12.2018;18:39:56;7,89
24.12.2018;18:39:59;7,79
25.12.2018;18:39:41;7,72
26.12.2018;18:39:59;7,57
27.12.2018;18:39:55;7,61
28.12.2018;18:39:58;7,48
29.12.2018;18:39:58;7,45
03.01.2019;18:39:34;7,36
04.01.2019;18:39:47;7,36
08.01.2019;18:39:53;7,43
09.01.2019;18:39:58;7,61
10.01.2019;18:39:47;7,6
11.01.2019;18:39:42;7,6
14.01.2019;18:39:46;7,57
15.01.2019;18:39:57;7,52
16.01.2019;18:39:56;7,47
17.01.2019;18:39:12;7,52
18.01.2019;18:39:59;7,52
21.01.2019;18:39:32;7,57
22.01.2019;18:39:16;7,58
23.01.2019;18:39:45;7,59
24.01.2019;18:39:59;7,63
25.01.2019;18:39:51;7,67
28.01.2019;18:39:59;7,66
29.01.2019;18:39:56;7,73
30.01.2019;18:39:59;7,69
31.01.2019;18:39:52;7,68
01.02.2019;18:39:59;7,71
04.02.2019;18:39:52;7,74
05.02.2019;18:39:58;7,71
06.02.2019;18:39:56;7,7
07.02.2019;18:39:52;7,71
08.02.2019;18:39:50;7,7
11.02.2019;18:39:59;7,7
12.02.2019;18:39:22;7,72
13.02.2019;18:39:59;7,71
14.02.2019;18:39:45;7,79
15.02.2019;18:39:54;7,76
18.02.2019;18:39:59;7,69
19.02.2019;18:39:33;7,67
20.02.2019;18:39:57;7,62
21.02.2019;18:39:59;7,6
22.02.2019;18:39:43;7,58
25.02.2019;18:39:59;7,58
26.02.2019;18:39:59;7,58
27.02.2019;18:39:58;7,52
28.02.2019;18:39:44;7,49
01.03.2019;18:39:51;7,38
04.03.2019;18:39:59;7,32
05.03.2019;18:39:54;7,37
06.03.2019;18:39:59;7,31
07.03.2019;18:39:56;7,35
11.03.2019;18:39:59;7,35
12.03.2019;18:39:58;7,35
13.03.2019;18:39:59;7,36
14.03.2019;18:39:43;7,38
15.03.2019;18:39:52;7,35
18.03.2019;18:39:55;7,37
19.03.2019;18:39:59;7,37
20.03.2019;18:39:59;7,38
21.03.2019;18:39:59;7,43
22.03.2019;18:39:51;7,35
25.03.2019;18:39:57;7,46
26.03.2019;18:39:02;7,48
27.03.2019;18:39:58;7,5
28.03.2019;18:39:58;7,57
29.03.2019;18:39:59;7,52
01.04.2019;18:39:53;7,55
02.04.2019;18:39:56;7,55
03.04.2019;18:39:58;7,59
04.04.2019;18:39:54;7,66
05.04.2019;18:39:47;7,66
08.04.2019;18:39:57;7,62
09.04.2019;18:39:32;7,61
10.04.2019;18:39:57;7,58
11.04.2019;18:39:58;7,59
12.04.2019;18:39:52;7,64
15.04.2019;18:39:45;7,59
16.04.2019;18:39:59;7,61
17.04.2019;18:39:58;7,62
18.04.2019;18:39:57;7,62
19.04.2019;18:39:56;7,59
22.04.2019;18:39:20;7,65
23.04.2019;18:39:59;7,64
24.04.2019;18:39:58;7,62
25.04.2019;18:39:53;7,62
26.04.2019;18:39:56;7,56
29.04.2019;18:39:56;7,49
30.04.2019;18:39:59;7,46
02.05.2019;18:39:55;7,38
03.05.2019;18:38:29;7,39
06.05.2019;18:39:57;7,45
07.05.2019;18:39:56;7,39
08.05.2019;18:39:59;7,41
10.05.2019;18:39:58;7,42
13.05.2019;18:39:55;7,42
14.05.2019;18:39:47;7,4
15.05.2019;18:39:57;7,36
16.05.2019;18:39:57;7,3
17.05.2019;18:39:56;7,16
20.05.2019;18:39:58;7,15
21.05.2019;18:39:58;7,18
22.05.2019;18:39:58;7,18
23.05.2019;18:39:42;7,23
24.05.2019;18:39:56;7,23
27.05.2019;18:39:57;7,26
28.05.2019;18:39:58;7,26
29.05.2019;18:39:59;7,37
30.05.2019;18:39:58;7,33
31.05.2019;18:39:56;7,35
03.06.2019;18:39:57;7,37
04.06.2019;18:36:20;7,39
05.06.2019;18:39:23;7,38
06.06.2019;18:39:58;7,37
07.06.2019;18:39:48;7,34
10.06.2019;18:39:56;7,33
11.06.2019;18:39:56;7,33
13.06.2019;18:39:38;7,3
14.06.2019;18:39:32;7,26
17.06.2019;18:39:52;7,17
18.06.2019;18:39:59;7,12
19.06.2019;18:39:50;7,09
20.06.2019;18:39:55;7,05
21.06.2019;18:39:52;7,07
24.06.2019;18:39:51;7,05
25.06.2019;18:39:40;7,06
26.06.2019;18:39:47;7,07
27.06.2019;18:39:58;7,06
28.06.2019;18:39:55;7,05
01.07.2019;18:39:58;7,06
02.07.2019;18:37:27;7,02
03.07.2019;18:39:56;7,03
04.07.2019;18:39:58;7,03
05.07.2019;18:39:56;7,01
08.07.2019;18:39:56;7,02
09.07.2019;18:39:45;7,02
10.07.2019;18:39:50;7,01
11.07.2019;18:39:53;6,99
12.07.2019;18:39:53;7,01
15.07.2019;18:39:56;6,98
16.07.2019;18:39:03;6,99
17.07.2019;18:39:12;6,99
18.07.2019;18:39:22;6,99
19.07.2019;18:39:42;6,97
22.07.2019;18:39:51;6,96
23.07.2019;18:39:55;6,91
24.07.2019;18:39:48;6,89
25.07.2019;18:39:55;6,82
26.07.2019;18:39:55;6,85
29.07.2019;18:39:55;6,76
30.07.2019;18:39:55;6,77
31.07.2019;18:39:54;6,75
01.08.2019;18:39:39;6,73
02.08.2019;18:39:59;6,75
05.08.2019;18:39:41;6,82
06.08.2019;18:39:12;6,85
07.08.2019;18:39:40;6,84
08.08.2019;18:39:58;6,84
09.08.2019;18:39:54;6,83
12.08.2019;18:39:52;6,81
13.08.2019;18:39:28;6,85
14.08.2019;18:39:54;6,84
15.08.2019;18:39:56;6,86
16.08.2019;18:39:58;6,84
19.08.2019;18:39:41;6,89
20.08.2019;18:39:44;6,87
21.08.2019;18:39:45;6,8
22.08.2019;18:39:44;6,82
23.08.2019;18:39:33;6,82
26.08.2019;18:39:42;6,82
27.08.2019;18:39:44;6,85
28.08.2019;18:39:42;6,81
29.08.2019;18:39:49;6,79
30.08.2019;18:39:36;6,72
02.09.2019;18:39:53;6,7
03.09.2019;18:39:56;6,72
04.09.2019;18:39:23;6,68
05.09.2019;18:39:52;6,67
06.09.2019;18:39:51;6,66
09.09.2019;18:39:49;6,63
10.09.2019;18:39:55;6,69
11.09.2019;18:39:55;6,65
12.09.2019;18:39:59;6,65
13.09.2019;18:39:59;6,61
16.09.2019;18:39:50;6,64
17.09.2019;18:39:27;6,64
18.09.2019;18:39:49;6,62
19.09.2019;18:39:33;6,62
20.09.2019;18:39:53;6,57
23.09.2019;18:39:55;6,62
24.09.2019;18:39:52;6,56
25.09.2019;18:39:56;6,54
26.09.2019;18:39:53;6,53
27.09.2019;18:39:51;6,53
30.09.2019;18:39:50;6,53
01.10.2019;18:37:37;6,53
02.10.2019;18:39:48;6,51
03.10.2019;18:39:50;6,51
04.10.2019;18:39:55;6,46
07.10.2019;18:39:54;6,46
08.10.2019;18:39:46;6,5
09.10.2019;18:39:29;6,41
10.10.2019;18:39:58;6,33
11.10.2019;18:39:56;6,35
14.10.2019;18:39:50;6,35
15.10.2019;18:39:56;6,32
16.10.2019;18:39:30;6,31
17.10.2019;18:39:58;6,27
18.10.2019;18:39:25;6,11
21.10.2019;18:39:46;6,11
22.10.2019;18:39:55;6,09
23.10.2019;18:39:53;6,1
24.10.2019;18:39:51;6,09
25.10.2019;18:39:55;6,02
28.10.2019;18:39:55;5,98
29.10.2019;18:39:56;5,98
30.10.2019;18:39:15;5,96
31.10.2019;18:39:49;5,97
01.11.2019;18:39:36;5,91
05.11.2019;18:39:54;5,88
06.11.2019;18:39:58;5,82
07.11.2019;18:39:50;5,76
08.11.2019;18:39:59;5,73
11.11.2019;18:39:58;5,8
12.11.2019;18:39:58;5,85
13.11.2019;18:39:00;5,82
14.11.2019;18:39:41;5,83
15.11.2019;18:39:56;5,78
18.11.2019;18:39:59;5,79
19.11.2019;18:39:52;5,8
20.11.2019;18:39:45;5,81
21.11.2019;18:39:55;5,81
22.11.2019;18:39:50;5,77
25.11.2019;18:39:56;5,74
26.11.2019;18:39:40;5,82
27.11.2019;18:39:58;5,79
28.11.2019;18:39:57;5,81
29.11.2019;18:39:48;5,8
02.12.2019;18:39:50;5,79
03.12.2019;18:39:54;5,78
04.12.2019;18:39:56;5,79
05.12.2019;18:39:54;5,79
06.12.2019;18:39:43;5,76
09.12.2019;18:39:48;5,74
10.12.2019;18:39:57;5,78
11.12.2019;18:39:53;5,72
12.12.2019;18:39:59;5,64
13.12.2019;18:39:48;5,56
16.12.2019;18:39:58;5,56
17.12.2019;18:39:48;5,6
18.12.2019;18:39:53;5,59
19.12.2019;18:39:52;5,55
20.12.2019;18:39:57;5,51
23.12.2019;18:39:54;5,52
24.12.2019;18:39:49;5,49
25.12.2019;18:39:59;5,43
26.12.2019;18:39:55;5,46
27.12.2019;18:39:32;5,32
30.12.2019;18:39:57;5,21
03.01.2020;18:39:51;5,27
06.01.2020;18:39:50;5,33
08.01.2020;18:38:56;5,37
09.01.2020;18:39:00;5,52
10.01.2020;18:39:57;5,48
13.01.2020;18:39:57;5,45
14.01.2020;18:39:47;5,46
15.01.2020;18:39:46;5,44
16.01.2020;18:39:19;5,46
17.01.2020;18:39:49;5,41
20.01.2020;18:39:46;5,42
21.01.2020;18:39:40;5,43
22.01.2020;18:39:52;5,44
23.01.2020;18:39:51;5,45
24.01.2020;18:39:54;5,45
27.01.2020;18:39:59;5,51
28.01.2020;18:39:55;5,4
29.01.2020;18:39:47;5,37
30.01.2020;18:39:59;5,29
31.01.2020;18:39:47;5,27
03.02.2020;18:39:56;5,28
04.02.2020;18:39:55;5,31
05.02.2020;18:39:55;5,28
06.02.2020;18:39:55;5,29
07.02.2020;18:39:57;5,23
10.02.2020;18:39:55;5,3
11.02.2020;18:39:48;5,3
12.02.2020;18:39:53;5,34
13.02.2020;18:39:52;5,3
14.02.2020;18:39:03;5,27
17.02.2020;18:39:56;5,27
18.02.2020;18:39:55;5,28
19.02.2020;18:39:51;5,26
20.02.2020;18:39:58;5,25
21.02.2020;18:39:59;5,21
25.02.2020;18:39:56;5,3
26.02.2020;18:39:48;5,33
27.02.2020;18:39:58;5,41
28.02.2020;18:39:58;5,68
02.03.2020;18:39:55;5,61
03.03.2020;18:39:52;5,4
04.03.2020;18:39:38;5,32
05.03.2020;18:39:50;5,35
06.03.2020;18:39:59;5,52
10.03.2020;18:39:55;6,35
11.03.2020;18:39:48;6,4
12.03.2020;18:39:59;6,97
13.03.2020;18:39:56;6,76
16.03.2020;18:39:57;7,02
17.03.2020;18:39:58;6,94
18.03.2020;18:39:55;7,14
19.03.2020;18:39:50;6,83
20.03.2020;18:39:45;6,33
23.03.2020;18:39:58;6,3
24.03.2020;18:39:58;6,15
25.03.2020;18:39:56;6,2
26.03.2020;18:39:53;6,05
27.03.2020;18:39:37;5,97
30.03.2020;18:39:57;6,0
31.03.2020;18:39:42;5,89
01.04.2020;18:39:38;5,85
02.04.2020;18:39:59;5,84
03.04.2020;18:39:57;5,76
06.04.2020;18:39:55;5,67
07.04.2020;18:39:19;5,69
08.04.2020;18:39:56;5,73
09.04.2020;18:39:55;5,68
10.04.2020;18:39:56;5,69
13.04.2020;18:39:57;5,62
14.04.2020;18:39:59;5,65
15.04.2020;18:39:54;5,79
16.04.2020;18:39:48;5,68
17.04.2020;18:39:50;5,49
20.04.2020;18:39:56;5,44
21.04.2020;18:39:53;5,53
22.04.2020;18:39:05;5,46
23.04.2020;18:39:56;5,36
24.04.2020;18:39:56;5,2
27.04.2020;18:39:54;5,25
28.04.2020;18:39:59;5,24
29.04.2020;18:39:49;5,15
30.04.2020;18:39:42;5,16
04.05.2020;18:39:51;5,06
05.05.2020;18:39:57;5,01
06.05.2020;18:39:50;5,11
07.05.2020;18:39:26;5,16
08.05.2020;18:39:57;4,92
12.05.2020;18:39:29;4,88
13.05.2020;18:39:57;4,88
14.05.2020;18:39:57;4,87
15.05.2020;18:39:58;4,71
18.05.2020;18:39:55;4,71
19.05.2020;18:39:56;4,69
20.05.2020;18:39:58;4,71
21.05.2020;18:39:58;4,69
22.05.2020;18:39:56;4,68
25.05.2020;18:39:35;4,62
26.05.2020;18:39:40;4,62
27.05.2020;18:39:57;4,63
28.05.2020;18:39:59;4,55
29.05.2020;18:39:22;4,45
01.06.2020;18:39:54;4,4
02.06.2020;18:39:55;4,38
03.06.2020;18:39:45;4,36
04.06.2020;18:39:58;4,39
05.06.2020;18:39:53;4,32
08.06.2020;18:39:34;4,33
09.06.2020;18:39:00;4,3
10.06.2020;18:39:56;4,3
11.06.2020;18:39:58;4,27
15.06.2020;18:39:49;4,34
16.06.2020;18:39:36;4,28
17.06.2020;18:39:58;4,21
18.06.2020;18:39:55;4,19
19.06.2020;18:39:52;4,13
22.06.2020;18:39:59;4,28
23.06.2020;18:39:59;4,26
25.06.2020;18:39:59;4,32
26.06.2020;18:39:57;4,31
29.06.2020;18:39:56;4,29
30.06.2020;18:39:53;4,32
02.07.2020;18:39:59;4,29
03.07.2020;18:39:56;4,24
06.07.2020;18:39:50;4,23
07.07.2020;18:39:24;4,17
08.07.2020;18:39:48;4,15
09.07.2020;18:39:57;4,12
10.07.2020;18:39:49;4,17
13.07.2020;18:39:59;4,22
14.07.2020;18:39:56;4,21
15.07.2020;18:39:57;4,23
16.07.2020;18:39:55;4,2
17.07.2020;18:39:20;4,21
