zcyc

tradedate;tradetime;period_1.0
25.06.2014;18:38:19;7,76
26.06.2014;18:39:42;7,83
27.06.2014;18:36:36;7,85
30.06.2014;18:39:51;7,89
01.07.2014;18:39:53;7,92
02.07.2014;18:32:38;7,83
03.07.2014;18:34:02;7,87
04.07.2014;18:37:56;7,93
07.07.2014;18:35:43;7,96
08.07.2014;18:38:04;7,87
09.07.2014;18:39:47;7,96
10.07.2014;18:39:35;8,0
11.07.2014;18:39:54;8,09
14.07.2014;18:36:31;8,08
15.07.2014;18:39:39;8,14
16.07.2014;18:39:39;8,18
17.07.2014;18:39:33;8,39
18.07.2014;18:39:40;8,32
21.07.2014;18:39:36;8,58
22.07.2014;18:39:53;8,56
23.07.2014;18:39:50;8,46
24.07.2014;18:36:54;8,44
25.07.2014;18:39:53;8,8
28.07.2014;18:39:25;8,83
29.07.2014;18:39:44;9,01
30.07.2014;18:36:05;8,8
31.07.2014;18:39:00;8,76
01.08.2014;18:39:52;8,69
04.08.2014;18:38:42;8,82
05.08.2014;18:37:24;8,89
06.08.2014;18:38:33;8,88
07.08.2014;18:36:18;8,84
08.08.2014;18:38:25;8,61
11.08.2014;18:39:20;8,63
12.08.2014;18:39:50;8,53
13.08.2014;18:39:36;8,55
14.08.2014;18:39:04;8,5
15.08.2014;18:39:04;8,5
18.08.2014;18:29:18;8,44
19.08.2014;18:38:11;8,47
20.08.2014;18:39:19;8,42
21.08.2014;18:39:39;8,47
22.08.2014;18:39:41;8,41
25.08.2014;18:39:02;8,35
26.08.2014;18:39:58;8,4
27.08.2014;18:39:01;8,46
28.08.2014;18:38:43;8,66
29.08.2014;18:39:56;9,01
01.09.2014;18:39:37;9,12
02.09.2014;18:39:35;8,9
03.09.2014;18:39:57;8,67
04.09.2014;18:36:46;8,66
05.09.2014;18:39:03;8,58
08.09.2014;18:37:48;8,62
09.09.2014;18:39:25;8,69
10.09.2014;18:38:42;8,69
11.09.2014;18:36:28;8,61
12.09.2014;18:38:15;8,58
15.09.2014;18:37:25;8,62
16.09.2014;18:37:37;8,65
17.09.2014;18:39:39;8,57
18.09.2014;18:39:01;8,7
19.09.2014;18:39:42;8,65
22.09.2014;18:32:23;8,66
23.09.2014;18:38:33;8,6
24.09.2014;18:38:51;8,61
25.09.2014;18:38:54;8,67
26.09.2014;18:39:09;8,69
29.09.2014;18:39:02;8,63
30.09.2014;18:39:26;8,72
01.10.2014;18:38:04;8,76
02.10.2014;18:39:55;8,8
03.10.2014;18:39:13;9,08
06.10.2014;18:33:09;8,98
07.10.2014;18:39:19;8,89
08.10.2014;18:39:59;8,89
09.10.2014;18:39:40;8,93
10.10.2014;18:39:44;8,92
13.10.2014;18:39:16;8,91
14.10.2014;18:38:25;9,0
15.10.2014;18:38:22;8,92
16.10.2014;18:39:44;8,97
17.10.2014;18:39:56;8,74
20.10.2014;18:38:23;8,82
21.10.2014;18:36:02;8,73
22.10.2014;18:39:55;8,75
23.10.2014;18:37:30;8,85
24.10.2014;18:39:45;8,89
27.10.2014;18:38:22;8,89
28.10.2014;18:39:59;9,03
29.10.2014;18:38:02;9,25
30.10.2014;18:39:38;9,6
31.10.2014;18:39:06;9,53
03.11.2014;17:49:36;9,5
05.11.2014;18:38:36;9,59
06.11.2014;18:39:58;9,87
07.11.2014;18:38:31;9,83
10.11.2014;18:39:01;9,64
11.11.2014;18:39:45;9,76
12.11.2014;18:39:49;9,76
13.11.2014;18:37:18;9,75
14.11.2014;18:39:26;9,88
17.11.2014;18:38:30;9,84
18.11.2014;18:39:38;9,93
19.11.2014;18:36:04;9,97
20.11.2014;18:37:30;9,94
21.11.2014;18:39:19;9,89
24.11.2014;18:36:04;9,9
25.11.2014;18:38:05;10,02
26.11.2014;18:39:44;9,94
27.11.2014;18:39:14;10,09
28.11.2014;18:39:00;10,22
01.12.2014;18:39:15;10,56
02.12.2014;18:38:26;10,64
03.12.2014;18:39:07;10,69
04.12.2014;18:39:15;11,02
05.12.2014;18:39:18;11,29
08.12.2014;18:39:27;12,29
09.12.2014;18:38:00;12,57
10.12.2014;18:39:07;12,4
11.12.2014;18:37:41;12,24
12.12.2014;18:39:56;12,76
15.12.2014;18:37:52;12,87
16.12.2014;18:39:34;17,86
17.12.2014;18:34:53;14,9
18.12.2014;18:36:03;15,27
19.12.2014;18:39:42;15,64
22.12.2014;18:39:45;15,02
23.12.2014;18:39:00;15,39
24.12.2014;18:39:33;15,56
25.12.2014;18:39:27;15,02
26.12.2014;18:37:39;14,64
29.12.2014;18:35:22;14,04
30.12.2014;18:39:56;13,9
05.01.2015;15:52:47;14,51
06.01.2015;18:39:19;14,05
08.01.2015;18:38:33;14,41
09.01.2015;18:38:26;14,55
12.01.2015;18:34:05;16,27
13.01.2015;18:39:47;16,86
14.01.2015;18:39:32;16,12
15.01.2015;18:35:20;14,89
16.01.2015;18:32:07;14,69
19.01.2015;18:37:11;14,64
20.01.2015;18:38:14;15,13
21.01.2015;18:39:44;15,14
22.01.2015;18:39:15;14,8
23.01.2015;18:38:29;14,77
26.01.2015;18:38:31;15,42
27.01.2015;18:39:56;15,38
28.01.2015;18:39:05;15,39
29.01.2015;18:17:50;15,29
30.01.2015;18:39:28;14,56
02.02.2015;18:39:58;14,08
03.02.2015;18:39:08;13,75
04.02.2015;18:39:54;13,78
05.02.2015;18:37:32;13,55
06.02.2015;18:39:04;13,16
09.02.2015;18:39:02;12,99
10.02.2015;18:38:39;12,97
11.02.2015;18:39:04;12,97
12.02.2015;18:39:32;12,87
13.02.2015;18:39:09;12,79
16.02.2015;18:39:43;12,46
17.02.2015;18:39:45;12,31
18.02.2015;18:39:19;12,06
19.02.2015;18:39:50;12,5
20.02.2015;18:39:38;12,51
24.02.2015;18:38:05;13,45
25.02.2015;18:39:00;13,64
26.02.2015;18:39:33;13,63
27.02.2015;18:39:59;13,68
02.03.2015;18:36:17;13,91
03.03.2015;18:32:29;13,32
04.03.2015;18:39:19;13,28
05.03.2015;18:39:51;13,1
06.03.2015;18:39:34;12,81
10.03.2015;18:39:52;13,12
11.03.2015;18:39:53;13,05
12.03.2015;18:37:13;12,79
13.03.2015;18:38:57;12,95
16.03.2015;18:39:23;12,98
17.03.2015;18:37:39;13,18
18.03.2015;18:39:53;13,12
19.03.2015;18:36:46;12,89
20.03.2015;18:38:49;12,73
23.03.2015;18:00:06;12,71
24.03.2015;18:27:50;12,58
25.03.2015;18:37:14;11,98
26.03.2015;18:27:37;11,82
27.03.2015;18:38:01;11,83
30.03.2015;17:45:31;12,25
31.03.2015;18:38:36;12,3
01.04.2015;18:39:41;12,16
02.04.2015;18:39:06;12,14
03.04.2015;18:36:37;12,11
06.04.2015;18:38:32;12,15
07.04.2015;18:39:15;12,17
08.04.2015;18:34:01;12,11
09.04.2015;18:39:58;11,77
10.04.2015;18:38:52;11,49
13.04.2015;18:39:43;11,6
14.04.2015;18:39:26;11,51
15.04.2015;18:39:21;11,38
16.04.2015;18:38:05;11,33
17.04.2015;18:39:07;11,71
20.04.2015;18:39:11;11,84
21.04.2015;18:38:57;11,66
22.04.2015;18:38:10;11,53
23.04.2015;18:39:41;11,41
24.04.2015;18:38:56;11,39
27.04.2015;18:39:26;11,51
28.04.2015;18:33:15;11,16
29.04.2015;18:39:24;11,13
30.04.2015;18:38:35;10,54
05.05.2015;18:39:40;10,42
06.05.2015;18:38:43;10,4
07.05.2015;18:39:42;10,34
08.05.2015;18:33:09;10,17
12.05.2015;18:28:06;10,33
13.05.2015;18:33:12;10,23
14.05.2015;18:36:26;10,45
15.05.2015;18:38:40;10,49
18.05.2015;18:37:07;10,28
19.05.2015;18:39:14;10,45
20.05.2015;18:34:44;10,64
21.05.2015;18:28:05;10,44
22.05.2015;18:39:32;10,42
25.05.2015;18:37:54;10,39
26.05.2015;18:39:50;10,56
27.05.2015;18:33:30;10,53
28.05.2015;18:39:03;10,61
29.05.2015;18:37:11;10,54
01.06.2015;18:38:45;10,61
02.06.2015;18:33:19;10,59
03.06.2015;18:39:27;10,62
04.06.2015;18:37:36;10,76
05.06.2015;18:31:03;10,67
08.06.2015;18:38:32;10,7
09.06.2015;18:38:21;10,55
10.06.2015;18:35:41;10,41
11.06.2015;18:36:34;10,42
15.06.2015;18:39:24;10,55
16.06.2015;18:39:13;10,7
17.06.2015;18:34:51;10,7
18.06.2015;18:39:21;10,42
19.06.2015;18:33:26;10,54
22.06.2015;18:34:29;10,55
23.06.2015;18:39:46;10,49
24.06.2015;18:33:32;10,5
25.06.2015;18:37:29;10,44
26.06.2015;18:39:01;10,52
29.06.2015;18:38:07;10,6
30.06.2015;18:38:57;10,43
01.07.2015;18:37:29;10,53
02.07.2015;18:38:20;10,47
03.07.2015;18:39:17;10,43
06.07.2015;18:39:32;10,48
07.07.2015;18:39:18;10,52
08.07.2015;18:39:51;10,51
09.07.2015;18:39:36;10,33
10.07.2015;18:39:07;10,25
13.07.2015;18:39:46;10,23
14.07.2015;18:39:07;10,17
15.07.2015;18:39:24;10,12
16.07.2015;18:33:29;9,92
17.07.2015;18:39:18;10,01
20.07.2015;18:37:17;10,04
21.07.2015;18:38:55;9,93
22.07.2015;18:38:27;9,96
23.07.2015;18:39:47;10,01
24.07.2015;18:39:28;10,09
27.07.2015;18:38:11;10,22
28.07.2015;18:39:28;10,27
29.07.2015;18:39:20;9,95
30.07.2015;18:39:47;10,01
31.07.2015;18:38:53;10,13
03.08.2015;18:39:56;10,25
04.08.2015;18:39:28;10,16
05.08.2015;18:37:56;10,18
06.08.2015;18:39:37;10,21
07.08.2015;18:39:40;10,25
10.08.2015;18:39:13;10,2
11.08.2015;18:38:02;10,21
12.08.2015;18:37:32;10,19
13.08.2015;18:39:46;10,22
14.08.2015;18:38:43;10,29
17.08.2015;18:39:25;10,51
18.08.2015;18:38:44;10,46
19.08.2015;18:39:50;10,58
20.08.2015;18:39:28;10,82
21.08.2015;18:39:26;11,09
24.08.2015;18:34:47;11,22
25.08.2015;18:34:53;11,04
26.08.2015;18:38:10;10,9
27.08.2015;18:39:51;10,94
28.08.2015;18:38:06;11,04
31.08.2015;18:39:54;11,1
01.09.2015;18:39:39;10,97
02.09.2015;18:39:26;11,04
03.09.2015;18:39:04;11,01
04.09.2015;18:39:46;10,96
07.09.2015;18:39:49;11,06
08.09.2015;18:39:22;11,08
09.09.2015;18:39:35;10,98
10.09.2015;18:38:40;11,0
11.09.2015;18:39:52;11,05
14.09.2015;18:37:00;10,99
15.09.2015;18:36:43;10,93
16.09.2015;18:24:15;10,9
17.09.2015;18:30:08;10,84
18.09.2015;18:37:29;11,01
21.09.2015;18:39:52;10,94
22.09.2015;18:38:52;10,93
23.09.2015;18:39:15;10,95
24.09.2015;18:14:56;10,95
25.09.2015;18:24:03;10,98
28.09.2015;18:31:51;11,02
29.09.2015;18:32:09;11,02
30.09.2015;18:37:15;10,9
01.10.2015;18:33:30;10,72
02.10.2015;18:33:33;10,9
05.10.2015;18:38:50;10,57
06.10.2015;18:37:51;10,61
07.10.2015;17:45:46;10,45
08.10.2015;18:38:30;10,54
09.10.2015;18:38:48;10,32
12.10.2015;18:34:13;10,35
13.10.2015;18:17:27;10,48
14.10.2015;18:38:31;10,5
15.10.2015;18:39:51;10,39
16.10.2015;18:20:20;10,1
19.10.2015;18:33:26;10,2
20.10.2015;18:33:18;10,28
21.10.2015;18:39:51;10,19
22.10.2015;18:37:51;10,25
23.10.2015;18:39:06;10,2
26.10.2015;18:33:12;10,28
27.10.2015;18:37:03;10,4
28.10.2015;18:39:33;10,28
29.10.2015;18:39:17;10,24
30.10.2015;18:35:37;10,35
02.11.2015;18:28:56;10,32
03.11.2015;18:24:29;10,12
05.11.2015;18:36:16;10,24
06.11.2015;18:39:00;10,24
09.11.2015;18:39:08;10,23
10.11.2015;18:38:30;10,21
11.11.2015;18:38:29;10,22
12.11.2015;18:04:21;10,38
13.11.2015;18:33:13;10,39
16.11.2015;18:39:09;10,44
17.11.2015;18:39:58;10,31
18.11.2015;18:38:49;10,31
19.11.2015;18:39:31;10,17
20.11.2015;18:38:16;10,26
23.11.2015;18:35:10;10,17
24.11.2015;18:29:20;10,45
25.11.2015;18:17:15;10,51
26.11.2015;18:39:30;10,26
27.11.2015;18:39:14;10,51
30.11.2015;18:39:16;10,26
01.12.2015;18:39:58;10,4
02.12.2015;18:39:09;10,31
03.12.2015;18:39:03;10,3
04.12.2015;18:33:06;10,3
07.12.2015;18:39:55;10,4
08.12.2015;18:33:23;10,46
09.12.2015;18:39:10;10,48
10.12.2015;18:35:22;10,5
11.12.2015;18:39:01;10,65
14.12.2015;18:31:13;10,74
15.12.2015;18:39:58;10,82
16.12.2015;18:38:57;10,57
17.12.2015;18:39:03;10,71
18.12.2015;18:38:11;10,7
21.12.2015;18:37:48;10,71
22.12.2015;18:39:18;10,76
23.12.2015;18:39:21;10,66
24.12.2015;18:35:54;10,6
25.12.2015;18:38:56;10,5
28.12.2015;18:39:54;10,4
29.12.2015;18:39:50;10,3
30.12.2015;18:39:50;10,17
04.01.2016;18:38:18;9,91
05.01.2016;18:39:52;9,81
06.01.2016;18:30:27;9,84
11.01.2016;18:39:51;10,64
12.01.2016;18:39:51;10,74
13.01.2016;18:39:33;10,62
14.01.2016;18:39:49;10,55
15.01.2016;18:39:54;10,58
18.01.2016;18:39:53;10,57
19.01.2016;18:39:56;10,48
20.01.2016;18:39:57;10,56
21.01.2016;18:39:23;10,51
22.01.2016;18:39:51;10,19
25.01.2016;18:39:46;10,27
26.01.2016;18:39:51;10,14
27.01.2016;18:39:44;10,11
28.01.2016;18:39:35;9,99
29.01.2016;18:39:32;10,05
01.02.2016;18:38:47;10,1
02.02.2016;18:39:33;10,05
03.02.2016;18:39:26;9,95
04.02.2016;18:36:19;10,0
05.02.2016;18:36:45;9,99
08.02.2016;18:39:02;9,99
09.02.2016;18:39:41;10,01
10.02.2016;18:39:50;10,02
11.02.2016;18:39:01;9,99
12.02.2016;18:39:18;10,04
15.02.2016;18:38:47;9,97
16.02.2016;18:39:49;9,99
17.02.2016;18:39:34;10,03
18.02.2016;18:39:32;9,9
19.02.2016;18:39:52;9,88
20.02.2016;18:20:42;9,81
22.02.2016;18:38:38;9,69
24.02.2016;18:39:51;9,9
25.02.2016;18:39:24;9,84
26.02.2016;18:37:30;9,75
29.02.2016;18:39:59;9,64
01.03.2016;18:37:01;9,47
02.03.2016;18:37:23;9,47
03.03.2016;18:39:52;9,37
04.03.2016;18:37:23;9,29
07.03.2016;18:39:41;9,39
09.03.2016;18:39:00;9,4
10.03.2016;18:39:34;9,42
11.03.2016;18:39:07;9,36
14.03.2016;18:25:10;9,46
15.03.2016;18:39:36;9,54
16.03.2016;18:34:51;9,53
17.03.2016;18:39:53;9,41
18.03.2016;18:39:51;9,37
21.03.2016;18:39:56;9,45
22.03.2016;18:39:24;9,48
23.03.2016;18:39:40;9,61
24.03.2016;18:35:53;9,63
25.03.2016;18:38:44;9,64
28.03.2016;18:33:26;9,63
29.03.2016;18:37:20;9,66
30.03.2016;18:38:17;9,67
31.03.2016;18:39:52;9,88
01.04.2016;18:39:17;9,84
04.04.2016;18:39:55;9,85
05.04.2016;18:39:40;9,83
06.04.2016;18:39:55;9,8
07.04.2016;18:39:57;9,77
08.04.2016;18:39:49;9,77
11.04.2016;18:39:33;9,66
12.04.2016;18:36:58;9,69
13.04.2016;18:39:49;9,7
14.04.2016;18:37:20;9,7
15.04.2016;18:37:53;9,75
18.04.2016;18:39:18;9,71
19.04.2016;18:39:49;9,67
20.04.2016;18:39:56;9,56
21.04.2016;18:39:45;9,58
22.04.2016;18:39:57;9,61
25.04.2016;18:38:58;9,66
26.04.2016;18:39:47;9,69
27.04.2016;18:39:43;9,66
28.04.2016;18:39:54;9,64
29.04.2016;18:39:47;9,6
04.05.2016;18:39:56;9,66
05.05.2016;18:39:58;9,57
06.05.2016;18:39:50;9,51
10.05.2016;18:39:12;9,56
11.05.2016;18:39:47;9,52
12.05.2016;18:38:09;9,48
13.05.2016;18:39:58;9,49
16.05.2016;18:39:14;9,46
17.05.2016;18:38:52;9,47
18.05.2016;18:39:00;9,5
19.05.2016;18:39:52;9,52
20.05.2016;18:39:45;9,52
23.05.2016;18:39:45;9,5
24.05.2016;18:39:44;9,5
25.05.2016;18:38:05;9,54
26.05.2016;18:39:45;9,53
27.05.2016;18:39:53;9,6
30.05.2016;18:39:49;9,6
31.05.2016;18:39:43;9,71
01.06.2016;18:39:47;9,8
02.06.2016;18:39:56;9,77
03.06.2016;18:39:44;9,79
06.06.2016;18:39:44;9,75
07.06.2016;18:39:52;9,77
08.06.2016;18:39:56;9,76
09.06.2016;18:39:48;9,76
10.06.2016;18:39:23;9,66
14.06.2016;18:39:49;9,69
15.06.2016;18:38:56;9,81
16.06.2016;18:39:52;9,78
17.06.2016;18:39:20;9,85
20.06.2016;18:39:51;9,78
21.06.2016;18:39:56;9,77
22.06.2016;18:39:48;9,74
23.06.2016;18:39:57;9,77
24.06.2016;18:39:18;9,83
27.06.2016;18:39:58;9,73
28.06.2016;18:39:40;9,67
29.06.2016;18:39:59;9,67
30.06.2016;18:39:55;9,66
01.07.2016;18:39:49;9,66
04.07.2016;18:39:56;9,67
05.07.2016;18:39:57;9,7
06.07.2016;18:39:28;9,68
07.07.2016;18:39:56;9,61
08.07.2016;18:39:53;9,61
11.07.2016;18:39:52;9,6
12.07.2016;18:39:59;9,59
13.07.2016;18:39:01;9,6
14.07.2016;18:39:56;9,61
15.07.2016;18:39:36;9,61
18.07.2016;18:39:55;9,61
19.07.2016;18:39:58;9,6
20.07.2016;18:39:49;9,59
21.07.2016;18:39:29;9,59
22.07.2016;18:39:55;9,62
25.07.2016;18:39:47;9,62
26.07.2016;18:39:55;9,6
27.07.2016;18:39:56;9,58
28.07.2016;18:39:47;9,53
29.07.2016;18:39:57;9,46
01.08.2016;18:39:36;9,48
02.08.2016;18:39:59;9,49
03.08.2016;18:39:56;9,41
04.08.2016;18:39:51;9,34
05.08.2016;18:39:57;9,28
08.08.2016;18:39:53;9,29
09.08.2016;18:39:54;9,31
10.08.2016;18:39:57;9,3
11.08.2016;18:39:55;9,32
12.08.2016;18:39:52;9,33
15.08.2016;18:39:32;9,3
16.08.2016;18:39:47;9,3
17.08.2016;18:39:47;9,3
18.08.2016;18:39:55;9,31
19.08.2016;18:39:56;9,27
22.08.2016;18:39:54;9,27
23.08.2016;18:39:59;9,28
24.08.2016;18:39:57;9,25
25.08.2016;18:39:43;9,19
26.08.2016;18:39:21;9,11
29.08.2016;18:39:56;9,1
30.08.2016;18:39:55;9,07
31.08.2016;18:39:50;9,01
01.09.2016;18:39:46;8,98
02.09.2016;18:39:53;8,99
05.09.2016;18:39:44;9,02
06.09.2016;18:39:58;9,01
07.09.2016;18:39:58;8,97
08.09.2016;18:39:52;8,98
09.09.2016;18:39:38;8,99
12.09.2016;18:39:52;8,97
13.09.2016;18:39:59;8,9
14.09.2016;18:39:48;8,86
15.09.2016;18:38:51;8,88
16.09.2016;18:38:55;9,06
19.09.2016;18:39:49;9,08
20.09.2016;18:39:37;9,17
21.09.2016;18:39:34;9,06
22.09.2016;18:38:52;9,08
23.09.2016;18:39:39;9,09
26.09.2016;18:39:08;9,1
27.09.2016;18:39:45;9,12
28.09.2016;18:39:23;9,07
29.09.2016;18:38:44;8,99
30.09.2016;18:39:58;8,96
03.10.2016;18:39:29;8,95
04.10.2016;18:39:43;8,98
05.10.2016;18:39:27;9,01
06.10.2016;18:38:53;9,08
07.10.2016;18:39:55;9,04
10.10.2016;18:39:00;9,04
11.10.2016;18:39:47;9,05
12.10.2016;18:38:55;9,05
13.10.2016;18:39:58;9,04
14.10.2016;18:39:59;9,04
17.10.2016;18:39:58;9,06
18.10.2016;18:39:58;9,06
19.10.2016;18:39:58;9,01
20.10.2016;18:39:58;9,0
21.10.2016;18:39:58;9,03
24.10.2016;18:39:58;8,97
25.10.2016;18:37:23;8,95
26.10.2016;18:39:58;8,88
27.10.2016;18:39:59;8,91
28.10.2016;18:39:50;8,91
31.10.2016;18:39:12;8,99
01.11.2016;18:39:58;8,97
02.11.2016;18:39:59;8,95
03.11.2016;18:39:58;9,01
07.11.2016;18:39:58;9,03
08.11.2016;18:39:58;9,05
09.11.2016;18:39:58;9,03
10.11.2016;18:39:56;8,97
11.11.2016;18:39:57;9,01
14.11.2016;18:39:56;8,98
15.11.2016;18:39:58;8,87
16.11.2016;18:39:53;8,89
17.11.2016;18:39:56;8,8
18.11.2016;18:39:50;8,87
21.11.2016;18:39:58;8,82
22.11.2016;18:39:39;8,87
23.11.2016;18:39:57;8,86
24.11.2016;18:39:57;8,88
25.11.2016;18:39:58;8,96
28.11.2016;18:39:58;8,93
29.11.2016;18:39:48;8,96
30.11.2016;18:39:48;8,95
01.12.2016;18:39:59;8,88
02.12.2016;18:39:57;8,92
05.12.2016;18:39:52;8,92
06.12.2016;18:39:56;8,86
07.12.2016;18:39:55;8,81
08.12.2016;18:39:59;8,8
09.12.2016;18:39:36;8,75
12.12.2016;18:38:33;8,68
13.12.2016;18:39:52;8,69
14.12.2016;18:39:57;8,6
15.12.2016;18:39:40;8,6
16.12.2016;18:39:54;8,53
19.12.2016;18:39:55;8,55
20.12.2016;18:39:47;8,56
21.12.2016;18:39:53;8,58
22.12.2016;18:39:58;8,55
23.12.2016;18:39:56;8,57
26.12.2016;18:39:58;8,55
27.12.2016;18:39:58;8,59
28.12.2016;18:39:58;8,54
29.12.2016;18:39:58;8,53
30.12.2016;18:39:50;8,45
03.01.2017;18:39:59;8,4
04.01.2017;18:38:36;8,39
05.01.2017;18:39:36;8,37
06.01.2017;18:39:35;8,35
09.01.2017;18:39:58;8,49
10.01.2017;18:39:28;8,36
11.01.2017;18:39:52;8,4
12.01.2017;18:39:58;8,38
13.01.2017;18:39:47;8,36
16.01.2017;18:39:49;8,33
17.01.2017;18:39:52;8,32
18.01.2017;18:38:53;8,33
19.01.2017;18:39:58;8,31
20.01.2017;18:39:56;8,36
23.01.2017;18:39:59;8,32
24.01.2017;18:39:59;8,33
25.01.2017;18:39:56;8,39
26.01.2017;18:39:55;8,66
27.01.2017;18:39:50;8,58
30.01.2017;18:39:30;8,6
31.01.2017;18:39:58;8,71
01.02.2017;18:39:45;8,71
02.02.2017;18:39:51;8,6
03.02.2017;18:39:52;8,68
06.02.2017;18:39:59;8,72
07.02.2017;18:39:56;8,73
08.02.2017;18:39:49;8,75
09.02.2017;18:39:58;8,74
10.02.2017;18:39:59;8,77
13.02.2017;18:39:59;8,8
14.02.2017;17:17:14;8,8
15.02.2017;18:39:36;8,87
16.02.2017;18:39:58;8,96
17.02.2017;18:39:58;9,0
20.02.2017;18:39:51;8,85
21.02.2017;18:39:58;8,88
22.02.2017;18:39:57;8,98
24.02.2017;18:39:53;8,88
27.02.2017;18:39:55;8,98
28.02.2017;18:39:53;9,08
01.03.2017;18:39:53;9,05
02.03.2017;18:39:58;9,1
03.03.2017;18:39:57;9,08
06.03.2017;18:39:59;8,96
07.03.2017;18:38:38;8,93
09.03.2017;18:39:40;9,06
10.03.2017;18:39:59;9,03
13.03.2017;18:39:58;8,97
14.03.2017;18:39:57;8,98
15.03.2017;18:39:38;9,03
16.03.2017;18:39:59;8,97
17.03.2017;18:39:48;8,98
20.03.2017;18:37:01;8,96
21.03.2017;18:39:56;8,98
22.03.2017;18:39:15;8,99
23.03.2017;18:39:38;9,0
24.03.2017;18:39:36;8,92
27.03.2017;18:39:49;8,94
28.03.2017;18:39:58;8,97
29.03.2017;18:39:56;8,99
30.03.2017;18:39:58;8,92
31.03.2017;18:39:45;8,92
03.04.2017;18:39:49;8,86
04.04.2017;18:39:57;8,9
05.04.2017;18:39:58;8,88
06.04.2017;18:39:56;8,87
07.04.2017;18:39:59;8,86
10.04.2017;18:36:57;8,94
11.04.2017;18:39:48;8,86
