zcyc

tradedate;tradetime;period_0.25
12.04.2017;18:39:36;9,23
13.04.2017;18:39:44;9,13
14.04.2017;18:39:48;9,12
17.04.2017;18:39:53;9,02
18.04.2017;18:39:58;9,0
19.04.2017;18:39:55;8,91
20.04.2017;18:39:56;8,75
21.04.2017;18:39:57;8,62
24.04.2017;18:39:54;8,36
25.04.2017;18:39:57;8,46
26.04.2017;18:39:00;8,42
27.04.2017;18:39:41;8,41
28.04.2017;18:39:48;8,5
02.05.2017;18:39:54;8,58
03.05.2017;18:39:58;8,54
04.05.2017;18:39:43;8,55
05.05.2017;18:39:51;8,67
10.05.2017;18:39:52;8,56
11.05.2017;18:39:01;8,41
12.05.2017;18:39:53;8,41
15.05.2017;18:39:45;8,47
16.05.2017;18:39:57;8,45
17.05.2017;18:39:58;8,46
18.05.2017;18:39:55;8,46
19.05.2017;18:39:39;8,49
22.05.2017;18:39:54;8,45
23.05.2017;18:39:33;8,52
24.05.2017;18:39:42;8,51
25.05.2017;18:39:50;8,51
26.05.2017;18:39:52;8,54
29.05.2017;18:39:58;8,48
30.05.2017;18:39:38;8,5
31.05.2017;18:39:19;8,56
01.06.2017;18:39:55;8,47
02.06.2017;18:39:56;8,45
05.06.2017;18:39:54;8,46
06.06.2017;18:39:52;8,31
07.06.2017;18:39:54;8,2
08.06.2017;18:39:53;8,13
09.06.2017;18:39:24;8,14
13.06.2017;18:39:55;8,11
14.06.2017;18:39:38;8,07
15.06.2017;18:39:48;8,14
16.06.2017;18:39:58;8,14
19.06.2017;18:39:44;8,12
20.06.2017;18:39:39;8,07
21.06.2017;18:39:44;8,05
22.06.2017;18:39:54;7,99
23.06.2017;18:39:54;8,0
26.06.2017;18:39:54;7,9
27.06.2017;18:39:58;7,94
28.06.2017;18:39:59;7,92
29.06.2017;18:39:52;7,97
30.06.2017;18:39:55;8,11
03.07.2017;18:39:18;8,13
04.07.2017;18:39:46;8,14
05.07.2017;18:39:59;8,19
06.07.2017;18:39:47;8,22
07.07.2017;18:39:59;8,22
10.07.2017;18:39:59;8,14
11.07.2017;18:39:58;8,16
12.07.2017;18:39:58;8,14
13.07.2017;18:38:26;8,13
14.07.2017;18:38:56;8,13
17.07.2017;18:39:44;8,1
18.07.2017;18:39:48;8,1
19.07.2017;18:39:27;8,08
20.07.2017;18:39:59;8,11
21.07.2017;18:39:48;8,07
24.07.2017;18:39:58;8,07
25.07.2017;18:39:34;8,06
26.07.2017;18:39:44;8,02
27.07.2017;18:39:52;8,08
28.07.2017;18:39:36;8,07
31.07.2017;18:39:57;8,07
01.08.2017;18:39:24;8,05
02.08.2017;18:39:52;8,02
03.08.2017;18:39:54;8,04
04.08.2017;18:39:27;7,98
07.08.2017;18:39:51;7,97
08.08.2017;18:39:59;7,99
09.08.2017;18:39:59;7,98
10.08.2017;18:39:55;7,94
11.08.2017;18:39:59;7,9
14.08.2017;18:39:59;7,87
15.08.2017;18:39:58;7,84
16.08.2017;18:39:50;7,89
17.08.2017;18:39:59;7,89
18.08.2017;18:39:56;7,84
21.08.2017;18:39:52;7,87
22.08.2017;18:39:59;7,87
23.08.2017;18:39:53;7,87
24.08.2017;18:39:59;7,92
25.08.2017;18:39:51;7,86
28.08.2017;18:39:54;7,87
29.08.2017;18:39:48;7,9
30.08.2017;18:39:54;7,88
31.08.2017;18:39:50;7,88
01.09.2017;18:39:58;7,85
04.09.2017;18:39:59;7,86
05.09.2017;18:39:59;7,89
06.09.2017;18:39:30;7,85
07.09.2017;18:39:59;7,74
08.09.2017;18:39:50;7,74
11.09.2017;18:39:23;7,72
12.09.2017;18:39:17;7,72
13.09.2017;18:39:55;7,68
14.09.2017;18:39:55;7,69
15.09.2017;18:39:48;7,62
18.09.2017;18:39:47;7,65
19.09.2017;18:39:18;7,66
20.09.2017;18:39:49;7,65
21.09.2017;18:39:59;7,6
22.09.2017;18:39:48;7,56
25.09.2017;18:39:59;7,61
26.09.2017;18:39:57;7,67
27.09.2017;18:39:52;7,7
28.09.2017;18:39:56;7,73
29.09.2017;18:39:55;7,72
02.10.2017;18:39:59;7,69
03.10.2017;18:39:46;7,66
04.10.2017;18:39:59;7,67
05.10.2017;18:39:32;7,65
06.10.2017;18:39:54;7,74
09.10.2017;18:39:59;7,66
10.10.2017;18:39:48;7,7
11.10.2017;18:39:50;7,74
12.10.2017;18:39:34;7,77
13.10.2017;18:39:59;7,59
16.10.2017;18:39:57;7,6
17.10.2017;18:39:52;7,57
18.10.2017;18:39:56;7,52
19.10.2017;18:39:59;7,5
20.10.2017;18:39:58;7,5
23.10.2017;18:39:59;7,54
24.10.2017;18:39:56;7,58
25.10.2017;18:39:47;7,57
26.10.2017;18:39:53;7,62
27.10.2017;18:39:53;7,62
30.10.2017;18:39:37;7,66
31.10.2017;18:39:38;7,65
01.11.2017;18:39:59;7,57
02.11.2017;18:39:59;7,62
03.11.2017;18:39:59;7,57
07.11.2017;18:39:59;7,54
08.11.2017;18:39:59;7,59
09.11.2017;18:39:58;7,49
10.11.2017;18:39:58;7,51
13.11.2017;18:39:53;7,44
14.11.2017;18:39:55;7,43
15.11.2017;18:39:54;7,46
16.11.2017;18:39:53;7,37
17.11.2017;18:39:32;7,39
20.11.2017;18:39:59;7,36
21.11.2017;18:39:57;7,32
22.11.2017;18:39:47;7,31
23.11.2017;18:39:38;7,29
24.11.2017;18:38:16;7,28
27.11.2017;18:39:43;7,26
28.11.2017;18:39:44;7,2
29.11.2017;18:39:50;7,21
30.11.2017;18:39:59;7,23
01.12.2017;18:39:48;7,17
04.12.2017;18:39:37;7,17
05.12.2017;18:39:37;7,16
06.12.2017;18:37:10;7,15
07.12.2017;18:39:40;7,16
08.12.2017;18:39:59;7,12
11.12.2017;18:39:54;7,13
12.12.2017;18:39:56;7,09
13.12.2017;18:39:59;7,05
14.12.2017;18:39:59;7,08
15.12.2017;18:39:59;6,9
18.12.2017;18:39:52;6,94
19.12.2017;18:38:58;6,91
20.12.2017;18:39:58;6,89
21.12.2017;18:39:55;6,83
22.12.2017;18:39:39;6,78
25.12.2017;18:39:53;6,69
26.12.2017;18:39:56;6,71
27.12.2017;18:39:54;6,49
28.12.2017;18:39:53;6,18
29.12.2017;18:39:55;6,46
03.01.2018;18:39:57;6,16
04.01.2018;18:39:58;5,79
05.01.2018;18:39:56;6,41
09.01.2018;18:39:58;6,37
10.01.2018;18:39:59;6,39
11.01.2018;18:39:59;6,39
12.01.2018;18:39:59;6,54
15.01.2018;18:39:59;6,64
16.01.2018;18:39:59;6,62
17.01.2018;18:39:58;6,68
18.01.2018;18:39:51;6,61
19.01.2018;18:39:57;6,64
22.01.2018;18:39:59;6,64
23.01.2018;18:39:44;6,64
24.01.2018;18:39:59;6,64
25.01.2018;18:39:55;6,64
26.01.2018;18:39:53;6,66
29.01.2018;18:39:59;6,73
30.01.2018;18:39:55;6,68
31.01.2018;18:39:59;6,7
01.02.2018;18:39:51;6,67
02.02.2018;18:39:57;6,64
05.02.2018;18:39:43;6,66
06.02.2018;18:39:57;6,66
07.02.2018;18:39:54;6,64
08.02.2018;18:39:42;6,62
09.02.2018;18:39:58;6,59
12.02.2018;18:39:50;6,53
13.02.2018;18:39:55;6,44
14.02.2018;18:39:59;6,28
15.02.2018;18:39:55;6,28
16.02.2018;18:39:50;6,27
19.02.2018;18:39:57;6,32
20.02.2018;18:39:56;6,28
21.02.2018;18:39:49;6,23
22.02.2018;18:39:54;6,23
26.02.2018;18:39:52;6,14
27.02.2018;18:39:56;6,23
28.02.2018;18:39:59;6,14
01.03.2018;18:39:59;6,2
02.03.2018;18:39:58;6,17
05.03.2018;18:39:51;6,14
06.03.2018;18:39:31;6,16
07.03.2018;18:39:57;6,08
09.03.2018;18:39:56;5,99
12.03.2018;18:39:54;6,07
13.03.2018;18:39:58;6,02
14.03.2018;18:39:55;6,04
15.03.2018;18:39:46;6,06
16.03.2018;18:39:58;6,07
19.03.2018;18:39:57;6,03
20.03.2018;18:39:49;5,99
21.03.2018;18:39:55;5,97
22.03.2018;18:39:59;5,97
23.03.2018;18:39:58;6,02
26.03.2018;18:39:59;6,06
27.03.2018;18:39:49;6,12
28.03.2018;18:39:59;6,1
29.03.2018;18:39:58;6,01
30.03.2018;18:39:59;5,99
02.04.2018;18:39:59;6,0
03.04.2018;18:39:37;6,03
04.04.2018;18:39:56;6,07
05.04.2018;18:39:36;6,15
06.04.2018;18:39:58;6,15
09.04.2018;18:39:57;6,62
10.04.2018;18:39:52;6,94
11.04.2018;18:39:58;6,73
12.04.2018;18:39:52;6,62
13.04.2018;18:39:50;6,79
16.04.2018;18:39:58;6,69
17.04.2018;18:39:57;6,55
18.04.2018;18:39:52;6,59
19.04.2018;18:39:36;6,55
20.04.2018;18:39:59;6,53
23.04.2018;18:39:57;6,48
24.04.2018;18:39:39;6,41
25.04.2018;18:39:48;6,42
26.04.2018;18:39:57;6,4
27.04.2018;18:39:57;6,35
28.04.2018;18:39:30;6,27
30.04.2018;18:39:47;6,22
02.05.2018;18:39:56;6,34
03.05.2018;18:39:47;6,44
04.05.2018;18:39:59;6,35
07.05.2018;18:39:52;6,28
08.05.2018;18:39:59;6,33
10.05.2018;18:39:42;6,31
11.05.2018;18:39:29;6,31
14.05.2018;18:39:53;6,37
15.05.2018;18:39:57;6,56
16.05.2018;18:39:59;6,5
17.05.2018;18:39:52;6,5
18.05.2018;18:39:53;6,46
21.05.2018;18:39:42;6,53
22.05.2018;18:39:42;6,45
23.05.2018;18:39:55;6,51
24.05.2018;18:39:55;6,55
25.05.2018;18:39:56;6,49
28.05.2018;18:39:57;6,52
29.05.2018;18:39:44;6,51
30.05.2018;18:39:58;6,47
31.05.2018;18:39:59;6,5
01.06.2018;18:39:59;6,5
04.06.2018;18:39:51;6,53
05.06.2018;18:39:59;6,53
06.06.2018;18:39:58;6,53
07.06.2018;18:39:47;6,66
08.06.2018;18:39:59;6,62
09.06.2018;18:39:35;6,59
11.06.2018;18:39:59;6,63
13.06.2018;18:39:58;6,6
14.06.2018;18:39:42;6,59
15.06.2018;18:39:58;6,67
18.06.2018;18:39:57;6,74
19.06.2018;18:39:48;6,88
20.06.2018;18:39:56;6,79
21.06.2018;18:39:55;6,75
22.06.2018;18:39:59;6,79
25.06.2018;18:39:58;6,76
26.06.2018;18:39:55;6,77
27.06.2018;18:39:58;6,76
28.06.2018;18:39:54;6,69
29.06.2018;18:39:55;6,62
02.07.2018;18:39:52;6,63
03.07.2018;18:39:00;6,63
04.07.2018;18:39:45;6,58
05.07.2018;18:39:59;6,6
06.07.2018;18:39:42;6,59
09.07.2018;18:39:55;6,55
10.07.2018;18:39:52;6,61
11.07.2018;18:39:56;6,61
12.07.2018;18:39:59;6,62
13.07.2018;18:39:59;6,59
16.07.2018;18:39:59;6,62
17.07.2018;18:39:38;6,62
18.07.2018;18:39:53;6,74
19.07.2018;18:39:59;6,82
20.07.2018;18:39:43;6,8
23.07.2018;18:39:56;6,87
24.07.2018;18:39:57;6,76
25.07.2018;18:39:57;6,93
26.07.2018;18:39:53;6,96
27.07.2018;18:39:54;6,93
30.07.2018;18:39:59;6,9
31.07.2018;18:39:59;6,95
01.08.2018;18:39:59;6,94
02.08.2018;18:39:59;6,94
03.08.2018;18:39:58;6,88
06.08.2018;18:39:55;6,88
07.08.2018;18:39:59;6,86
08.08.2018;18:39:57;7,08
09.08.2018;18:39:59;7,2
10.08.2018;18:39:56;7,13
13.08.2018;18:39:59;7,24
14.08.2018;18:39:52;7,24
15.08.2018;18:39:56;7,32
16.08.2018;18:39:57;7,2
17.08.2018;18:39:56;7,16
20.08.2018;18:39:56;7,04
21.08.2018;18:39:56;7,03
22.08.2018;18:39:53;7,01
23.08.2018;18:39:24;7,14
24.08.2018;18:39:59;7,13
27.08.2018;18:39:56;7,1
28.08.2018;18:39:58;7,09
29.08.2018;18:39:51;7,18
30.08.2018;18:39:56;7,04
31.08.2018;18:39:57;6,96
03.09.2018;18:39:58;6,93
04.09.2018;18:39:54;7,05
05.09.2018;18:39:52;7,11
06.09.2018;18:39:51;7,2
07.09.2018;18:39:58;7,27
10.09.2018;18:39:38;7,3
11.09.2018;18:39:47;7,14
12.09.2018;18:39:57;7,28
13.09.2018;18:39:57;7,28
14.09.2018;18:39:47;7,3
17.09.2018;18:39:55;7,25
18.09.2018;18:39:57;7,31
19.09.2018;18:39:54;7,34
20.09.2018;18:39:57;7,24
21.09.2018;18:39:54;7,24
24.09.2018;18:39:58;7,12
25.09.2018;18:39:57;7,09
26.09.2018;18:39:59;7,06
27.09.2018;18:39:30;7,03
28.09.2018;18:39:59;7,02
01.10.2018;18:39:59;7,09
02.10.2018;18:39:59;7,12
03.10.2018;18:39:59;7,09
04.10.2018;18:39:50;7,12
05.10.2018;18:39:46;7,1
08.10.2018;18:39:58;7,12
09.10.2018;18:39:57;7,09
10.10.2018;18:39:59;7,05
11.10.2018;18:39:56;7,08
12.10.2018;18:39:55;7,05
15.10.2018;18:39:59;7,11
16.10.2018;18:39:50;7,13
17.10.2018;18:39:48;7,07
18.10.2018;18:39:51;7,14
19.10.2018;18:39:58;7,15
22.10.2018;18:39:57;7,21
23.10.2018;18:39:56;7,32
24.10.2018;18:39:48;7,42
25.10.2018;18:39:57;7,42
26.10.2018;18:39:35;7,42
29.10.2018;18:39:59;7,44
30.10.2018;18:39:59;7,4
31.10.2018;18:39:56;7,4
01.11.2018;18:39:56;7,38
02.11.2018;18:39:59;7,35
06.11.2018;18:39:59;7,41
07.11.2018;18:39:52;7,44
08.11.2018;18:39:56;7,43
09.11.2018;18:39:55;7,43
12.11.2018;18:39:48;7,4
13.11.2018;18:39:49;7,44
14.11.2018;18:39:52;7,32
15.11.2018;18:39:57;7,31
16.11.2018;18:39:58;7,31
19.11.2018;18:39:53;7,3
20.11.2018;18:39:49;7,28
21.11.2018;18:39:58;7,37
22.11.2018;18:39:56;7,41
23.11.2018;18:39:57;7,37
26.11.2018;18:39:50;7,37
27.11.2018;18:39:59;7,39
28.11.2018;18:39:58;7,41
29.11.2018;18:39:59;7,38
30.11.2018;18:39:57;7,55
03.12.2018;18:39:59;7,49
04.12.2018;18:39:59;7,48
05.12.2018;18:39:50;7,51
06.12.2018;18:39:47;7,47
07.12.2018;18:39:58;7,49
10.12.2018;18:39:54;7,53
11.12.2018;18:39:57;7,51
12.12.2018;18:39:57;7,47
13.12.2018;18:39:49;7,56
14.12.2018;18:39:29;7,62
17.12.2018;18:39:55;7,62
18.12.2018;18:39:57;7,66
19.12.2018;18:39:57;7,64
20.12.2018;18:39:57;7,64
21.12.2018;18:39:56;7,68
24.12.2018;18:39:59;7,59
25.12.2018;18:39:41;7,46
26.12.2018;18:39:59;7,2
27.12.2018;18:39:55;7,34
28.12.2018;18:39:58;7,18
29.12.2018;18:39:58;7,12
03.01.2019;18:39:34;6,96
04.01.2019;18:39:47;7,03
08.01.2019;18:39:53;7,18
09.01.2019;18:39:58;7,41
10.01.2019;18:39:47;7,45
11.01.2019;18:39:42;7,5
14.01.2019;18:39:46;7,43
15.01.2019;18:39:57;7,35
16.01.2019;18:39:56;7,34
17.01.2019;18:39:12;7,35
18.01.2019;18:39:59;7,39
21.01.2019;18:39:32;7,42
22.01.2019;18:39:16;7,44
23.01.2019;18:39:45;7,41
24.01.2019;18:39:59;7,44
25.01.2019;18:39:51;7,51
28.01.2019;18:39:59;7,5
29.01.2019;18:39:56;7,71
30.01.2019;18:39:59;7,57
31.01.2019;18:39:52;7,62
01.02.2019;18:39:59;7,65
04.02.2019;18:39:52;7,68
05.02.2019;18:39:58;7,64
06.02.2019;18:39:56;7,62
07.02.2019;18:39:52;7,61
08.02.2019;18:39:50;7,65
11.02.2019;18:39:59;7,63
12.02.2019;18:39:22;7,65
13.02.2019;18:39:59;7,65
14.02.2019;18:39:45;7,79
15.02.2019;18:39:54;7,8
18.02.2019;18:39:59;7,69
19.02.2019;18:39:33;7,59
20.02.2019;18:39:57;7,49
21.02.2019;18:39:59;7,52
22.02.2019;18:39:43;7,56
25.02.2019;18:39:59;7,54
26.02.2019;18:39:59;7,55
27.02.2019;18:39:58;7,37
28.02.2019;18:39:44;7,31
01.03.2019;18:39:51;7,16
04.03.2019;18:39:59;7,09
05.03.2019;18:39:54;7,12
06.03.2019;18:39:59;7,06
07.03.2019;18:39:56;7,14
11.03.2019;18:39:59;7,15
12.03.2019;18:39:58;7,15
13.03.2019;18:39:59;7,21
14.03.2019;18:39:43;7,22
15.03.2019;18:39:52;7,1
18.03.2019;18:39:55;7,12
19.03.2019;18:39:59;7,14
20.03.2019;18:39:59;7,13
21.03.2019;18:39:59;7,26
22.03.2019;18:39:51;7,12
25.03.2019;18:39:57;7,3
26.03.2019;18:39:02;7,32
27.03.2019;18:39:58;7,33
28.03.2019;18:39:58;7,43
29.03.2019;18:39:59;7,35
01.04.2019;18:39:53;7,41
02.04.2019;18:39:56;7,4
03.04.2019;18:39:58;7,45
04.04.2019;18:39:54;7,57
05.04.2019;18:39:47;7,62
08.04.2019;18:39:57;7,59
09.04.2019;18:39:32;7,57
10.04.2019;18:39:57;7,52
11.04.2019;18:39:58;7,53
12.04.2019;18:39:52;7,58
15.04.2019;18:39:45;7,51
16.04.2019;18:39:59;7,59
17.04.2019;18:39:58;7,61
18.04.2019;18:39:57;7,58
19.04.2019;18:39:56;7,56
22.04.2019;18:39:20;7,65
23.04.2019;18:39:59;7,61
24.04.2019;18:39:58;7,56
25.04.2019;18:39:53;7,57
26.04.2019;18:39:56;7,46
29.04.2019;18:39:56;7,38
30.04.2019;18:39:59;7,32
02.05.2019;18:39:55;7,24
03.05.2019;18:38:29;7,23
06.05.2019;18:39:57;7,31
07.05.2019;18:39:56;7,21
08.05.2019;18:39:59;7,23
10.05.2019;18:39:58;7,22
13.05.2019;18:39:55;7,25
14.05.2019;18:39:47;7,24
15.05.2019;18:39:57;7,18
16.05.2019;18:39:57;7,12
17.05.2019;18:39:56;6,92
20.05.2019;18:39:58;6,89
21.05.2019;18:39:58;6,94
22.05.2019;18:39:58;7,0
23.05.2019;18:39:42;7,06
24.05.2019;18:39:56;7,07
27.05.2019;18:39:57;7,13
28.05.2019;18:39:58;7,11
29.05.2019;18:39:59;7,3
30.05.2019;18:39:58;7,25
31.05.2019;18:39:56;7,3
03.06.2019;18:39:57;7,3
04.06.2019;18:36:20;7,35
05.06.2019;18:39:23;7,34
06.06.2019;18:39:58;7,35
07.06.2019;18:39:48;7,33
10.06.2019;18:39:56;7,3
11.06.2019;18:39:56;7,31
13.06.2019;18:39:38;7,26
14.06.2019;18:39:32;7,22
17.06.2019;18:39:52;7,12
18.06.2019;18:39:59;7,04
19.06.2019;18:39:50;7,08
20.06.2019;18:39:55;7,0
21.06.2019;18:39:52;7,0
24.06.2019;18:39:51;6,99
25.06.2019;18:39:40;7,03
26.06.2019;18:39:47;6,99
27.06.2019;18:39:58;6,96
28.06.2019;18:39:55;6,93
01.07.2019;18:39:58;6,99
02.07.2019;18:37:27;6,92
03.07.2019;18:39:56;6,93
04.07.2019;18:39:58;6,96
05.07.2019;18:39:56;6,94
08.07.2019;18:39:56;6,95
09.07.2019;18:39:45;6,97
10.07.2019;18:39:50;6,97
11.07.2019;18:39:53;6,96
12.07.2019;18:39:53;6,96
15.07.2019;18:39:56;6,91
16.07.2019;18:39:03;6,92
17.07.2019;18:39:12;6,93
18.07.2019;18:39:22;6,93
19.07.2019;18:39:42;6,92
22.07.2019;18:39:51;6,91
23.07.2019;18:39:55;6,86
24.07.2019;18:39:48;6,85
25.07.2019;18:39:55;6,77
26.07.2019;18:39:55;6,8
29.07.2019;18:39:55;6,65
30.07.2019;18:39:55;6,7
31.07.2019;18:39:54;6,66
01.08.2019;18:39:39;6,63
02.08.2019;18:39:59;6,64
05.08.2019;18:39:41;6,75
06.08.2019;18:39:12;6,79
07.08.2019;18:39:40;6,76
08.08.2019;18:39:58;6,76
09.08.2019;18:39:54;6,7
12.08.2019;18:39:52;6,71
13.08.2019;18:39:28;6,77
14.08.2019;18:39:54;6,75
15.08.2019;18:39:56;6,77
16.08.2019;18:39:58;6,76
19.08.2019;18:39:41;6,73
20.08.2019;18:39:44;6,77
21.08.2019;18:39:45;6,71
22.08.2019;18:39:44;6,76
23.08.2019;18:39:33;6,75
26.08.2019;18:39:42;6,74
27.08.2019;18:39:44;6,79
28.08.2019;18:39:42;6,77
29.08.2019;18:39:49;6,75
30.08.2019;18:39:36;6,69
02.09.2019;18:39:53;6,67
03.09.2019;18:39:56;6,74
04.09.2019;18:39:23;6,7
05.09.2019;18:39:52;6,72
06.09.2019;18:39:51;6,66
09.09.2019;18:39:49;6,65
10.09.2019;18:39:55;6,75
11.09.2019;18:39:55;6,68
12.09.2019;18:39:59;6,68
13.09.2019;18:39:59;6,66
16.09.2019;18:39:50;6,74
17.09.2019;18:39:27;6,76
18.09.2019;18:39:49;6,67
19.09.2019;18:39:33;6,67
20.09.2019;18:39:53;6,57
23.09.2019;18:39:55;6,61
24.09.2019;18:39:52;6,56
25.09.2019;18:39:56;6,49
26.09.2019;18:39:53;6,58
27.09.2019;18:39:51;6,49
30.09.2019;18:39:50;6,56
01.10.2019;18:37:37;6,53
02.10.2019;18:39:48;6,45
03.10.2019;18:39:50;6,46
04.10.2019;18:39:55;6,4
07.10.2019;18:39:54;6,43
08.10.2019;18:39:46;6,48
09.10.2019;18:39:29;6,4
10.10.2019;18:39:58;6,32
11.10.2019;18:39:56;6,34
14.10.2019;18:39:50;6,27
15.10.2019;18:39:56;6,33
16.10.2019;18:39:30;6,3
17.10.2019;18:39:58;6,26
18.10.2019;18:39:25;6,07
21.10.2019;18:39:46;6,08
22.10.2019;18:39:55;6,06
23.10.2019;18:39:53;6,08
24.10.2019;18:39:51;6,08
25.10.2019;18:39:55;6,0
28.10.2019;18:39:55;5,96
29.10.2019;18:39:56;5,96
30.10.2019;18:39:15;5,94
31.10.2019;18:39:49;5,97
01.11.2019;18:39:36;5,89
05.11.2019;18:39:54;5,85
06.11.2019;18:39:58;5,77
07.11.2019;18:39:50;5,75
08.11.2019;18:39:59;5,74
11.11.2019;18:39:58;5,84
12.11.2019;18:39:58;5,95
13.11.2019;18:39:00;5,92
14.11.2019;18:39:41;6,01
15.11.2019;18:39:56;5,91
18.11.2019;18:39:59;5,94
19.11.2019;18:39:52;5,99
20.11.2019;18:39:45;6,08
21.11.2019;18:39:55;6,12
22.11.2019;18:39:50;6,03
25.11.2019;18:39:56;5,97
26.11.2019;18:39:40;6,1
27.11.2019;18:39:58;6,05
28.11.2019;18:39:57;6,03
29.11.2019;18:39:48;6,0
02.12.2019;18:39:50;5,94
03.12.2019;18:39:54;5,9
04.12.2019;18:39:56;5,89
05.12.2019;18:39:54;5,89
06.12.2019;18:39:43;5,82
09.12.2019;18:39:48;5,77
10.12.2019;18:39:57;5,86
11.12.2019;18:39:53;5,8
12.12.2019;18:39:59;5,71
13.12.2019;18:39:48;5,64
16.12.2019;18:39:58;5,64
17.12.2019;18:39:48;5,68
18.12.2019;18:39:53;5,62
19.12.2019;18:39:52;5,53
20.12.2019;18:39:57;5,45
23.12.2019;18:39:54;5,45
24.12.2019;18:39:49;5,39
25.12.2019;18:39:59;5,32
26.12.2019;18:39:55;5,31
27.12.2019;18:39:32;4,98
30.12.2019;18:39:57;4,79
03.01.2020;18:39:51;4,97
06.01.2020;18:39:50;5,03
08.01.2020;18:38:56;5,15
09.01.2020;18:39:00;5,45
10.01.2020;18:39:57;5,46
13.01.2020;18:39:57;5,47
14.01.2020;18:39:47;5,4
15.01.2020;18:39:46;5,36
16.01.2020;18:39:19;5,41
17.01.2020;18:39:49;5,3
20.01.2020;18:39:46;5,34
21.01.2020;18:39:40;5,34
22.01.2020;18:39:52;5,39
23.01.2020;18:39:51;5,36
24.01.2020;18:39:54;5,36
27.01.2020;18:39:59;5,45
28.01.2020;18:39:55;5,23
29.01.2020;18:39:47;5,19
30.01.2020;18:39:59;5,02
31.01.2020;18:39:47;4,97
03.02.2020;18:39:56;4,99
04.02.2020;18:39:55;5,06
05.02.2020;18:39:55;5,0
06.02.2020;18:39:55;5,01
07.02.2020;18:39:57;4,98
10.02.2020;18:39:55;5,13
11.02.2020;18:39:48;5,19
12.02.2020;18:39:53;5,24
13.02.2020;18:39:52;5,19
14.02.2020;18:39:03;5,16
17.02.2020;18:39:56;5,16
18.02.2020;18:39:55;5,16
19.02.2020;18:39:51;5,14
20.02.2020;18:39:58;5,08
21.02.2020;18:39:59;4,98
25.02.2020;18:39:56;5,21
26.02.2020;18:39:48;5,24
27.02.2020;18:39:58;5,29
28.02.2020;18:39:58;5,79
02.03.2020;18:39:55;5,62
03.03.2020;18:39:52;5,24
04.03.2020;18:39:38;5,12
05.03.2020;18:39:50;5,22
06.03.2020;18:39:59;5,36
10.03.2020;18:39:55;6,39
11.03.2020;18:39:48;6,2
12.03.2020;18:39:59;6,35
13.03.2020;18:39:56;6,17
16.03.2020;18:39:57;6,32
17.03.2020;18:39:58;6,25
18.03.2020;18:39:55;6,23
19.03.2020;18:39:50;6,11
20.03.2020;18:39:45;5,75
23.03.2020;18:39:58;5,69
24.03.2020;18:39:58;5,6
25.03.2020;18:39:56;5,25
26.03.2020;18:39:53;5,28
27.03.2020;18:39:37;5,31
30.03.2020;18:39:57;5,51
31.03.2020;18:39:42;5,42
01.04.2020;18:39:38;5,3
02.04.2020;18:39:59;5,11
03.04.2020;18:39:57;5,15
06.04.2020;18:39:55;5,12
07.04.2020;18:39:19;5,03
08.04.2020;18:39:56;5,06
09.04.2020;18:39:55;5,17
10.04.2020;18:39:56;5,29
13.04.2020;18:39:57;5,05
14.04.2020;18:39:59;5,22
15.04.2020;18:39:54;5,55
16.04.2020;18:39:48;5,47
17.04.2020;18:39:50;5,38
20.04.2020;18:39:56;5,34
21.04.2020;18:39:53;5,4
22.04.2020;18:39:05;5,37
23.04.2020;18:39:56;5,27
24.04.2020;18:39:56;5,11
27.04.2020;18:39:54;5,14
28.04.2020;18:39:59;5,15
29.04.2020;18:39:49;5,04
30.04.2020;18:39:42;5,05
04.05.2020;18:39:51;4,92
05.05.2020;18:39:57;4,82
06.05.2020;18:39:50;4,99
07.05.2020;18:39:26;5,07
08.05.2020;18:39:57;4,82
12.05.2020;18:39:29;4,82
13.05.2020;18:39:57;4,84
14.05.2020;18:39:57;4,98
15.05.2020;18:39:58;4,84
18.05.2020;18:39:55;4,87
19.05.2020;18:39:56;4,88
20.05.2020;18:39:58;4,86
21.05.2020;18:39:58;4,82
22.05.2020;18:39:56;4,78
25.05.2020;18:39:35;4,7
26.05.2020;18:39:40;4,69
27.05.2020;18:39:57;4,67
28.05.2020;18:39:59;4,53
29.05.2020;18:39:22;4,34
01.06.2020;18:39:54;4,26
02.06.2020;18:39:55;4,21
03.06.2020;18:39:45;4,17
04.06.2020;18:39:58;4,17
05.06.2020;18:39:53;4,01
08.06.2020;18:39:34;3,93
09.06.2020;18:39:00;3,93
10.06.2020;18:39:56;4,03
11.06.2020;18:39:58;3,98
15.06.2020;18:39:49;4,11
16.06.2020;18:39:36;4,01
17.06.2020;18:39:58;3,94
18.06.2020;18:39:55;3,91
19.06.2020;18:39:52;3,86
22.06.2020;18:39:59;4,08
23.06.2020;18:39:59;4,07
25.06.2020;18:39:59;4,12
26.06.2020;18:39:57;4,1
29.06.2020;18:39:56;4,09
30.06.2020;18:39:53;4,09
02.07.2020;18:39:59;4,07
03.07.2020;18:39:56;3,89
06.07.2020;18:39:50;3,94
07.07.2020;18:39:24;3,84
08.07.2020;18:39:48;3,84
09.07.2020;18:39:57;3,8
10.07.2020;18:39:49;3,88
13.07.2020;18:39:59;4,01
14.07.2020;18:39:56;4,0
15.07.2020;18:39:57;4,03
16.07.2020;18:39:55;4,04
17.07.2020;18:39:20;4,08
