"date";"category";"value"
"2021-05-01";"Транспортировка и хранение";209564.1526
"2021-05-01";"Услуги ЖКХ";80911.1516
"2021-05-01";"Финансы и страхование";126433.4482
"2021-04-01";"Административная деятельность";50205.4431
"2021-04-01";"Водоснабжение";22342.9328
"2021-04-01";"Все отрасли";2453719.671499
"2021-04-01";"Гостиницы и общепит";25374.0147
"2021-04-01";"Государственное управление и военная безопасность";201724.500199
"2021-04-01";"Деятельность в области информации и связи";123199.1424
"2021-04-01";"Добыча полезных ископаемых";107406.5914
"2021-04-01";"Здравоохранение";201719.277
"2021-04-01";"Научная и профессиональная деятельность";185230.9241
"2021-04-01";"Обрабатывающие производства";350665.7356
"2021-04-01";"Образование";201577.5419
"2021-04-01";"Операции с недвижимостью";53413.1853
"2021-04-01";"Прочие услуги";14573.0189
"2021-04-01";"Сельское хозяйство";49008.8842
"2021-04-01";"Спорт и досуг";46640.2425
"2021-04-01";"Строительство";119100.7892
"2021-04-01";"Торговля";285626.7138
"2021-04-01";"Транспортировка и хранение";189953.9028
"2021-04-01";"Услуги ЖКХ";89018.2274
"2021-04-01";"Финансы и страхование";136887.6243
"2021-03-01";"Административная деятельность";50116.515799
"2021-03-01";"Водоснабжение";21437.1445
"2021-03-01";"Все отрасли";2390905.294996
"2021-03-01";"Гостиницы и общепит";24845.2938
"2021-03-01";"Государственное управление и военная безопасность";181021.1799
"2021-03-01";"Деятельность в области информации и связи";121494.115599
"2021-03-01";"Добыча полезных ископаемых";97047.1394
"2021-03-01";"Здравоохранение";201478.0389
"2021-03-01";"Научная и профессиональная деятельность";189752.559099
"2021-03-01";"Обрабатывающие производства";346474.8596
"2021-03-01";"Образование";205095.1869
"2021-03-01";"Операции с недвижимостью";54416.0608
"2021-03-01";"Прочие услуги";15033.4128
"2021-03-01";"Сельское хозяйство";47290.6444
"2021-03-01";"Спорт и досуг";47073.670399
"2021-03-01";"Строительство";122241.2575
"2021-03-01";"Торговля";283362.1197
"2021-03-01";"Транспортировка и хранение";178278.8711
"2021-03-01";"Услуги ЖКХ";76447.1925
"2021-03-01";"Финансы и страхование";127944.5632
"2021-02-01";"Административная деятельность";48586.6742
"2021-02-01";"Водоснабжение";19979.0313
"2021-02-01";"Все отрасли";2214170.245199
"2021-02-01";"Гостиницы и общепит";23099.5464
"2021-02-01";"Государственное управление и военная безопасность";172338.7565
"2021-02-01";"Деятельность в области информации и связи";108426.6274
"2021-02-01";"Добыча полезных ископаемых";89128.919
"2021-02-01";"Здравоохранение";193601.2032
"2021-02-01";"Научная и профессиональная деятельность";168719.7149
"2021-02-01";"Обрабатывающие производства";311578.5619
"2021-02-01";"Образование";195074.5849
"2021-02-01";"Операции с недвижимостью";50860.991
"2021-02-01";"Прочие услуги";12363.0959
"2021-02-01";"Сельское хозяйство";42544.804299
"2021-02-01";"Спорт и досуг";41578.9251
"2021-02-01";"Строительство";108943.9447
"2021-02-01";"Торговля";254796.0612
"2021-02-01";"Транспортировка и хранение";169411.012
"2021-02-01";"Услуги ЖКХ";72654.7468
"2021-02-01";"Финансы и страхование";130433.9714
"2021-01-01";"Административная деятельность";45473.3657
"2021-01-01";"Водоснабжение";21061.918
"2021-01-01";"Все отрасли";2139030.738496
"2021-01-01";"Гостиницы и общепит";23328.848899
"2021-01-01";"Государственное управление и военная безопасность";160736.5551
"2021-01-01";"Деятельность в области информации и связи";102177.0644
"2021-01-01";"Добыча полезных ископаемых";89086.272799
"2021-01-01";"Здравоохранение";207633.608699
"2021-01-01";"Научная и профессиональная деятельность";156719.3463
"2021-01-01";"Обрабатывающие производства";310433.5902
"2021-01-01";"Образование";189439.8487
"2021-01-01";"Операции с недвижимостью";48846.1597
"2021-01-01";"Прочие услуги";11225.6879
"2021-01-01";"Сельское хозяйство";44854.6086
"2021-01-01";"Спорт и досуг";40920.1871
"2021-01-01";"Строительство";101139.1089
"2021-01-01";"Торговля";243874.7733
"2021-01-01";"Транспортировка и хранение";173081.843199
"2021-01-01";"Услуги ЖКХ";76731.3531
"2021-01-01";"Финансы и страхование";92217.4823
"2020-12-01";"Административная деятельность";56743.9046
"2020-12-01";"Водоснабжение";22563.9526
"2020-12-01";"Все отрасли";2977551.941995
"2020-12-01";"Гостиницы и общепит";23357.7267
"2020-12-01";"Государственное управление и военная безопасность";340338.3488
"2020-12-01";"Деятельность в области информации и связи";134800.417599
"2020-12-01";"Добыча полезных ископаемых";129921.4819
"2020-12-01";"Здравоохранение";252142.059699
"2020-12-01";"Научная и профессиональная деятельность";255679.4323
"2020-12-01";"Обрабатывающие производства";371810.7751
"2020-12-01";"Образование";262786.059599
"2020-12-01";"Операции с недвижимостью";65674.273199
"2020-12-01";"Прочие услуги";16964.6153
"2020-12-01";"Сельское хозяйство";55244.7174
"2020-12-01";"Спорт и досуг";62733.2621
"2020-12-01";"Строительство";124552.2423
"2020-12-01";"Торговля";291276.7838
"2020-12-01";"Транспортировка и хранение";200557.0894
"2020-12-01";"Услуги ЖКХ";91434.047599
"2020-12-01";"Финансы и страхование";218877.056
"2020-11-01";"Административная деятельность";43235.6452
"2020-11-01";"Водоснабжение";19180.8136
"2020-11-01";"Все отрасли";2117457.473998
"2020-11-01";"Гостиницы и общепит";20384.771699
"2020-11-01";"Государственное управление и военная безопасность";176453.6889
"2020-11-01";"Деятельность в области информации и связи";99222.8528
"2020-11-01";"Добыча полезных ископаемых";90180.5067
"2020-11-01";"Здравоохранение";201756.9705
"2020-11-01";"Научная и профессиональная деятельность";164915.6141
"2020-11-01";"Обрабатывающие производства";302436.3286
"2020-11-01";"Образование";197544.1425
"2020-11-01";"Операции с недвижимостью";46413.7226
"2020-11-01";"Прочие услуги";11822.2298
"2020-11-01";"Сельское хозяйство";45718.5079
"2020-11-01";"Спорт и досуг";43089.7059
"2020-11-01";"Строительство";101534.2215
"2020-11-01";"Торговля";225885.6354
"2020-11-01";"Транспортировка и хранение";159925.6084
"2020-11-01";"Услуги ЖКХ";69171.2525
"2020-11-01";"Финансы и страхование";98538.403599
"2020-10-01";"Административная деятельность";44096.9296
"2020-10-01";"Водоснабжение";19846.7006
"2020-10-01";"Все отрасли";2129519.790097
"2020-10-01";"Гостиницы и общепит";20816.0891
"2020-10-01";"Государственное управление и военная безопасность";174819.3466
"2020-10-01";"Деятельность в области информации и связи";97245.403299
"2020-10-01";"Добыча полезных ископаемых";87535.5307
"2020-10-01";"Здравоохранение";215651.541199
"2020-10-01";"Научная и профессиональная деятельность";162855.5328
"2020-10-01";"Обрабатывающие производства";304815.5758
"2020-10-01";"Образование";190234.8039
"2020-10-01";"Операции с недвижимостью";46335.8367
"2020-10-01";"Прочие услуги";12011.1725
"2020-10-01";"Сельское хозяйство";48749.663
"2020-10-01";"Спорт и досуг";41417.0476
"2020-10-01";"Строительство";102001.0709
"2020-10-01";"Торговля";226692.641
"2020-10-01";"Транспортировка и хранение";166504.2237
"2020-10-01";"Услуги ЖКХ";68677.3052
"2020-10-01";"Финансы и страхование";99165.181799
"2020-09-01";"Административная деятельность";45586.8247
"2020-09-01";"Водоснабжение";19433.950399
"2020-09-01";"Все отрасли";2118476.425895
"2020-09-01";"Гостиницы и общепит";20576.2947
"2020-09-01";"Государственное управление и военная безопасность";177297.9357
"2020-09-01";"Деятельность в области информации и связи";97251.2699
"2020-09-01";"Добыча полезных ископаемых";96123.4414
"2020-09-01";"Здравоохранение";204212.4733
"2020-09-01";"Научная и профессиональная деятельность";157664.0943
"2020-09-01";"Обрабатывающие производства";303132.9099
"2020-09-01";"Образование";192888.576699
"2020-09-01";"Операции с недвижимостью";46527.0007
"2020-09-01";"Прочие услуги";11645.3321
"2020-09-01";"Сельское хозяйство";48523.1494
"2020-09-01";"Спорт и досуг";43751.886399
"2020-09-01";"Строительство";102259.326099
"2020-09-01";"Торговля";224209.3362
"2020-09-01";"Транспортировка и хранение";162175.5775
"2020-09-01";"Услуги ЖКХ";69915.4665
"2020-09-01";"Финансы и страхование";95257.8308
"2020-08-01";"Административная деятельность";44222.0176
"2020-08-01";"Водоснабжение";19586.5531
"2020-08-01";"Все отрасли";2046775.679495
"2020-08-01";"Гостиницы и общепит";19266.4183
"2020-08-01";"Государственное управление и военная безопасность";168772.361099
"2020-08-01";"Деятельность в области информации и связи";97168.8666
"2020-08-01";"Добыча полезных ископаемых";92526.4219
"2020-08-01";"Здравоохранение";206269.5164
"2020-08-01";"Научная и профессиональная деятельность";152754.9101
"2020-08-01";"Обрабатывающие производства";301605.3763
"2020-08-01";"Образование";135213.511999
"2020-08-01";"Операции с недвижимостью";46064.678799
"2020-08-01";"Прочие услуги";11184.3541
"2020-08-01";"Сельское хозяйство";50021.394799
"2020-08-01";"Спорт и досуг";38437.4231
"2020-08-01";"Строительство";100520.834
"2020-08-01";"Торговля";222375.1352
"2020-08-01";"Транспортировка и хранение";170054.018
"2020-08-01";"Услуги ЖКХ";71722.1379
"2020-08-01";"Финансы и страхование";98965.013
"2020-07-01";"Административная деятельность";45487.1047
"2020-07-01";"Водоснабжение";20441.4648
"2020-07-01";"Все отрасли";2158454.376498
"2020-07-01";"Гостиницы и общепит";19258.7018
"2020-07-01";"Государственное управление и военная безопасность";194884.0983
"2020-07-01";"Деятельность в области информации и связи";101204.2517
"2020-07-01";"Добыча полезных ископаемых";93003.9707
"2020-07-01";"Здравоохранение";218695.8191
"2020-07-01";"Научная и профессиональная деятельность";164754.953
"2020-07-01";"Обрабатывающие производства";315807.9494
"2020-07-01";"Образование";143504.674699
"2020-07-01";"Операции с недвижимостью";49033.8843
"2020-07-01";"Прочие услуги";12041.891599
"2020-07-01";"Сельское хозяйство";51927.898
"2020-07-01";"Спорт и досуг";36769.6437
"2020-07-01";"Строительство";101769.6559
"2020-07-01";"Торговля";229948.1018
"2020-07-01";"Транспортировка и хранение";173834.5763
"2020-07-01";"Услуги ЖКХ";76488.0135
"2020-07-01";"Финансы и страхование";109544.0728
"2020-06-01";"Административная деятельность";48878.7135
"2020-06-01";"Водоснабжение";21027.4651
"2020-06-01";"Все отрасли";2265442.920799
"2020-06-01";"Гостиницы и общепит";19059.7572
"2020-06-01";"Государственное управление и военная безопасность";200069.0328
"2020-06-01";"Деятельность в области информации и связи";101255.6329
"2020-06-01";"Добыча полезных ископаемых";98974.6342
"2020-06-01";"Здравоохранение";223500.0703
"2020-06-01";"Научная и профессиональная деятельность";165675.353199
"2020-06-01";"Обрабатывающие производства";309967.9548
"2020-06-01";"Образование";233113.1449
"2020-06-01";"Операции с недвижимостью";50793.0908
"2020-06-01";"Прочие услуги";13109.494
"2020-06-01";"Сельское хозяйство";48081.9076
"2020-06-01";"Спорт и досуг";40274.8782
"2020-06-01";"Строительство";105194.0394
"2020-06-01";"Торговля";239793.3988
"2020-06-01";"Транспортировка и хранение";170865.3739
"2020-06-01";"Услуги ЖКХ";75165.361
"2020-06-01";"Финансы и страхование";100594.2345
"2020-05-01";"Административная деятельность";45184.0561
"2020-05-01";"Водоснабжение";20701.071
"2020-05-01";"Все отрасли";2213065.781498
"2020-05-01";"Гостиницы и общепит";17965.4762
"2020-05-01";"Государственное управление и военная безопасность";173646.3288
"2020-05-01";"Деятельность в области информации и связи";99574.8212
"2020-05-01";"Добыча полезных ископаемых";114174.4641
"2020-05-01";"Здравоохранение";221596.2209
"2020-05-01";"Научная и профессиональная деятельность";157083.7585
"2020-05-01";"Обрабатывающие производства";300465.5197
"2020-05-01";"Образование";229101.353199
"2020-05-01";"Операции с недвижимостью";48760.5943
"2020-05-01";"Прочие услуги";11247.6832
"2020-05-01";"Сельское хозяйство";49344.586
"2020-05-01";"Спорт и досуг";40032.1449
"2020-05-01";"Строительство";98603.6762
"2020-05-01";"Торговля";222267.345
"2020-05-01";"Транспортировка и хранение";177038.3612
"2020-05-01";"Услуги ЖКХ";78095.833
"2020-05-01";"Финансы и страхование";108136.645599
"2020-04-01";"Административная деятельность";49633.7445
"2020-04-01";"Водоснабжение";19307.4087
"2020-04-01";"Все отрасли";2163778.388998
"2020-04-01";"Гостиницы и общепит";17916.1666
"2020-04-01";"Государственное управление и военная безопасность";181599.5654
"2020-04-01";"Деятельность в области информации и связи";113201.3075
"2020-04-01";"Добыча полезных ископаемых";94468.9892
"2020-04-01";"Здравоохранение";177405.1242
"2020-04-01";"Научная и профессиональная деятельность";158954.4895
"2020-04-01";"Обрабатывающие производства";304340.5147
"2020-04-01";"Образование";176766.6836
"2020-04-01";"Операции с недвижимостью";49177.2697
"2020-04-01";"Прочие услуги";11048.3113
"2020-04-01";"Сельское хозяйство";46068.2366
"2020-04-01";"Спорт и досуг";38078.0462
"2020-04-01";"Строительство";99169.479599
"2020-04-01";"Торговля";242070.1729
"2020-04-01";"Транспортировка и хранение";181213.654599
"2020-04-01";"Услуги ЖКХ";82057.3327
"2020-04-01";"Финансы и страхование";121254.6324
"2020-03-01";"Административная деятельность";49154.2893
"2020-03-01";"Водоснабжение";20273.7228
"2020-03-01";"Все отрасли";2260394.540599
"2020-03-01";"Гостиницы и общепит";23067.8373
"2020-03-01";"Государственное управление и военная безопасность";177525.3338
"2020-03-01";"Деятельность в области информации и связи";108698.8208
"2020-03-01";"Добыча полезных ископаемых";93088.5551
"2020-03-01";"Здравоохранение";190018.648
"2020-03-01";"Научная и профессиональная деятельность";174485.7748
"2020-03-01";"Обрабатывающие производства";320248.8043
"2020-03-01";"Образование";190056.4015
"2020-03-01";"Операции с недвижимостью";60720.7916
"2020-03-01";"Прочие услуги";11442.1033
"2020-03-01";"Сельское хозяйство";45482.095
"2020-03-01";"Спорт и досуг";46056.7138
"2020-03-01";"Строительство";106056.7989
"2020-03-01";"Торговля";268942.6032
"2020-03-01";"Транспортировка и хранение";172016.48
"2020-03-01";"Услуги ЖКХ";73520.971299
"2020-03-01";"Финансы и страхование";129492.6185
"2020-02-01";"Административная деятельность";48128.32049
"2020-02-01";"Водоснабжение";19518.79673
"2020-02-01";"Все отрасли";2092523.904749
"2020-02-01";"Гостиницы и общепит";24078.76733
"2020-02-01";"Государственное управление и военная безопасность";162914.41449
"2020-02-01";"Деятельность в области информации и связи";95601.69303
"2020-02-01";"Добыча полезных ископаемых";84560.580439
"2020-02-01";"Здравоохранение";182322.10786
"2020-02-01";"Научная и профессиональная деятельность";157394.28577
"2020-02-01";"Обрабатывающие производства";299511.36908
"2020-02-01";"Образование";183699.36877
"2020-02-01";"Операции с недвижимостью";52990.15872
"2020-02-01";"Прочие услуги";10989.47246
"2020-02-01";"Сельское хозяйство";42000.07106
"2020-02-01";"Спорт и досуг";42269.00867
"2020-02-01";"Строительство";98574.01429
"2020-02-01";"Торговля";237802.02712
"2020-02-01";"Транспортировка и хранение";165097.61546
"2020-02-01";"Услуги ЖКХ";69943.81374
"2020-02-01";"Финансы и страхование";115080.809
"2020-01-01";"Административная деятельность";47509.08115
"2020-01-01";"Водоснабжение";20261.87961
"2020-01-01";"Все отрасли";2063372.556918
"2020-01-01";"Гостиницы и общепит";25071.74866
"2020-01-01";"Государственное управление и военная безопасность";154543.19668
"2020-01-01";"Деятельность в области информации и связи";91191.578069
"2020-01-01";"Добыча полезных ископаемых";86554.71595
"2020-01-01";"Здравоохранение";187636.71618
"2020-01-01";"Научная и профессиональная деятельность";149499.4004
"2020-01-01";"Обрабатывающие производства";300666.979399
"2020-01-01";"Образование";179193.67513
"2020-01-01";"Операции с недвижимостью";53215.02358
"2020-01-01";"Прочие услуги";10860.30913
"2020-01-01";"Сельское хозяйство";44399.97182
"2020-01-01";"Спорт и досуг";42448.46073
"2020-01-01";"Строительство";95069.74509
"2020-01-01";"Торговля";236473.69728
"2020-01-01";"Транспортировка и хранение";172218.8619
"2020-01-01";"Услуги ЖКХ";74467.28561
"2020-01-01";"Финансы и страхование";92046.46762
"2019-12-01";"Административная деятельность";53252.61843
"2019-12-01";"Водоснабжение";21419.24909
"2019-12-01";"Все отрасли";2723450.995359
"2019-12-01";"Гостиницы и общепит";25366.50148
"2019-12-01";"Государственное управление и военная безопасность";327368.06724
"2019-12-01";"Деятельность в области информации и связи";108961.77683
"2019-12-01";"Добыча полезных ископаемых";119111.82581
"2019-12-01";"Здравоохранение";219208.871599
"2019-12-01";"Научная и профессиональная деятельность";219665.30741
"2019-12-01";"Обрабатывающие производства";342424.81337
"2019-12-01";"Образование";236882.89071
"2019-12-01";"Операции с недвижимостью";69982.24794
"2019-12-01";"Прочие услуги";14511.61044
"2019-12-01";"Сельское хозяйство";52423.2264
"2019-12-01";"Спорт и досуг";55826.30046
"2019-12-01";"Строительство";119208.25372
"2019-12-01";"Торговля";256667.48447
"2019-12-01";"Транспортировка и хранение";192432.67369
"2019-12-01";"Услуги ЖКХ";88996.20928
"2019-12-01";"Финансы и страхование";199666.49516
"2019-11-01";"Административная деятельность";41498.4501
"2019-11-01";"Водоснабжение";18567.53984
"2019-11-01";"Все отрасли";2026522.673968
"2019-11-01";"Гостиницы и общепит";22874.43333
"2019-11-01";"Государственное управление и военная безопасность";170457.340169
"2019-11-01";"Деятельность в области информации и связи";85442.61821
"2019-11-01";"Добыча полезных ископаемых";84681.33837
"2019-11-01";"Здравоохранение";180546.88006
"2019-11-01";"Научная и профессиональная деятельность";153893.83884
"2019-11-01";"Обрабатывающие производства";292514.84637
"2019-11-01";"Образование";186261.44188
"2019-11-01";"Операции с недвижимостью";49419.50961
"2019-11-01";"Прочие услуги";10662.14383
"2019-11-01";"Сельское хозяйство";45529.83626
"2019-11-01";"Спорт и досуг";41433.74346
"2019-11-01";"Строительство";102393.90053
"2019-11-01";"Торговля";218444.24129
"2019-11-01";"Транспортировка и хранение";159316.3089
"2019-11-01";"Услуги ЖКХ";68515.00554
"2019-11-01";"Финансы и страхование";94025.885549
"2019-10-01";"Административная деятельность";42145.78357
"2019-10-01";"Водоснабжение";19233.77339
"2019-10-01";"Все отрасли";2039676.217475
"2019-10-01";"Гостиницы и общепит";23075.11341
"2019-10-01";"Государственное управление и военная безопасность";167974.86479
"2019-10-01";"Деятельность в области информации и связи";82742.69726
"2019-10-01";"Добыча полезных ископаемых";84241.58799
"2019-10-01";"Здравоохранение";177178.09149
"2019-10-01";"Научная и профессиональная деятельность";153853.876949
"2019-10-01";"Обрабатывающие производства";299134.35416
"2019-10-01";"Образование";181380.062889
"2019-10-01";"Операции с недвижимостью";50008.688409
"2019-10-01";"Прочие услуги";11047.62064
"2019-10-01";"Сельское хозяйство";48995.84665
"2019-10-01";"Спорт и досуг";41886.88386
"2019-10-01";"Строительство";104422.40018
"2019-10-01";"Торговля";224018.87046
"2019-10-01";"Транспортировка и хранение";165578.80321
"2019-10-01";"Услуги ЖКХ";67883.629569
"2019-10-01";"Финансы и страхование";94829.202769
"2019-09-01";"Административная деятельность";41500.79844
"2019-09-01";"Водоснабжение";18666.29523
"2019-09-01";"Все отрасли";1994945.772267
"2019-09-01";"Гостиницы и общепит";22979.29226
"2019-09-01";"Государственное управление и военная безопасность";165944.21662
"2019-09-01";"Деятельность в области информации и связи";80151.51627
"2019-09-01";"Добыча полезных ископаемых";88376.40481
"2019-09-01";"Здравоохранение";174320.88498
"2019-09-01";"Научная и профессиональная деятельность";150268.4821
"2019-09-01";"Обрабатывающие производства";288726.306899
"2019-09-01";"Образование";178827.03613
"2019-09-01";"Операции с недвижимостью";49579.03574
"2019-09-01";"Прочие услуги";10801.0814
"2019-09-01";"Сельское хозяйство";49323.65663
"2019-09-01";"Спорт и досуг";41972.218689
"2019-09-01";"Строительство";101493.09415
"2019-09-01";"Торговля";216613.51469
"2019-09-01";"Транспортировка и хранение";159152.38418
"2019-09-01";"Услуги ЖКХ";66140.89078
"2019-09-01";"Финансы и страхование";90068.016989
"2019-08-01";"Административная деятельность";44560.39888
"2019-08-01";"Водоснабжение";19618.26758
"2019-08-01";"Все отрасли";1969557.336098
"2019-08-01";"Гостиницы и общепит";22892.05162
"2019-08-01";"Государственное управление и военная безопасность";158758.727
"2019-08-01";"Деятельность в области информации и связи";81917.82896
"2019-08-01";"Добыча полезных ископаемых";90242.77441
"2019-08-01";"Здравоохранение";173291.38388
"2019-08-01";"Научная и профессиональная деятельность";150878.57353
"2019-08-01";"Обрабатывающие производства";297710.405279
"2019-08-01";"Образование";121801.16751
"2019-08-01";"Операции с недвижимостью";49805.11821
"2019-08-01";"Прочие услуги";10370.896869
"2019-08-01";"Сельское хозяйство";49119.15326
"2019-08-01";"Спорт и досуг";35331.44993
"2019-08-01";"Строительство";103866.38996
"2019-08-01";"Торговля";223890.25159
"2019-08-01";"Транспортировка и хранение";169281.6608
"2019-08-01";"Услуги ЖКХ";69795.66625
"2019-08-01";"Финансы и страхование";96386.4024
"2019-07-01";"Административная деятельность";43354.18562
"2019-07-01";"Водоснабжение";19370.23099
"2019-07-01";"Все отрасли";2041503.7721
"2019-07-01";"Гостиницы и общепит";24177.61754
"2019-07-01";"Государственное управление и военная безопасность";177727.75694
"2019-07-01";"Деятельность в области информации и связи";82754.17084
"2019-07-01";"Добыча полезных ископаемых";88132.74905
"2019-07-01";"Здравоохранение";181242.69582
"2019-07-01";"Научная и профессиональная деятельность";153833.43311
"2019-07-01";"Обрабатывающие производства";307382.57021
"2019-07-01";"Образование";134111.17426
"2019-07-01";"Операции с недвижимостью";51516.17485
"2019-07-01";"Прочие услуги";10824.17352
"2019-07-01";"Сельское хозяйство";49227.11446
"2019-07-01";"Спорт и досуг";39194.15934
"2019-07-01";"Строительство";103667.68522
"2019-07-01";"Торговля";228187.71242
"2019-07-01";"Транспортировка и хранение";170711.25893
"2019-07-01";"Услуги ЖКХ";71247.31824
"2019-07-01";"Финансы и страхование";104791.81186
"2019-06-01";"Административная деятельность";44953.28035
"2019-06-01";"Водоснабжение";19338.14875
"2019-06-01";"Все отрасли";2166518.671409
"2019-06-01";"Гостиницы и общепит";24936.07406
"2019-06-01";"Государственное управление и военная безопасность";175199.70265
"2019-06-01";"Деятельность в области информации и связи";86364.71245
"2019-06-01";"Добыча полезных ископаемых";97369.15482
"2019-06-01";"Здравоохранение";193269.36065
"2019-06-01";"Научная и профессиональная деятельность";157648.96728
"2019-06-01";"Обрабатывающие производства";296773.49026
"2019-06-01";"Образование";252526.66185
"2019-06-01";"Операции с недвижимостью";51532.16088
"2019-06-01";"Прочие услуги";11133.41085
"2019-06-01";"Сельское хозяйство";46264.9777
"2019-06-01";"Спорт и досуг";44354.6492
"2019-06-01";"Строительство";103647.50567
"2019-06-01";"Торговля";229294.75624
"2019-06-01";"Транспортировка и хранение";167925.82869
"2019-06-01";"Услуги ЖКХ";70969.35629
"2019-06-01";"Финансы и страхование";92969.089599
"2019-05-01";"Административная деятельность";46543.592979
"2019-05-01";"Водоснабжение";19361.23861
"2019-05-01";"Все отрасли";2104051.042627
"2019-05-01";"Гостиницы и общепит";24551.09113
"2019-05-01";"Государственное управление и военная безопасность";163362.03149
"2019-05-01";"Деятельность в области информации и связи";83924.7235
"2019-05-01";"Добыча полезных ископаемых";98390.20492
"2019-05-01";"Здравоохранение";186217.25323
"2019-05-01";"Научная и профессиональная деятельность";149642.89401
"2019-05-01";"Обрабатывающие производства";296320.49537
"2019-05-01";"Образование";204929.8776
"2019-05-01";"Операции с недвижимостью";49583.29461
"2019-05-01";"Прочие услуги";10708.29183
"2019-05-01";"Сельское хозяйство";47995.52667
"2019-05-01";"Спорт и досуг";42924.38596
"2019-05-01";"Строительство";98685.92863
"2019-05-01";"Торговля";222762.8706
"2019-05-01";"Транспортировка и хранение";185144.11524
"2019-05-01";"Услуги ЖКХ";73735.136099
"2019-05-01";"Финансы и страхование";99225.89188
"2019-04-01";"Административная деятельность";44415.23682
"2019-04-01";"Водоснабжение";19329.88494
"2019-04-01";"Все отрасли";2114144.372767
"2019-04-01";"Гостиницы и общепит";23296.22773
"2019-04-01";"Государственное управление и военная безопасность";171434.08211
"2019-04-01";"Деятельность в области информации и связи";91699.96574
"2019-04-01";"Добыча полезных ископаемых";90796.51678
"2019-04-01";"Здравоохранение";174878.83521
"2019-04-01";"Научная и профессиональная деятельность";156923.29883
"2019-04-01";"Обрабатывающие производства";305115.018149
"2019-04-01";"Образование";174677.95446
"2019-04-01";"Операции с недвижимостью";50266.4637
"2019-04-01";"Прочие услуги";10882.06875
"2019-04-01";"Сельское хозяйство";44531.24177
"2019-04-01";"Спорт и досуг";42257.4371
"2019-04-01";"Строительство";97658.76376
"2019-04-01";"Торговля";239508.486099
"2019-04-01";"Транспортировка и хранение";166511.81045
"2019-04-01";"Услуги ЖКХ";79599.22086
"2019-04-01";"Финансы и страхование";130317.767939
"2019-03-01";"Административная деятельность";42261.60438
"2019-03-01";"Водоснабжение";18657.28339
"2019-03-01";"Все отрасли";2041354.612599
"2019-03-01";"Гостиницы и общепит";23093.34448
"2019-03-01";"Государственное управление и военная безопасность";154210.2373
"2019-03-01";"Деятельность в области информации и связи";85856.31037
"2019-03-01";"Добыча полезных ископаемых";84668.88851
"2019-03-01";"Здравоохранение";178393.32781
"2019-03-01";"Научная и профессиональная деятельность";159226.93697
"2019-03-01";"Обрабатывающие производства";298375.54041
"2019-03-01";"Образование";178530.58887
"2019-03-01";"Операции с недвижимостью";51996.93706
"2019-03-01";"Прочие услуги";10905.54386
"2019-03-01";"Сельское хозяйство";41907.69416
"2019-03-01";"Спорт и досуг";42496.08128
"2019-03-01";"Строительство";97578.209569
"2019-03-01";"Торговля";231398.12808
"2019-03-01";"Транспортировка и хранение";157802.62152
"2019-03-01";"Услуги ЖКХ";69729.74587
"2019-03-01";"Финансы и страхование";114222.53881
"2019-02-01";"Административная деятельность";43594.50522
"2019-02-01";"Водоснабжение";18023.364149
"2019-02-01";"Все отрасли";1895457.085018
"2019-02-01";"Гостиницы и общепит";22167.39107
"2019-02-01";"Государственное управление и военная безопасность";146913.42236
"2019-02-01";"Деятельность в области информации и связи";79486.06023
"2019-02-01";"Добыча полезных ископаемых";74665.61812
"2019-02-01";"Здравоохранение";168194.48904
"2019-02-01";"Научная и профессиональная деятельность";139397.99806
"2019-02-01";"Обрабатывающие производства";275369.6563
"2019-02-01";"Образование";170141.37253
"2019-02-01";"Операции с недвижимостью";47730.257159
"2019-02-01";"Прочие услуги";10292.8861
"2019-02-01";"Сельское хозяйство";38013.26354
"2019-02-01";"Спорт и досуг";38459.09642
"2019-02-01";"Строительство";90451.51908
"2019-02-01";"Торговля";212641.94618
"2019-02-01";"Транспортировка и хранение";150216.1788
"2019-02-01";"Услуги ЖКХ";68352.86006
"2019-02-01";"Финансы и страхование";101302.6151
"2019-01-01";"Административная деятельность";42211.12328
"2019-01-01";"Водоснабжение";18468.675809
"2019-01-01";"Все отрасли";1853688.661107
"2019-01-01";"Гостиницы и общепит";22776.54342
"2019-01-01";"Государственное управление и военная безопасность";142130.583419
"2019-01-01";"Деятельность в области информации и связи";74374.16676
"2019-01-01";"Добыча полезных ископаемых";77857.5004
"2019-01-01";"Здравоохранение";170702.27539
"2019-01-01";"Научная и профессиональная деятельность";132059.96753
"2019-01-01";"Обрабатывающие производства";272466.02745
"2019-01-01";"Образование";166235.89299
"2019-01-01";"Операции с недвижимостью";46664.68268
"2019-01-01";"Прочие услуги";9891.21547
"2019-01-01";"Сельское хозяйство";39503.66506
"2019-01-01";"Спорт и досуг";38668.07066
"2019-01-01";"Строительство";89462.45914
"2019-01-01";"Торговля";208718.42195
"2019-01-01";"Транспортировка и хранение";152061.17415
"2019-01-01";"Услуги ЖКХ";68072.433999
"2019-01-01";"Финансы и страхование";81322.15685
"2018-12-01";"Административная деятельность";45224.44311
"2018-12-01";"Водоснабжение";20046.52065
"2018-12-01";"Все отрасли";2438192.385409
"2018-12-01";"Гостиницы и общепит";23436.68172
"2018-12-01";"Государственное управление и военная безопасность";277493.29766
"2018-12-01";"Деятельность в области информации и связи";89289.43548
"2018-12-01";"Добыча полезных ископаемых";109085.53337
