"date";"category";"value"
"2023-09-01";"Добыча полезных ископаемых";137866.7348
"2023-09-01";"Здравоохранение";241348.3536
"2023-09-01";"Научная и профессиональная деятельность";214635.9978
"2023-09-01";"Обрабатывающие производства";484189.898399
"2023-09-01";"Образование";258663.078699
"2023-09-01";"Операции с недвижимостью";60899.6512
"2023-09-01";"Прочие услуги";13961.8825
"2023-09-01";"Сельское хозяйство";71735.8749
"2023-09-01";"Спорт и досуг";55829.206399
"2023-09-01";"Строительство";170827.4091
"2023-09-01";"Торговля";341807.1532
"2023-09-01";"Транспортировка и хранение";236512.8923
"2023-09-01";"Услуги ЖКХ";93010.2509
"2023-09-01";"Финансы и страхование";138130.57
"2023-08-01";"Административная деятельность";66134.260899
"2023-08-01";"Водоснабжение";28875.884
"2023-08-01";"Все отрасли";2959991.200297
"2023-08-01";"Гостиницы и общепит";32515.5664
"2023-08-01";"Государственное управление и военная безопасность";208559.9566
"2023-08-01";"Деятельность в области информации и связи";168407.8868
"2023-08-01";"Добыча полезных ископаемых";140431.8761
"2023-08-01";"Здравоохранение";235156.301
"2023-08-01";"Научная и профессиональная деятельность";217545.0976
"2023-08-01";"Обрабатывающие производства";490989.8542
"2023-08-01";"Образование";151185.393599
"2023-08-01";"Операции с недвижимостью";61022.0573
"2023-08-01";"Прочие услуги";13667.7976
"2023-08-01";"Сельское хозяйство";72185.995
"2023-08-01";"Спорт и досуг";47196.0141
"2023-08-01";"Строительство";173317.8639
"2023-08-01";"Торговля";349078.2168
"2023-08-01";"Транспортировка и хранение";256623.1317
"2023-08-01";"Услуги ЖКХ";99386.829799
"2023-08-01";"Финансы и страхование";147660.6836
"2023-07-01";"Административная деятельность";68059.3551
"2023-07-01";"Водоснабжение";28791.5931
"2023-07-01";"Все отрасли";3051109.401397
"2023-07-01";"Гостиницы и общепит";35845.0205
"2023-07-01";"Государственное управление и военная безопасность";236046.5964
"2023-07-01";"Деятельность в области информации и связи";168101.5438
"2023-07-01";"Добыча полезных ископаемых";151322.4254
"2023-07-01";"Здравоохранение";248062.0426
"2023-07-01";"Научная и профессиональная деятельность";230367.645
"2023-07-01";"Обрабатывающие производства";495322.2256
"2023-07-01";"Образование";162217.1819
"2023-07-01";"Операции с недвижимостью";62808.4245
"2023-07-01";"Прочие услуги";13878.6329
"2023-07-01";"Сельское хозяйство";68824.99
"2023-07-01";"Спорт и досуг";52606.400299
"2023-07-01";"Строительство";170721.9223
"2023-07-01";"Торговля";351929.8464
"2023-07-01";"Транспортировка и хранение";254636.0464
"2023-07-01";"Услуги ЖКХ";97979.474099
"2023-07-01";"Финансы и страхование";153526.687099
"2023-06-01";"Административная деятельность";68239.305599
"2023-06-01";"Водоснабжение";30640.2148
"2023-06-01";"Все отрасли";3285403.518895
"2023-06-01";"Гостиницы и общепит";35419.258299
"2023-06-01";"Государственное управление и военная безопасность";239324.5698
"2023-06-01";"Деятельность в области информации и связи";169863.1625
"2023-06-01";"Добыча полезных ископаемых";136562.763099
"2023-06-01";"Здравоохранение";267563.2586
"2023-06-01";"Научная и профессиональная деятельность";228266.176699
"2023-06-01";"Обрабатывающие производства";483083.1166
"2023-06-01";"Образование";399789.195399
"2023-06-01";"Операции с недвижимостью";64912.4229
"2023-06-01";"Прочие услуги";14488.5223
"2023-06-01";"Сельское хозяйство";66095.6535
"2023-06-01";"Спорт и досуг";57719.0743
"2023-06-01";"Строительство";171163.2275
"2023-06-01";"Торговля";349239.5367
"2023-06-01";"Транспортировка и хранение";248133.3445
"2023-06-01";"Услуги ЖКХ";101400.9094
"2023-06-01";"Финансы и страхование";153439.4505
"2023-05-01";"Административная деятельность";66165.0197
"2023-05-01";"Водоснабжение";29435.2056
"2023-05-01";"Все отрасли";3130828.053198
"2023-05-01";"Гостиницы и общепит";35119.8494
"2023-05-01";"Государственное управление и военная безопасность";218019.5128
"2023-05-01";"Деятельность в области информации и связи";172106.752
"2023-05-01";"Добыча полезных ископаемых";141778.7022
"2023-05-01";"Здравоохранение";250121.6691
"2023-05-01";"Научная и профессиональная деятельность";215821.9656
"2023-05-01";"Обрабатывающие производства";473438.9405
"2023-05-01";"Образование";295643.0223
"2023-05-01";"Операции с недвижимостью";62211.5372
"2023-05-01";"Прочие услуги";13459.945099
"2023-05-01";"Сельское хозяйство";67887.2512
"2023-05-01";"Спорт и досуг";52317.1371
"2023-05-01";"Строительство";165515.3522
"2023-05-01";"Торговля";345832.918399
"2023-05-01";"Транспортировка и хранение";279845.4733
"2023-05-01";"Услуги ЖКХ";101395.1644
"2023-05-01";"Финансы и страхование";144658.1788
"2023-04-01";"Административная деятельность";64273.2847
"2023-04-01";"Водоснабжение";28617.522
"2023-04-01";"Все отрасли";3070520.439897
"2023-04-01";"Гостиницы и общепит";32217.809699
"2023-04-01";"Государственное управление и военная безопасность";224062.6261
"2023-04-01";"Деятельность в области информации и связи";170051.024
"2023-04-01";"Добыча полезных ископаемых";132808.170599
"2023-04-01";"Здравоохранение";238442.8607
"2023-04-01";"Научная и профессиональная деятельность";230875.540699
"2023-04-01";"Обрабатывающие производства";472151.0404
"2023-04-01";"Образование";244768.5629
"2023-04-01";"Операции с недвижимостью";63501.6836
"2023-04-01";"Прочие услуги";13835.8853
"2023-04-01";"Сельское хозяйство";63205.6228
"2023-04-01";"Спорт и досуг";52912.8725
"2023-04-01";"Строительство";161126.7913
"2023-04-01";"Торговля";354895.9887
"2023-04-01";"Транспортировка и хранение";240302.4582
"2023-04-01";"Услуги ЖКХ";110967.5569
"2023-04-01";"Финансы и страхование";171431.8092
"2023-03-01";"Административная деятельность";64950.7321
"2023-03-01";"Водоснабжение";28302.8925
"2023-03-01";"Все отрасли";3077897.967799
"2023-03-01";"Гостиницы и общепит";32915.0944
"2023-03-01";"Государственное управление и военная безопасность";219499.3854
"2023-03-01";"Деятельность в области информации и связи";184573.2645
"2023-03-01";"Добыча полезных ископаемых";137467.5358
"2023-03-01";"Здравоохранение";238136.8191
"2023-03-01";"Научная и профессиональная деятельность";230259.7753
"2023-03-01";"Обрабатывающие производства";470915.9686
"2023-03-01";"Образование";251738.1338
"2023-03-01";"Операции с недвижимостью";59848.631799
"2023-03-01";"Прочие услуги";17071.294
"2023-03-01";"Сельское хозяйство";61030.4794
"2023-03-01";"Спорт и досуг";54666.2305
"2023-03-01";"Строительство";161434.3198
"2023-03-01";"Торговля";361566.9226
"2023-03-01";"Транспортировка и хранение";232552.0441
"2023-03-01";"Услуги ЖКХ";95441.9864
"2023-03-01";"Финансы и страхование";175477.9524
"2023-02-01";"Административная деятельность";65966.892
"2023-02-01";"Водоснабжение";26320.2745
"2023-02-01";"Все отрасли";2802654.622096
"2023-02-01";"Гостиницы и общепит";31262.740899
"2023-02-01";"Государственное управление и военная безопасность";199180.0979
"2023-02-01";"Деятельность в области информации и связи";160176.4667
"2023-02-01";"Добыча полезных ископаемых";119187.6264
"2023-02-01";"Здравоохранение";226490.760599
"2023-02-01";"Научная и профессиональная деятельность";206081.4891
"2023-02-01";"Обрабатывающие производства";423716.7346
"2023-02-01";"Образование";235562.7124
"2023-02-01";"Операции с недвижимостью";56887.2469
"2023-02-01";"Прочие услуги";13260.4967
"2023-02-01";"Сельское хозяйство";55378.8048
"2023-02-01";"Спорт и досуг";50606.4137
"2023-02-01";"Строительство";144936.612199
"2023-02-01";"Торговля";323471.5784
"2023-02-01";"Транспортировка и хранение";222745.8045
"2023-02-01";"Услуги ЖКХ";90115.470099
"2023-02-01";"Финансы и страхование";151261.0164
"2023-01-01";"Административная деятельность";61170.2821
"2023-01-01";"Водоснабжение";27376.100899
"2023-01-01";"Все отрасли";2718379.859597
"2023-01-01";"Гостиницы и общепит";33232.4166
"2023-01-01";"Государственное управление и военная безопасность";191381.337
"2023-01-01";"Деятельность в области информации и связи";149127.560199
"2023-01-01";"Добыча полезных ископаемых";121859.134299
"2023-01-01";"Здравоохранение";232975.2814
"2023-01-01";"Научная и профессиональная деятельность";187881.7252
"2023-01-01";"Обрабатывающие производства";423382.3209
"2023-01-01";"Образование";228536.683
"2023-01-01";"Операции с недвижимостью";56734.4821
"2023-01-01";"Прочие услуги";12981.5106
"2023-01-01";"Сельское хозяйство";57683.7189
"2023-01-01";"Спорт и досуг";50536.6749
"2023-01-01";"Строительство";136118.6758
"2023-01-01";"Торговля";310770.8675
"2023-01-01";"Транспортировка и хранение";224263.4189
"2023-01-01";"Услуги ЖКХ";92589.8321
"2023-01-01";"Финансы и страхование";119730.5023
"2022-12-01";"Административная деятельность";76319.2074
"2022-12-01";"Водоснабжение";29200.0246
"2022-12-01";"Все отрасли";3776193.621797
"2022-12-01";"Гостиницы и общепит";33969.2284
"2022-12-01";"Государственное управление и военная безопасность";411289.7782
"2022-12-01";"Деятельность в области информации и связи";200894.5129
"2022-12-01";"Добыча полезных ископаемых";165983.3076
"2022-12-01";"Здравоохранение";326105.2983
"2022-12-01";"Научная и профессиональная деятельность";308080.2276
"2022-12-01";"Обрабатывающие производства";492313.6568
"2022-12-01";"Образование";331440.8515
"2022-12-01";"Операции с недвижимостью";75281.5493
"2022-12-01";"Прочие услуги";17719.3505
"2022-12-01";"Сельское хозяйство";70751.159099
"2022-12-01";"Спорт и досуг";73089.2842
"2022-12-01";"Строительство";174085.3199
"2022-12-01";"Торговля";352975.6958
"2022-12-01";"Транспортировка и хранение";255380.5053
"2022-12-01";"Услуги ЖКХ";115568.099599
"2022-12-01";"Финансы и страхование";265662.4559
"2022-11-01";"Административная деятельность";56914.559299
"2022-11-01";"Водоснабжение";25284.479
"2022-11-01";"Все отрасли";2690500.535797
"2022-11-01";"Гостиницы и общепит";29896.2685
"2022-11-01";"Государственное управление и военная безопасность";204404.9563
"2022-11-01";"Деятельность в области информации и связи";142133.1493
"2022-11-01";"Добыча полезных ископаемых";120732.7945
"2022-11-01";"Здравоохранение";226931.8295
"2022-11-01";"Научная и профессиональная деятельность";195871.2363
"2022-11-01";"Обрабатывающие производства";410671.2032
"2022-11-01";"Образование";243707.6029
"2022-11-01";"Операции с недвижимостью";55481.5885
"2022-11-01";"Прочие услуги";12901.0492
"2022-11-01";"Сельское хозяйство";58337.6755
"2022-11-01";"Спорт и досуг";51081.2794
"2022-11-01";"Строительство";145048.081699
"2022-11-01";"Торговля";286577.0034
"2022-11-01";"Транспортировка и хранение";211325.8205
"2022-11-01";"Услуги ЖКХ";87241.134299
"2022-11-01";"Финансы и страхование";125914.1353
"2022-10-01";"Административная деятельность";56404.8035
"2022-10-01";"Водоснабжение";25358.183399
"2022-10-01";"Все отрасли";2663444.897495
"2022-10-01";"Гостиницы и общепит";30327.688
"2022-10-01";"Государственное управление и военная безопасность";207322.6245
"2022-10-01";"Деятельность в области информации и связи";136510.4249
"2022-10-01";"Добыча полезных ископаемых";115268.4441
"2022-10-01";"Здравоохранение";220377.5212
"2022-10-01";"Научная и профессиональная деятельность";195934.5808
"2022-10-01";"Обрабатывающие производства";402672.7584
"2022-10-01";"Образование";232684.859
"2022-10-01";"Операции с недвижимостью";55400.8489
"2022-10-01";"Прочие услуги";12768.527199
"2022-10-01";"Сельское хозяйство";60823.3584
"2022-10-01";"Спорт и досуг";49694.3828
"2022-10-01";"Строительство";142585.516699
"2022-10-01";"Торговля";291537.702699
"2022-10-01";"Транспортировка и хранение";216291.8195
"2022-10-01";"Услуги ЖКХ";85779.1522
"2022-10-01";"Финансы и страхование";125659.906599
"2022-09-01";"Административная деятельность";57157.333399
"2022-09-01";"Водоснабжение";24789.270399
"2022-09-01";"Все отрасли";2638514.530396
"2022-09-01";"Гостиницы и общепит";30357.2538
"2022-09-01";"Государственное управление и военная безопасность";192290.3823
"2022-09-01";"Деятельность в области информации и связи";135318.4141
"2022-09-01";"Добыча полезных ископаемых";136307.949499
"2022-09-01";"Здравоохранение";216769.9513
"2022-09-01";"Научная и профессиональная деятельность";194033.2096
"2022-09-01";"Обрабатывающие производства";391500.9853
"2022-09-01";"Образование";229640.9648
"2022-09-01";"Операции с недвижимостью";56686.3899
"2022-09-01";"Прочие услуги";12418.9632
"2022-09-01";"Сельское хозяйство";61005.143899
"2022-09-01";"Спорт и досуг";50498.6802
"2022-09-01";"Строительство";149942.0096
"2022-09-01";"Торговля";287655.275
"2022-09-01";"Транспортировка и хранение";210407.735
"2022-09-01";"Услуги ЖКХ";84411.9673
"2022-09-01";"Финансы и страхование";117279.9195
"2022-08-01";"Административная деятельность";54950.177
"2022-08-01";"Водоснабжение";25297.1266
"2022-08-01";"Все отрасли";2550288.134098
"2022-08-01";"Гостиницы и общепит";28904.9992
"2022-08-01";"Государственное управление и военная безопасность";189081.9991
"2022-08-01";"Деятельность в области информации и связи";132825.6911
"2022-08-01";"Добыча полезных ископаемых";123682.9703
"2022-08-01";"Здравоохранение";213018.5655
"2022-08-01";"Научная и профессиональная деятельность";190939.8984
"2022-08-01";"Обрабатывающие производства";391622.4046
"2022-08-01";"Образование";138188.530199
"2022-08-01";"Операции с недвижимостью";55959.909
"2022-08-01";"Прочие услуги";12313.9696
"2022-08-01";"Сельское хозяйство";63600.0471
"2022-08-01";"Спорт и досуг";42629.7661
"2022-08-01";"Строительство";147954.7552
"2022-08-01";"Торговля";299200.947699
"2022-08-01";"Транспортировка и хранение";225390.9801
"2022-08-01";"Услуги ЖКХ";86901.9476
"2022-08-01";"Финансы и страхование";127785.6128
"2022-07-01";"Административная деятельность";56744.4401
"2022-07-01";"Водоснабжение";25402.464399
"2022-07-01";"Все отрасли";2652403.618095
"2022-07-01";"Гостиницы и общепит";29690.5746
"2022-07-01";"Государственное управление и военная безопасность";213429.1118
"2022-07-01";"Деятельность в области информации и связи";136421.1858
"2022-07-01";"Добыча полезных ископаемых";134639.6967
"2022-07-01";"Здравоохранение";226974.367
"2022-07-01";"Научная и профессиональная деятельность";202693.0371
"2022-07-01";"Обрабатывающие производства";400351.084
"2022-07-01";"Образование";152302.5379
"2022-07-01";"Операции с недвижимостью";57692.0827
"2022-07-01";"Прочие услуги";12612.3022
"2022-07-01";"Сельское хозяйство";61356.872299
"2022-07-01";"Спорт и досуг";48766.141899
"2022-07-01";"Строительство";145683.181
"2022-07-01";"Торговля";300876.9878
"2022-07-01";"Транспортировка и хранение";225590.869699
"2022-07-01";"Услуги ЖКХ";87566.748599
"2022-07-01";"Финансы и страхование";133554.3584
"2022-06-01";"Административная деятельность";55966.674
"2022-06-01";"Водоснабжение";26627.8164
"2022-06-01";"Все отрасли";2854181.908396
"2022-06-01";"Гостиницы и общепит";30722.1358
"2022-06-01";"Государственное управление и военная безопасность";213190.9455
"2022-06-01";"Деятельность в области информации и связи";139041.4975
"2022-06-01";"Добыча полезных ископаемых";122834.8709
"2022-06-01";"Здравоохранение";241993.4735
"2022-06-01";"Научная и профессиональная деятельность";204585.1453
"2022-06-01";"Обрабатывающие производства";399327.790899
"2022-06-01";"Образование";350774.5083
"2022-06-01";"Операции с недвижимостью";58387.5416
"2022-06-01";"Прочие услуги";12280.4962
"2022-06-01";"Сельское хозяйство";64054.6624
"2022-06-01";"Спорт и досуг";53873.480299
"2022-06-01";"Строительство";148950.5819
"2022-06-01";"Торговля";302607.903399
"2022-06-01";"Транспортировка и хранение";214565.2001
"2022-06-01";"Услуги ЖКХ";87769.2131
"2022-06-01";"Финансы и страхование";126574.6752
"2022-05-01";"Административная деятельность";55367.4186
"2022-05-01";"Водоснабжение";25782.8752
"2022-05-01";"Все отрасли";2686526.112397
"2022-05-01";"Гостиницы и общепит";29905.005699
"2022-05-01";"Государственное управление и военная безопасность";192059.8144
"2022-05-01";"Деятельность в области информации и связи";138462.3285
"2022-05-01";"Добыча полезных ископаемых";121175.8574
"2022-05-01";"Здравоохранение";228643.7698
"2022-05-01";"Научная и профессиональная деятельность";190448.7581
"2022-05-01";"Обрабатывающие производства";387227.844899
"2022-05-01";"Образование";258872.959699
"2022-05-01";"Операции с недвижимостью";55197.243
"2022-05-01";"Прочие услуги";12133.3597
"2022-05-01";"Сельское хозяйство";61740.16
"2022-05-01";"Спорт и досуг";50679.3048
"2022-05-01";"Строительство";141766.5104
"2022-05-01";"Торговля";300192.6857
"2022-05-01";"Транспортировка и хранение";224881.9639
"2022-05-01";"Услуги ЖКХ";86787.2554
"2022-05-01";"Финансы и страхование";125154.9084
"2022-04-01";"Административная деятельность";53449.220799
"2022-04-01";"Водоснабжение";24780.0863
"2022-04-01";"Все отрасли";2689018.799697
"2022-04-01";"Гостиницы и общепит";28089.6595
"2022-04-01";"Государственное управление и военная безопасность";210475.689599
"2022-04-01";"Деятельность в области информации и связи";144047.7509
"2022-04-01";"Добыча полезных ископаемых";114790.3785
"2022-04-01";"Здравоохранение";215499.915099
"2022-04-01";"Научная и профессиональная деятельность";204755.561
"2022-04-01";"Обрабатывающие производства";390193.69
"2022-04-01";"Образование";217274.1015
"2022-04-01";"Операции с недвижимостью";57296.811
"2022-04-01";"Прочие услуги";12270.412
"2022-04-01";"Сельское хозяйство";56097.3021
"2022-04-01";"Спорт и досуг";49673.8361
"2022-04-01";"Строительство";140994.1448
"2022-04-01";"Торговля";309599.5804
"2022-04-01";"Транспортировка и хранение";226426.7635
"2022-04-01";"Услуги ЖКХ";92317.7339
"2022-04-01";"Финансы и страхование";140939.9943
"2022-03-01";"Административная деятельность";57816.6107
"2022-03-01";"Водоснабжение";25410.2598
"2022-03-01";"Все отрасли";2890212.097798
"2022-03-01";"Гостиницы и общепит";29494.2679
"2022-03-01";"Государственное управление и военная безопасность";190219.1568
"2022-03-01";"Деятельность в области информации и связи";185588.4521
"2022-03-01";"Добыча полезных ископаемых";130275.3073
"2022-03-01";"Здравоохранение";218713.5019
"2022-03-01";"Научная и профессиональная деятельность";242046.589
"2022-03-01";"Обрабатывающие производства";423283.6717
"2022-03-01";"Образование";224101.021699
"2022-03-01";"Операции с недвижимостью";60741.3661
"2022-03-01";"Прочие услуги";18315.563
"2022-03-01";"Сельское хозяйство";54844.8762
"2022-03-01";"Спорт и досуг";50817.935
"2022-03-01";"Строительство";142878.3059
"2022-03-01";"Торговля";352009.6303
"2022-03-01";"Транспортировка и хранение";214012.5474
"2022-03-01";"Услуги ЖКХ";95572.3429
"2022-03-01";"Финансы и страхование";174021.8489
"2022-02-01";"Административная деятельность";55099.6722
"2022-02-01";"Водоснабжение";22508.4846
"2022-02-01";"Все отрасли";2477056.873698
"2022-02-01";"Гостиницы и общепит";27227.6083
"2022-02-01";"Государственное управление и военная безопасность";172893.0548
"2022-02-01";"Деятельность в области информации и связи";137664.5012
"2022-02-01";"Добыча полезных ископаемых";107211.2567
"2022-02-01";"Здравоохранение";203610.1813
"2022-02-01";"Научная и профессиональная деятельность";189414.2689
"2022-02-01";"Обрабатывающие производства";356878.0506
"2022-02-01";"Образование";206191.2414
"2022-02-01";"Операции с недвижимостью";53449.3997
"2022-02-01";"Прочие услуги";12538.6583
"2022-02-01";"Сельское хозяйство";47846.5271
"2022-02-01";"Спорт и досуг";46075.107899
"2022-02-01";"Строительство";125848.047299
"2022-02-01";"Торговля";295804.039
"2022-02-01";"Транспортировка и хранение";192860.2983
"2022-02-01";"Услуги ЖКХ";76061.0827
"2022-02-01";"Финансы и страхование";147827.0491
"2022-01-01";"Административная деятельность";53341.4511
"2022-01-01";"Водоснабжение";24299.9825
"2022-01-01";"Все отрасли";2410230.442696
"2022-01-01";"Гостиницы и общепит";28148.5617
"2022-01-01";"Государственное управление и военная безопасность";166467.8952
"2022-01-01";"Деятельность в области информации и связи";127072.997599
"2022-01-01";"Добыча полезных ископаемых";105894.871099
"2022-01-01";"Здравоохранение";217855.2107
"2022-01-01";"Научная и профессиональная деятельность";171428.9544
"2022-01-01";"Обрабатывающие производства";358817.5184
"2022-01-01";"Образование";203110.801099
"2022-01-01";"Операции с недвижимостью";53365.0678
"2022-01-01";"Прочие услуги";11454.7096
"2022-01-01";"Сельское хозяйство";50004.1077
"2022-01-01";"Спорт и досуг";47943.641899
"2022-01-01";"Строительство";117310.7075
"2022-01-01";"Торговля";287264.7495
"2022-01-01";"Транспортировка и хранение";197610.8506
"2022-01-01";"Услуги ЖКХ";81050.3805
"2022-01-01";"Финансы и страхование";107741.3063
"2021-12-01";"Административная деятельность";62364.345799
"2021-12-01";"Водоснабжение";26194.563899
"2021-12-01";"Все отрасли";3350682.258995
"2021-12-01";"Гостиницы и общепит";29296.8038
"2021-12-01";"Государственное управление и военная безопасность";371083.0061
"2021-12-01";"Деятельность в области информации и связи";165185.4705
"2021-12-01";"Добыча полезных ископаемых";142597.0064
"2021-12-01";"Здравоохранение";270540.3
"2021-12-01";"Научная и профессиональная деятельность";272441.357
"2021-12-01";"Обрабатывающие производства";423925.780899
"2021-12-01";"Образование";292551.602199
"2021-12-01";"Операции с недвижимостью";70805.1476
"2021-12-01";"Прочие услуги";16962.9807
"2021-12-01";"Сельское хозяйство";61017.9947
"2021-12-01";"Спорт и досуг";68873.9199
"2021-12-01";"Строительство";154556.1775
"2021-12-01";"Торговля";331036.0952
"2021-12-01";"Транспортировка и хранение";225460.9285
"2021-12-01";"Услуги ЖКХ";103094.7687
"2021-12-01";"Финансы и страхование";262593.417499
"2021-11-01";"Административная деятельность";46204.3426
"2021-11-01";"Водоснабжение";22045.2058
"2021-11-01";"Все отрасли";2385932.666897
"2021-11-01";"Гостиницы и общепит";25253.2902
"2021-11-01";"Государственное управление и военная безопасность";192855.682699
"2021-11-01";"Деятельность в области информации и связи";118189.1761
"2021-11-01";"Добыча полезных ископаемых";103168.0399
"2021-11-01";"Здравоохранение";209815.1199
"2021-11-01";"Научная и профессиональная деятельность";174750.2919
"2021-11-01";"Обрабатывающие производства";346293.0786
"2021-11-01";"Образование";214880.5123
"2021-11-01";"Операции с недвижимостью";51278.3626
"2021-11-01";"Прочие услуги";11563.1335
"2021-11-01";"Сельское хозяйство";51637.4416
"2021-11-01";"Спорт и досуг";46993.0656
"2021-11-01";"Строительство";124057.604299
"2021-11-01";"Торговля";266679.2869
"2021-11-01";"Транспортировка и хранение";182295.4373
"2021-11-01";"Услуги ЖКХ";76482.7649
"2021-11-01";"Финансы и страхование";121435.3986
"2021-10-01";"Административная деятельность";45757.0227
"2021-10-01";"Водоснабжение";22090.8588
"2021-10-01";"Все отрасли";2342057.777896
"2021-10-01";"Гостиницы и общепит";25348.5897
"2021-10-01";"Государственное управление и военная безопасность";186614.9912
"2021-10-01";"Деятельность в области информации и связи";111358.730799
"2021-10-01";"Добыча полезных ископаемых";97228.9532
"2021-10-01";"Здравоохранение";202219.3344
"2021-10-01";"Научная и профессиональная деятельность";170730.4738
"2021-10-01";"Обрабатывающие производства";343350.1967
"2021-10-01";"Образование";204258.5193
"2021-10-01";"Операции с недвижимостью";51589.2722
"2021-10-01";"Прочие услуги";11939.667099
"2021-10-01";"Сельское хозяйство";54041.5179
"2021-10-01";"Спорт и досуг";45820.1518
"2021-10-01";"Строительство";124396.9017
"2021-10-01";"Торговля";267663.992199
"2021-10-01";"Транспортировка и хранение";190080.0145
"2021-10-01";"Услуги ЖКХ";75567.1239
"2021-10-01";"Финансы и страхование";111950.869299
"2021-09-01";"Административная деятельность";47884.1838
"2021-09-01";"Водоснабжение";21902.9259
"2021-09-01";"Все отрасли";2344175.522999
"2021-09-01";"Гостиницы и общепит";25976.1754
"2021-09-01";"Государственное управление и военная безопасность";195882.7362
"2021-09-01";"Деятельность в области информации и связи";111919.9303
"2021-09-01";"Добыча полезных ископаемых";102614.6587
"2021-09-01";"Здравоохранение";200733.7464
"2021-09-01";"Научная и профессиональная деятельность";170623.5882
"2021-09-01";"Обрабатывающие производства";341656.2992
"2021-09-01";"Образование";204807.5933
"2021-09-01";"Операции с недвижимостью";50693.5838
"2021-09-01";"Прочие услуги";11757.761199
"2021-09-01";"Сельское хозяйство";54116.8463
"2021-09-01";"Спорт и досуг";47918.3507
"2021-09-01";"Строительство";121746.0833
"2021-09-01";"Торговля";266888.3382
"2021-09-01";"Транспортировка и хранение";183076.6844
"2021-09-01";"Услуги ЖКХ";75233.7747
"2021-09-01";"Финансы и страхование";108692.4524
"2021-08-01";"Административная деятельность";46484.6917
"2021-08-01";"Водоснабжение";21966.2735
"2021-08-01";"Все отрасли";2245868.538298
"2021-08-01";"Гостиницы и общепит";25261.7839
"2021-08-01";"Государственное управление и военная безопасность";177528.3847
"2021-08-01";"Деятельность в области информации и связи";112950.8794
"2021-08-01";"Добыча полезных ископаемых";102077.9192
"2021-08-01";"Здравоохранение";200565.664
"2021-08-01";"Научная и профессиональная деятельность";165869.9926
"2021-08-01";"Обрабатывающие производства";336790.3806
"2021-08-01";"Образование";137649.6507
"2021-08-01";"Операции с недвижимостью";49507.001899
"2021-08-01";"Прочие услуги";11323.7588
"2021-08-01";"Сельское хозяйство";53141.8292
"2021-08-01";"Спорт и досуг";39771.913799
"2021-08-01";"Строительство";121569.4729
"2021-08-01";"Торговля";264178.4453
"2021-08-01";"Транспортировка и хранение";190739.0053
"2021-08-01";"Услуги ЖКХ";75336.4108
"2021-08-01";"Финансы и страхование";113110.1015
"2021-07-01";"Административная деятельность";48182.3909
"2021-07-01";"Водоснабжение";22138.3815
"2021-07-01";"Все отрасли";2371623.172099
"2021-07-01";"Гостиницы и общепит";26872.7335
"2021-07-01";"Государственное управление и военная безопасность";206787.3018
"2021-07-01";"Деятельность в области информации и связи";118139.5308
"2021-07-01";"Добыча полезных ископаемых";109656.7104
"2021-07-01";"Здравоохранение";212507.51
"2021-07-01";"Научная и профессиональная деятельность";176461.7184
"2021-07-01";"Обрабатывающие производства";351402.8147
"2021-07-01";"Образование";149728.4694
"2021-07-01";"Операции с недвижимостью";53432.2407
"2021-07-01";"Прочие услуги";12833.8919
"2021-07-01";"Сельское хозяйство";54336.0157
"2021-07-01";"Спорт и досуг";43375.506799
"2021-07-01";"Строительство";122298.2645
"2021-07-01";"Торговля";274160.3159
"2021-07-01";"Транспортировка и хранение";190975.0716
"2021-07-01";"Услуги ЖКХ";79043.4388
"2021-07-01";"Финансы и страхование";119230.2071
"2021-06-01";"Административная деятельность";52161.718
"2021-06-01";"Водоснабжение";23429.7772
"2021-06-01";"Все отрасли";2532306.258199
"2021-06-01";"Гостиницы и общепит";27321.893399
"2021-06-01";"Государственное управление и военная безопасность";203228.0269
"2021-06-01";"Деятельность в области информации и связи";110059.5936
"2021-06-01";"Добыча полезных ископаемых";117005.5073
"2021-06-01";"Здравоохранение";223411.27
"2021-06-01";"Научная и профессиональная деятельность";182004.1139
"2021-06-01";"Обрабатывающие производства";348604.3297
"2021-06-01";"Образование";295538.8196
"2021-06-01";"Операции с недвижимостью";54170.9793
"2021-06-01";"Прочие услуги";13037.3189
"2021-06-01";"Сельское хозяйство";52101.2748
"2021-06-01";"Спорт и досуг";48662.6052
"2021-06-01";"Строительство";123097.9739
"2021-06-01";"Торговля";275378.3956
"2021-06-01";"Транспортировка и хранение";192054.0301
"2021-06-01";"Услуги ЖКХ";79067.1779
"2021-06-01";"Финансы и страхование";111912.9504
"2021-05-01";"Административная деятельность";48371.9482
"2021-05-01";"Водоснабжение";22031.020399
"2021-05-01";"Все отрасли";2422441.788398
"2021-05-01";"Гостиницы и общепит";26663.8957
"2021-05-01";"Государственное управление и военная безопасность";183955.691
"2021-05-01";"Деятельность в области информации и связи";115581.6504
"2021-05-01";"Добыча полезных ископаемых";101970.5159
"2021-05-01";"Здравоохранение";212069.0429
"2021-05-01";"Научная и профессиональная деятельность";167935.8037
"2021-05-01";"Обрабатывающие производства";337110.067
"2021-05-01";"Образование";238951.5717
"2021-05-01";"Операции с недвижимостью";52596.4931
"2021-05-01";"Прочие услуги";12963.6223
"2021-05-01";"Сельское хозяйство";53016.3217
"2021-05-01";"Спорт и досуг";47170.9238
"2021-05-01";"Строительство";119099.0412
"2021-05-01";"Торговля";265992.9083
